symbol,ensembl_ID,User_ID,baseMean,CTLIO-TIO_log2FC,CTLIO-TIO_adjPval,Processed data:,search_label,cio1LHL10698_L4,cio2LHL10702_L4,cio3LHL10704_L4,tio1LHL10699_L4,tio2LHL10703_L4,tio3LHL10705_L4,c-io-1-LHL10698_L4,c-io-2-LHL10702_L4,c-io-3-LHL10704_L4,t-io-1-LHL10699_L4,t-io-2-LHL10703_L4,t-io-3-LHL10705_L4
Slc20a2,ENSMUSG00000037656,ENSMUSG00000037656,303.0018777,-1.821609742,NA,,Slc20a2 | ENSMUSG00000037656,7.416166142,6.660558712,7.138625595,10.46770624,2,3.176034368,124,72,659,1003,0,5
Zc3h18,ENSMUSG00000017478,ENSMUSG00000017478,217.7607095,-2.097762384,NA,,Zc3h18 | ENSMUSG00000017478,7.927416773,3.59658196,2,2,2,10.05396412,178,6,0,0,0,1051
Chd1l,ENSMUSG00000028089,ENSMUSG00000028089,240.2465672,-3.223428222,NA,,Chd1l | ENSMUSG00000028089,2,2,7.161835693,10.3512535,2,2,0,0,670,925,0,0
Akt3,ENSMUSG00000019699,ENSMUSG00000019699,300.4815805,-1.481191276,0.999848702,,Akt3 | ENSMUSG00000019699,2,7.963532839,7.868979081,9.848520654,8.40944063,6.277196592,0,182,1106,652,336,73
Pip4k2c,ENSMUSG00000025417,ENSMUSG00000025417,85.51878607,-0.446000321,NA,,Pip4k2c | ENSMUSG00000025417,2,2,7.78857087,2,8.228868305,2,0,0,1045,0,296,0
Rab4a,ENSMUSG00000019478,ENSMUSG00000019478,96.3060176,9.863898922,0.131150911,,Rab4a | ENSMUSG00000019478,2,8.509055256,7.791279512,2,2,2,0,267,1047,0,0,0
Plxdc2,ENSMUSG00000026748,ENSMUSG00000026748,140.7131026,2.538330143,0.90150493,,Plxdc2 | ENSMUSG00000026748,8.951239714,3.59658196,7.815431133,2,2,6.999318485,365,6,1065,0,0,123
Setd7,ENSMUSG00000037111,ENSMUSG00000037111,177.7953133,-0.387456728,0.999848702,,Setd7 | ENSMUSG00000037111,2,8.002014366,7.740327393,2,2,9.24931061,0,187,1010,0,0,600
Mfap1b,ENSMUSG00000048222,ENSMUSG00000048222,279.0327905,0.421379341,0.999848702,,Mfap1b | ENSMUSG00000048222,8.43325763,8.540768293,7.979986309,2,8.983043462,7.765663258,254,273,1196,0,502,212
Mpc1-ps,ENSMUSG00000091498,ENSMUSG00000091498,262.8243471,-3.911690079,NA,,Mpc1-ps | ENSMUSG00000091498,2,3.749163577,6.531428056,10.50871309,4.39235813,3.708048969,0,7,426,1032,17,9
Cop1,ENSMUSG00000040782,ENSMUSG00000040782,125.5016623,-0.419183072,0.999848702,,Cop1 | ENSMUSG00000040782,2,6.717168853,7.812767499,8.731165201,3.80739084,2,0,75,1063,299,10,0
Ero1a,ENSMUSG00000021831,ENSMUSG00000021831,143.239415,-1.792211384,NA,,Ero1a | ENSMUSG00000021831,2,2,7.617502241,2,2,9.390290981,0,0,926,0,0,662
Limd2,ENSMUSG00000040699,ENSMUSG00000040699,130.1875994,-1.526644876,NA,,Limd2 | ENSMUSG00000040699,2,2,7.680221527,2,9.1898745,2,0,0,968,0,580,0
Anapc5,ENSMUSG00000029472,ENSMUSG00000029472,242.2448038,3.014493404,0.899702382,,Anapc5 | ENSMUSG00000029472,2,10.12933681,7.503201486,2,7.357601063,2,0,827,854,0,160,0
Cdc123,ENSMUSG00000039128,ENSMUSG00000039128,240.2773681,-25.56454388,NA,,Cdc123 | ENSMUSG00000039128,2,2,2,10.49751677,2,2,0,0,0,1024,0,0
Odc1,ENSMUSG00000011179,ENSMUSG00000011179,263.1062503,-2.954780103,0.65049385,,Odc1 | ENSMUSG00000011179,7.195616276,4.429186288,4.606432884,8.267259761,10.09939791,2.324130448,106,13,98,216,1093,1
Atp6v0c,ENSMUSG00000024121,ENSMUSG00000024121,169.4821535,1.783639526,0.97628247,,Atp6v0c | ENSMUSG00000024121,7.982167569,8.26509428,7.904438697,2,6.988733388,6.778761225,185,225,1134,0,123,105
Cep104,ENSMUSG00000039523,ENSMUSG00000039523,118.6661043,10.16511833,0.039627225,,Cep104 | ENSMUSG00000039523,8.562072052,6.923708435,7.811433836,2,2,2,278,87,1062,0,0,0
Npm1,ENSMUSG00000057113,ENSMUSG00000057113,460.5520843,-2.228776977,0.807781796,,Npm1 | ENSMUSG00000057113,8.12108426,3.425933477,7.704852531,10.34969776,7.894867203,9.544248994,204,5,985,924,234,737
Grb14,ENSMUSG00000026888,ENSMUSG00000026888,338.7838466,2.908685792,0.807781796,,Grb14 | ENSMUSG00000026888,10.15905544,8.837420229,7.680221527,2,2,7.923686104,847,336,968,0,0,237
Desi1,ENSMUSG00000022472,ENSMUSG00000022472,667.9365664,-1.546789034,0.969930606,,Desi1 | ENSMUSG00000022472,8.824273024,8.607177973,7.575693449,10.62517216,10.14215716,8.170696669,334,286,899,1119,1126,282
Zfp664,ENSMUSG00000079215,ENSMUSG00000079215,161.5151037,-0.411228982,0.999848702,,Zfp664 | ENSMUSG00000079215,3.22968831,7.561344254,7.843106333,6.372273263,8.754937322,5.653959294,4,137,1086,56,428,46
Mycn,ENSMUSG00000037169,ENSMUSG00000037169,239.8080764,-25.56260403,NA,,Mycn | ENSMUSG00000037169,2,2,2,10.49470407,2,2,0,0,0,1022,0,0
Gm43593,ENSMUSG00000106288,ENSMUSG00000106288,239.8080764,-25.56260403,NA,,Gm43593 | ENSMUSG00000106288,2,2,2,10.49470407,2,2,0,0,0,1022,0,0
Fkbp3,ENSMUSG00000020949,ENSMUSG00000020949,83.56387836,-0.356084696,0.999848702,,Fkbp3 | ENSMUSG00000020949,2,2,7.806086819,2,7.714294845,6.314205189,0,0,1058,0,206,75
Cpeb4,ENSMUSG00000020300,ENSMUSG00000020300,171.8749988,-0.3119275,0.999848702,,Cpeb4 | ENSMUSG00000020300,7.836948213,2,7.903187176,8.007966531,6.392365313,7.917686607,167,0,1133,180,80,236
Tmed5,ENSMUSG00000063406,ENSMUSG00000063406,184.8359859,-2.346999397,0.997189424,,Tmed5 | ENSMUSG00000063406,2,2,7.539097216,2,7.0980809,9.640279684,0,0,876,0,133,788
Septin11,ENSMUSG00000058013,ENSMUSG00000058013,210.5163333,-3.487471098,0.688192672,,Septin11 | ENSMUSG00000058013,2,3.425933477,6.649581264,2,10.02657353,6.964821773,0,5,464,0,1039,120
Cep120,ENSMUSG00000048799,ENSMUSG00000048799,226.1655655,1.810291437,NA,,Cep120 | ENSMUSG00000048799,8.0349163,9.153408051,7.884282902,2,8.252715058,2,192,419,1118,0,301,0
Zfp267,ENSMUSG00000033883,ENSMUSG00000033883,35.28346806,22.48631378,NA,,Zfp267 | ENSMUSG00000033883,2,2,7.752887773,2,2,2,0,0,1019,0,0,0
Ppm1l,ENSMUSG00000027784,ENSMUSG00000027784,174.4931952,-1.36841459,0.999848702,,Ppm1l | ENSMUSG00000027784,2,6.806846143,7.556715622,2,2,9.567426258,0,80,887,0,0,749
Usp33,ENSMUSG00000025437,ENSMUSG00000025437,253.5829066,-2.010163589,0.955460351,,Usp33 | ENSMUSG00000025437,6.576992118,3.425933477,7.701976498,2,9.432591894,9.066178503,68,5,983,0,687,528
ENSMUSG00000121777,ENSMUSG00000121777,ENSMUSG00000121777,220.116123,-0.137425873,0.999848702,,ENSMUSG00000121777,4.425400309,8.631927688,7.799375059,2,9.231271131,6.625241682,13,291,1053,0,597,94
Prelid1,ENSMUSG00000021486,ENSMUSG00000021486,86.06868836,-0.492987656,NA,,Prelid1 | ENSMUSG00000021486,2,2,7.77083964,2,8.25743747,2,0,0,1032,0,302,0
Slc24a3,ENSMUSG00000063873,ENSMUSG00000063873,90.72055317,1.585772893,0.999848702,,Slc24a3 | ENSMUSG00000063873,2,7.591940349,7.803405861,2,7.129331865,2,0,140,1056,0,136,0
Tpt1-ps3,ENSMUSG00000084319,ENSMUSG00000084319,645.7074329,-1.260721386,0.999848702,,Tpt1-ps3 | ENSMUSG00000084319,9.48027756,8.415220324,6.604090869,10.91541719,9.113792088,8.022035986,528,250,449,1369,550,254
Ckap4,ENSMUSG00000046841,ENSMUSG00000046841,38.36306508,8.53723432,0.173379559,,Ckap4 | ENSMUSG00000046841,2,4.516840243,7.750106013,2,2,2,0,14,1017,0,0,0
Map3k1,ENSMUSG00000021754,ENSMUSG00000021754,316.7483794,-1.663750481,NA,,Map3k1 | ENSMUSG00000021754,8.845522409,2,2,10.50032401,2,2,339,0,0,1026,0,0
Cers4,ENSMUSG00000008206,ENSMUSG00000008206,35.11034015,22.47961653,NA,,Cers4 | ENSMUSG00000008206,2,2,7.745923289,2,2,2,0,0,1014,0,0,0
Gpr137,ENSMUSG00000024958,ENSMUSG00000024958,35.11034015,22.47961653,NA,,Gpr137 | ENSMUSG00000024958,2,2,7.745923289,2,2,2,0,0,1014,0,0,0
Ddx19a,ENSMUSG00000015023,ENSMUSG00000015023,184.2381542,-3.763118357,NA,,Ddx19a | ENSMUSG00000015023,2,2,6.315100117,2,2,10.01375068,0,0,364,0,0,1022
Phf20,ENSMUSG00000038116,ENSMUSG00000038116,62.46418462,9.239592369,0.14319321,,Phf20 | ENSMUSG00000038116,2,7.362743896,7.76946663,2,2,2,0,119,1031,0,0,0
Cpsf3,ENSMUSG00000054309,ENSMUSG00000054309,41.94967275,5.603379746,0.277787792,,Cpsf3 | ENSMUSG00000054309,5.284449083,2,7.752887773,2,2.584979263,2.812070141,26,0,1019,0,2,3
Dnajb12,ENSMUSG00000020109,ENSMUSG00000020109,201.8251637,-1.28570447,0.999848702,,Dnajb12 | ENSMUSG00000020109,2,7.264866728,7.68896292,9.752888845,2,2,0,111,974,610,0,0
Pkd1,ENSMUSG00000032855,ENSMUSG00000032855,318.0478585,0.179512998,NA,,Pkd1 | ENSMUSG00000032855,9.182580584,7.986744705,7.575693449,2,2,9.811829156,429,185,899,0,0,888
Clns1a,ENSMUSG00000025439,ENSMUSG00000025439,81.21065202,-0.349071944,NA,,Clns1a | ENSMUSG00000025439,2,2,7.76946663,2,2,8.114107022,0,0,1031,0,0,271
Aldoa,ENSMUSG00000030695,ENSMUSG00000030695,65.69157429,9.31246262,0.06998462,,Aldoa | ENSMUSG00000030695,5.674706708,7.090129613,7.773581746,2,2,2,35,98,1034,0,0,0
Trim33,ENSMUSG00000033014,ENSMUSG00000033014,102.3650181,-0.168415731,0.999848702,,Trim33 | ENSMUSG00000033014,6.260003285,2,7.784498347,2,8.326479146,3.592290642,54,0,1042,0,317,8
Nrbp2,ENSMUSG00000075590,ENSMUSG00000075590,399.0027594,0.072918683,0.999848702,,Nrbp2 | ENSMUSG00000075590,10.04428155,2,7.486585246,10.03624406,5.000044,6.595485036,782,0,844,743,28,92
Inf2,ENSMUSG00000037679,ENSMUSG00000037679,514.8416762,-2.869405781,0.715223464,,Inf2 | ENSMUSG00000037679,2,7.95571181,7.039584166,10.65696933,8.53532512,9.538396028,0,181,614,1144,367,734
Rala,ENSMUSG00000008859,ENSMUSG00000008859,137.4015951,10.37656745,0.033279995,,Rala | ENSMUSG00000008859,7.982167569,8.487519206,7.811433836,2,2,2,185,263,1062,0,0,0
Nadk,ENSMUSG00000029063,ENSMUSG00000029063,346.3593141,-3.084477238,0.778703861,,Nadk | ENSMUSG00000029063,2,6.385791244,7.163927302,10.44457268,2,8.887402166,0,59,671,987,0,466
Tmem135,ENSMUSG00000039428,ENSMUSG00000039428,45.93785969,2.587944502,0.966198575,,Tmem135 | ENSMUSG00000039428,4.818284965,2,7.75566418,2,2,5.436225335,18,0,1021,0,0,39
Dtx4,ENSMUSG00000039982,ENSMUSG00000039982,34.97183782,22.47422668,NA,,Dtx4 | ENSMUSG00000039982,2,2,7.740327393,2,2,2,0,0,1010,0,0,0
Bicd1,ENSMUSG00000003452,ENSMUSG00000003452,186.0063715,1.979421242,0.999848702,,Bicd1 | ENSMUSG00000003452,9.387706691,3.749163577,7.774950847,2,2,7.843676431,495,7,1035,0,0,224
Dbn1,ENSMUSG00000034675,ENSMUSG00000034675,69.66943877,3.083949396,0.75275848,,Dbn1 | ENSMUSG00000034675,7.346329828,2,7.77631865,2,5.357597384,3.466427469,118,0,1036,0,37,7
Tspoap1,ENSMUSG00000034156,ENSMUSG00000034156,92.01674048,2.21156487,0.999848702,,Tspoap1 | ENSMUSG00000034156,2,7.907873781,7.793983078,2,6.672473655,2,0,175,1049,0,98,0
Rptor,ENSMUSG00000025583,ENSMUSG00000025583,133.6144029,-0.479855443,0.999848702,,Rptor | ENSMUSG00000025583,3.423015489,6.735555804,7.841800436,2,7.714294845,8.049730944,5,76,1085,0,206,259
Adamts1,ENSMUSG00000022893,ENSMUSG00000022893,59.10758294,9.159966135,0.145283945,,Adamts1 | ENSMUSG00000022893,2,7.18683893,7.761201016,2,2,2,0,105,1025,0,0,0
Crtc3,ENSMUSG00000030527,ENSMUSG00000030527,182.5205203,-3.286612452,NA,,Crtc3 | ENSMUSG00000030527,2,2,6.722349314,2,2,9.962218826,0,0,489,0,0,986
Ubald2,ENSMUSG00000050628,ENSMUSG00000050628,278.3371048,-2.711244595,NA,,Ubald2 | ENSMUSG00000050628,2,7.815825444,2,10.50452464,2,2,0,164,0,1029,0,0
Mlc1,ENSMUSG00000035805,ENSMUSG00000035805,34.93721224,22.47287616,NA,,Mlc1 | ENSMUSG00000035805,2,2,7.738925022,2,2,2,0,0,1009,0,0,0
Rpl17-ps3,ENSMUSG00000113948,ENSMUSG00000113948,282.1745719,-0.966793323,0.999848702,,Rpl17-ps3 | ENSMUSG00000113948,8.304136161,5.074211697,7.877926027,8.935804307,9.221637069,5.501858924,232,22,1113,345,593,41
Larp1,ENSMUSG00000037331,ENSMUSG00000037331,259.1119423,-0.347348105,0.999848702,,Larp1 | ENSMUSG00000037331,8.882999968,2,7.781776931,9.655510807,6.169972493,2,348,0,1040,570,68,0
Ipo8,ENSMUSG00000040029,ENSMUSG00000040029,285.6245482,-1.467452406,NA,,Ipo8 | ENSMUSG00000040029,6.61708425,7.651252142,7.391608827,10.30222814,2,2,70,146,789,894,0,0
Pgm2l1,ENSMUSG00000030729,ENSMUSG00000030729,47.15564131,1.577682089,NA,,Pgm2l1 | ENSMUSG00000030729,2,2,7.754276644,2,6.169972493,2.812070141,0,0,1020,0,68,3
Pnrc1,ENSMUSG00000040128,ENSMUSG00000040128,292.6572555,-1.618225266,0.999848702,,Pnrc1 | ENSMUSG00000040128,7.974472094,2,7.553528238,10.22116965,4.169964112,6.964821773,184,0,885,845,14,120
Gpcpd1,ENSMUSG00000027346,ENSMUSG00000027346,323.7893307,-0.425285738,0.999848702,,Gpcpd1 | ENSMUSG00000027346,9.288786241,2,7.726241951,9.95057433,7.044442881,2,462,0,1000,700,128,0
Arhgap4,ENSMUSG00000031389,ENSMUSG00000031389,44.56255571,8.753402285,0.111655849,,Arhgap4 | ENSMUSG00000031389,5.853160496,2.743948493,7.747318878,2,2,2,40,2,1015,0,0,0
Ppdpf,ENSMUSG00000016344,ENSMUSG00000016344,247.4892577,-0.830247533,0.999848702,,Ppdpf | ENSMUSG00000016344,8.273105744,2,7.865127624,8.880852531,8.927827834,2,227,0,1103,332,483,0
2610008E11Rik,ENSMUSG00000060301,ENSMUSG00000060301,246.0465897,-1.405945809,0.999848702,,2610008E11Rik | ENSMUSG00000060301,7.567062571,2,7.799375059,8.906475217,9.22886864,2,138,0,1053,338,596,0
Rtf2,ENSMUSG00000027502,ENSMUSG00000027502,34.8333355,22.46881939,NA,,Rtf2 | ENSMUSG00000027502,2,2,7.734709708,2,2,2,0,0,1006,0,0,0
Atp6ap2,ENSMUSG00000031007,ENSMUSG00000031007,34.8333355,22.46881939,NA,,Atp6ap2 | ENSMUSG00000031007,2,2,7.734709708,2,2,2,0,0,1006,0,0,0
Gm44417,ENSMUSG00000107865,ENSMUSG00000107865,35.05825322,8.407567989,NA,,Gm44417 | ENSMUSG00000107865,2,2.41940577,7.734709708,2,2,2,0,1,1006,0,0,0
Usp12,ENSMUSG00000029640,ENSMUSG00000029640,76.23595581,9.526858559,0.133095433,,Usp12 | ENSMUSG00000029640,2,7.95571181,7.762581911,2,2,2,0,181,1026,0,0,0
Fbxw8,ENSMUSG00000032867,ENSMUSG00000032867,45.84072753,3.016800432,0.895453906,,Fbxw8 | ENSMUSG00000032867,2,5.23793303,7.748713118,2,2,5.097153905,0,25,1016,0,0,30
Plcg1,ENSMUSG00000016933,ENSMUSG00000016933,266.0507321,-1.765928727,0.99217435,,Plcg1 | ENSMUSG00000016933,5.853160496,7.001741291,7.55989598,2,8.499895617,9.780766033,40,92,889,0,358,869
Atcay,ENSMUSG00000034958,ENSMUSG00000034958,227.619669,-1.483719641,0.999848702,,Atcay | ENSMUSG00000034958,2,7.689480568,7.333328852,2,6.392365313,9.861117741,0,150,757,0,80,919
Lyn,ENSMUSG00000042228,ENSMUSG00000042228,255.395195,-2.947548003,NA,,Lyn | ENSMUSG00000042228,2,2,7.488255508,10.19368372,6.686548859,6.565101688,0,0,845,829,99,90
Srp68,ENSMUSG00000020780,ENSMUSG00000020780,121.5180015,-1.391091649,NA,,Srp68 | ENSMUSG00000020780,2,2,7.680221527,2,2,9.055289564,0,0,968,0,0,524
Dmxl2,ENSMUSG00000041268,ENSMUSG00000041268,34.76408433,22.46611151,NA,,Dmxl2 | ENSMUSG00000041268,2,2,7.731892641,2,2,2,0,0,1004,0,0,0
Crnkl1,ENSMUSG00000001767,ENSMUSG00000001767,88.5905415,9.74345564,0.132147424,,Crnkl1 | ENSMUSG00000001767,8.334513185,2,7.759818798,2,2,2,237,0,1024,0,0,0
Ypel5,ENSMUSG00000039770,ENSMUSG00000039770,65.62431411,0.234024575,NA,,Ypel5 | ENSMUSG00000039770,2,2,7.759818798,2,7.531430658,2,0,0,1024,0,181,0
Nudt21,ENSMUSG00000031754,ENSMUSG00000031754,85.03393612,0.217034677,0.999848702,,Nudt21 | ENSMUSG00000031754,2,5.985916604,7.773581746,2,7.906940043,2,0,44,1034,0,236,0
Mef2d,ENSMUSG00000001419,ENSMUSG00000001419,200.6819793,-0.825997919,NA,,Mef2d | ENSMUSG00000001419,5.070114069,7.807158712,7.55989598,2,2,9.595883839,22,163,889,0,0,764
Tet2,ENSMUSG00000040943,ENSMUSG00000040943,424.4006706,-2.234005406,0.90029039,,Tet2 | ENSMUSG00000040943,7.404758999,7.443256891,6.844741722,10.08380926,2,9.998199212,123,126,534,768,0,1011
Znhit6,ENSMUSG00000074182,ENSMUSG00000074182,35.07541746,8.408257685,NA,,Znhit6 | ENSMUSG00000074182,2,2.743948493,7.726241951,2,2,2,0,2,1000,0,0,0
Coro1c,ENSMUSG00000004530,ENSMUSG00000004530,137.9870935,-0.442749507,0.999848702,,Coro1c | ENSMUSG00000004530,2,7.18683893,7.736116182,2,8.909942951,2,0,105,1007,0,477,0
Gm49368,ENSMUSG00000108596,ENSMUSG00000108596,130.4572394,-1.474799479,NA,,Gm49368 | ENSMUSG00000108596,2,2,7.720569041,9.179463672,2,2,0,0,996,409,0,0
Phrf1,ENSMUSG00000038611,ENSMUSG00000038611,250.8758102,0.699697327,0.999848702,,Phrf1 | ENSMUSG00000038611,2.742076588,9.468506591,7.836564992,2,8.554638602,7.683189183,2,522,1081,0,372,200
Pla2g4a,ENSMUSG00000056220,ENSMUSG00000056220,187.4127589,-0.096975127,0.999848702,,Pla2g4a | ENSMUSG00000056220,8.020041,6.338457626,7.747318878,2,9.164956861,3.914949508,190,57,1015,0,570,11
Gns,ENSMUSG00000034707,ENSMUSG00000034707,399.0491096,-0.298456907,0.999848702,,Gns | ENSMUSG00000034707,9.316444138,7.754035655,7.859976303,10.03817709,2,8.114107022,471,157,1099,744,0,271
Mto1,ENSMUSG00000032342,ENSMUSG00000032342,143.703919,-1.898366871,NA,,Mto1 | ENSMUSG00000032342,2,2,7.54070781,2,9.417902506,2,0,0,877,0,680,0
Cfh,ENSMUSG00000026365,ENSMUSG00000026365,220.8136667,-2.929407188,NA,,Cfh | ENSMUSG00000026365,2,2,7.29948124,10.19887738,2,2,0,0,739,832,0,0
Lmtk2,ENSMUSG00000038970,ENSMUSG00000038970,187.78712,-2.360410055,NA,,Lmtk2 | ENSMUSG00000038970,2,2,7.550333796,9.887641612,2,2,0,0,883,670,0,0
Sik2,ENSMUSG00000037112,ENSMUSG00000037112,134.658856,-0.746033176,0.999848702,,Sik2 | ENSMUSG00000037112,2,6.519131634,7.768092312,2,6.357599837,8.755710161,0,65,1030,0,78,425
Zcchc14,ENSMUSG00000061410,ENSMUSG00000061410,130.3063381,10.3000817,0.035933781,,Zcchc14 | ENSMUSG00000061410,8.699121035,7.314635192,7.774950847,2,2,2,306,115,1035,0,0,0
Atp9b,ENSMUSG00000024566,ENSMUSG00000024566,361.213098,-1.379690142,0.999848702,,Atp9b | ENSMUSG00000024566,8.43325763,5.678993661,7.759818798,10.00495816,2,9.093046626,254,35,1024,727,0,538
Gsk3a,ENSMUSG00000057177,ENSMUSG00000057177,43.88678155,8.730904538,0.162851244,,Gsk3a | ENSMUSG00000057177,5.88634749,2,7.729070063,2,2,2,41,0,1002,0,0,0
Srprb,ENSMUSG00000032553,ENSMUSG00000032553,34.41782851,22.45253585,NA,,Srprb | ENSMUSG00000032553,2,2,7.7177242,2,2,2,0,0,994,0,0,0
Magee1,ENSMUSG00000031227,ENSMUSG00000031227,89.16584963,-0.494385995,NA,,Magee1 | ENSMUSG00000031227,2,4.013065333,7.740327393,2,8.303830397,2.324130448,0,9,1010,0,312,1
Gtpbp1,ENSMUSG00000042535,ENSMUSG00000042535,64.15638879,1.458830772,0.999848702,,Gtpbp1 | ENSMUSG00000042535,6.234456263,2,7.747318878,6.7384286,2,2,53,0,1015,73,0,0
Oxr1,ENSMUSG00000022307,ENSMUSG00000022307,113.922843,-0.120991082,0.999848702,,Oxr1 | ENSMUSG00000022307,2,6.874778953,7.768092312,8.492624037,2,2,0,84,1030,253,0,0
Nkx2-9,ENSMUSG00000058669,ENSMUSG00000058669,166.5962493,-25.04912282,NA,,Nkx2-9 | ENSMUSG00000058669,2,2,2,2,2,9.97093631,0,0,0,0,0,992
Gadd45b,ENSMUSG00000015312,ENSMUSG00000015312,294.9732989,1.711945911,NA,,Gadd45b | ENSMUSG00000015312,10.40931083,2,2,8.707066801,2,2,1008,0,0,294,0,0
Nek9,ENSMUSG00000034290,ENSMUSG00000034290,34.31395177,22.44845106,NA,,Nek9 | ENSMUSG00000034290,2,2,7.713446391,2,2,2,0,0,991,0,0,0
Arhgef10l,ENSMUSG00000040964,ENSMUSG00000040964,34.31395177,22.44845106,NA,,Arhgef10l | ENSMUSG00000040964,2,2,7.713446391,2,2,2,0,0,991,0,0,0
Plaat3,ENSMUSG00000060675,ENSMUSG00000060675,34.31395177,22.44845106,NA,,Plaat3 | ENSMUSG00000060675,2,2,7.713446391,2,2,2,0,0,991,0,0,0
Klhl9,ENSMUSG00000070923,ENSMUSG00000070923,270.5739983,-2.017563216,NA,,Klhl9 | ENSMUSG00000070923,6.576992118,7.432026494,6.033313609,6.489934438,10.10988076,6.893250569,68,125,296,61,1101,114
Ago2,ENSMUSG00000036698,ENSMUSG00000036698,52.80289061,0.955904603,NA,,Ago2 | ENSMUSG00000036698,2,2,7.734709708,2,2,6.805,0,0,1006,0,0,107
Abca5,ENSMUSG00000018800,ENSMUSG00000018800,166.2603697,-25.04960892,NA,,Abca5 | ENSMUSG00000018800,2,2,2,2,2,9.968036331,0,0,0,0,0,990
Camk4,ENSMUSG00000038128,ENSMUSG00000038128,34.27932618,22.44708805,NA,,Camk4 | ENSMUSG00000038128,2,2,7.712017631,2,2,2,0,0,990,0,0,0
Erf,ENSMUSG00000040857,ENSMUSG00000040857,115.2671694,10.12311612,0.122542632,,Erf | ENSMUSG00000040857,2,8.932134375,7.721989361,2,2,2,0,359,997,0,0,0
Med26,ENSMUSG00000045248,ENSMUSG00000045248,97.55207131,-0.876168802,NA,,Med26 | ENSMUSG00000045248,2,2,7.716299672,2,8.581250342,2,0,0,993,0,379,0
Pi4ka,ENSMUSG00000041720,ENSMUSG00000041720,87.51915001,-0.545741808,0.999848702,,Pi4ka | ENSMUSG00000041720,2,2,7.763961486,2,6.409438855,7.87497668,0,0,1027,0,81,229
Adcy5,ENSMUSG00000022840,ENSMUSG00000022840,101.029941,1.748452032,0.999848702,,Adcy5 | ENSMUSG00000022840,2,8.002014366,7.773581746,2,7.159920215,2,0,187,1034,0,139,0
Ccdc93,ENSMUSG00000026339,ENSMUSG00000026339,34.2447006,22.44572445,NA,,Ccdc93 | ENSMUSG00000026339,2,2,7.710587455,2,2,2,0,0,989,0,0,0
Nr3c2,ENSMUSG00000031618,ENSMUSG00000031618,166.09243,-24.6946571,NA,,Nr3c2 | ENSMUSG00000031618,2,2,2,2,2,9.966584152,0,0,0,0,0,989
Rcor1,ENSMUSG00000037896,ENSMUSG00000037896,51.43133192,1.06150044,NA,,Rcor1 | ENSMUSG00000037896,2,2,7.731892641,2,6.700488069,2,0,0,1004,0,100,0
Bcl2l11,ENSMUSG00000027381,ENSMUSG00000027381,87.49788652,-0.587320507,NA,,Bcl2l11 | ENSMUSG00000027381,2,2,7.738925022,8.319058092,2,2,0,0,1009,224,0,0
Nomo1,ENSMUSG00000030835,ENSMUSG00000030835,62.59671445,0.342235858,0.999848702,,Nomo1 | ENSMUSG00000030835,2,2,7.740327393,7.105889074,5.169969699,2,0,0,1010,95,32,0
Brca1,ENSMUSG00000017146,ENSMUSG00000017146,218.5758713,11.0461886,0.090630938,,Brca1 | ENSMUSG00000017146,10.19922711,2,7.168101446,2,2,2,871,0,673,0,0,0
Depdc1b,ENSMUSG00000021697,ENSMUSG00000021697,116.4727824,10.13812633,0.121965741,,Depdc1b | ENSMUSG00000021697,8.955155044,2,7.7177242,2,2,2,366,0,994,0,0,0
Carnmt1,ENSMUSG00000024726,ENSMUSG00000024726,233.1733658,11.13944787,0.085916062,,Carnmt1 | ENSMUSG00000024726,10.34958289,2,6.676202541,2,2,2,967,0,473,0,0,0
Cog6,ENSMUSG00000027742,ENSMUSG00000027742,161.7330333,10.61169503,0.105650962,,Cog6 | ENSMUSG00000027742,9.612591134,2,7.61138428,2,2,2,579,0,922,0,0,0
Mvd,ENSMUSG00000006517,ENSMUSG00000006517,88.55404679,9.742852368,0.132147424,,Mvd | ENSMUSG00000006517,2,8.351080666,7.733301862,2,2,2,0,239,1005,0,0,0
Fubp3,ENSMUSG00000026843,ENSMUSG00000026843,135.4620794,4.605617896,0.356109361,,Fubp3 | ENSMUSG00000026843,8.493728351,7.726722113,7.784498347,2,5.169969699,2,265,154,1042,0,32,0
Upf2,ENSMUSG00000043241,ENSMUSG00000043241,72.23908503,9.449195894,0.135806113,,Upf2 | ENSMUSG00000043241,7.836948213,2,7.733301862,2,2,2,167,0,1005,0,0,0
Uhrf2,ENSMUSG00000024817,ENSMUSG00000024817,186.4611022,-3.989143515,0.708151471,,Uhrf2 | ENSMUSG00000024817,2,2,6.130634611,2,5.357597384,9.993928647,0,0,318,0,37,1008
Trim44,ENSMUSG00000027189,ENSMUSG00000027189,101.390937,1.246301722,0.999848702,,Trim44 | ENSMUSG00000027189,4.513003311,7.631751229,7.773581746,2,2,7.526439067,14,144,1034,0,0,179
Ndufs2,ENSMUSG00000013593,ENSMUSG00000013593,516.9214032,-2.459259336,0.673124776,,Ndufs2 | ENSMUSG00000013593,7.012347152,7.641534635,7.325875489,9.387855719,9.748242901,10.1116008,93,145,753,473,856,1094
0610030E20Rik,ENSMUSG00000058706,ENSMUSG00000058706,165.823267,-10.825549,NA,,0610030E20Rik | ENSMUSG00000058706,2,2,2.142579096,2,2.584979263,9.960760778,0,0,2,0,2,985
