Gene	c-io-1-LHL10698_L4	c-io-2-LHL10702_L4	c-io-3-LHL10704_L4	t-io-1-LHL10699_L4	t-io-2-LHL10703_L4	t-io-3-LHL10705_L4
ENSMUSG00000028033	0	44	54	0	201	1
ENSMUSG00000028034	7	596	2568	461	1379	743
ENSMUSG00000028035	4	0	248	20	0	0
ENSMUSG00000028036	13	0	0	0	0	0
ENSMUSG00000028041	157	0	626	0	0	0
ENSMUSG00000028042	0	0	764	0	0	637
ENSMUSG00000028047	0	0	110	0	0	158
ENSMUSG00000028048	0	64	1056	0	0	731
ENSMUSG00000028049	0	401	0	0	0	141
ENSMUSG00000028053	0	306	1001	107	1542	884
ENSMUSG00000028059	831	883	3244	394	1376	2113
ENSMUSG00000028060	217	0	708	0	0	74
ENSMUSG00000028062	0	38	397	78	0	0
ENSMUSG00000028063	0	213	870	143	0	0
ENSMUSG00000028064	0	60	125	0	116	130
ENSMUSG00000028069	0	0	0	0	194	0
ENSMUSG00000028070	0	0	129	0	242	0
ENSMUSG00000028078	497	0	460	0	0	0
ENSMUSG00000028080	150	276	440	275	0	0
ENSMUSG00000028081	10	30	2732	945	772	247
ENSMUSG00000028082	489	95	1991	1660	673	215
ENSMUSG00000028085	0	0	22	0	0	0
ENSMUSG00000028086	76	69	486	0	7	3
ENSMUSG00000028089	0	0	670	925	0	0
ENSMUSG00000028093	0	0	0	0	52	0
ENSMUSG00000028096	0	0	336	0	0	308
ENSMUSG00000028098	0	0	19	3	188	413
ENSMUSG00000028099	0	87	0	0	0	0
ENSMUSG00000028101	0	2	312	0	0	25
ENSMUSG00000028104	0	0	16	0	0	0
ENSMUSG00000028106	254	156	0	1552	191	0
ENSMUSG00000028107	0	0	0	0	0	0
ENSMUSG00000028108	0	0	0	277	0	36
ENSMUSG00000028111	0	174	0	0	0	0
ENSMUSG00000028114	0	165	174	0	0	1
ENSMUSG00000028121	0	28	0	0	0	0
ENSMUSG00000028124	0	0	140	0	10	0
ENSMUSG00000028126	0	0	26	0	0	0
ENSMUSG00000028127	652	729	1095	460	1440	1167
ENSMUSG00000028132	0	203	0	0	0	435
ENSMUSG00000028134	26	23	410	0	121	348
ENSMUSG00000028136	0	0	2272	0	854	0
ENSMUSG00000028138	3	50	350	48	0	0
ENSMUSG00000028145	0	84	34	0	0	0
ENSMUSG00000028149	558	140	4088	474	992	1131
ENSMUSG00000028152	0	132	55	1375	253	810
ENSMUSG00000028156	253	41	1187	138	18	0
ENSMUSG00000028159	0	0	2	0	0	0
ENSMUSG00000028161	376	326	1217	38	256	107
ENSMUSG00000028163	122	0	6	120	2	0
ENSMUSG00000028164	0	0	139	0	0	0
ENSMUSG00000028165	72	0	0	122	24	0
ENSMUSG00000028167	0	0	0	9	0	0
ENSMUSG00000028173	0	160	331	0	27	440
ENSMUSG00000028176	0	139	0	0	306	0
ENSMUSG00000028180	48	365	2489	761	51	16
ENSMUSG00000028184	1	145	323	167	580	325
ENSMUSG00000028186	306	0	0	0	0	0
ENSMUSG00000028187	230	0	527	0	0	0
ENSMUSG00000028189	0	0	546	0	0	0
ENSMUSG00000028194	0	0	169	0	0	0
ENSMUSG00000028199	0	0	328	0	0	0
ENSMUSG00000028207	0	0	1126	0	0	0
ENSMUSG00000028211	0	371	91	0	0	0
ENSMUSG00000028212	0	0	0	96	0	0
ENSMUSG00000028218	0	0	249	0	0	0
ENSMUSG00000028223	0	0	509	0	0	0
ENSMUSG00000028226	168	0	569	0	0	0
ENSMUSG00000028228	0	0	0	0	566	0
ENSMUSG00000028233	0	0	507	2	0	413
ENSMUSG00000028234	0	27	1302	0	66	0
ENSMUSG00000028243	0	0	405	0	175	0
ENSMUSG00000028245	160	0	0	368	0	0
ENSMUSG00000028248	1038	648	4625	195	1070	1259
ENSMUSG00000028249	0	6	0	119	0	5
ENSMUSG00000028251	0	0	66	0	63	0
ENSMUSG00000028252	0	0	144	0	0	0
ENSMUSG00000028256	0	232	0	0	0	0
ENSMUSG00000028261	0	0	692	0	0	0
ENSMUSG00000028266	0	33	26	0	0	462
ENSMUSG00000028268	0	0	120	0	0	0
ENSMUSG00000028271	0	0	774	27	102	35
ENSMUSG00000028273	198	0	282	0	0	656
ENSMUSG00000028274	0	0	515	0	0	161
ENSMUSG00000028277	0	0	223	0	0	0
ENSMUSG00000028278	0	0	165	0	0	0
ENSMUSG00000028282	0	0	675	236	413	0
ENSMUSG00000028284	413	438	1010	290	498	0
ENSMUSG00000028289	0	0	0	611	556	0
ENSMUSG00000028291	108	2	1482	0	0	0
ENSMUSG00000028292	0	118	0	0	0	0
ENSMUSG00000028293	0	0	357	0	0	0
ENSMUSG00000028300	1285	59	0	0	185	0
ENSMUSG00000028309	219	129	1382	0	375	473
ENSMUSG00000028318	0	0	520	0	0	0
ENSMUSG00000028328	37	0	79	0	636	0
ENSMUSG00000028329	15	0	209	0	304	0
ENSMUSG00000028330	72	534	210	0	271	0
ENSMUSG00000028333	267	0	1205	0	270	773
ENSMUSG00000028334	0	0	882	0	226	441
ENSMUSG00000028337	0	184	0	0	0	0
ENSMUSG00000028339	0	0	297	0	0	0
ENSMUSG00000028343	135	0	198	4	0	0
ENSMUSG00000028344	0	0	89	0	0	0
ENSMUSG00000028347	938	260	1735	0	1113	400
ENSMUSG00000028351	0	0	0	0	271	0
ENSMUSG00000028354	0	176	833	0	0	0
ENSMUSG00000028358	0	75	0	0	0	0
ENSMUSG00000028364	0	0	0	0	300	0
ENSMUSG00000028373	0	461	2129	642	0	0
ENSMUSG00000028381	0	0	100	0	52	0
ENSMUSG00000028382	91	488	0	0	157	0
ENSMUSG00000028383	0	38	212	0	249	0
ENSMUSG00000028385	636	266	4526	30	2187	681
ENSMUSG00000028389	0	0	355	0	158	0
ENSMUSG00000028393	0	0	446	0	0	0
ENSMUSG00000028394	0	0	0	0	0	729
ENSMUSG00000028397	0	0	0	0	390	0
ENSMUSG00000028399	4139	4589	16321	3356	1454	1058
ENSMUSG00000028402	1144	524	410	2	0	260
ENSMUSG00000028403	0	0	952	0	340	0
ENSMUSG00000028405	0	901	0	0	0	0
ENSMUSG00000028409	0	80	0	449	0	0
ENSMUSG00000028410	459	191	1841	57	274	191
ENSMUSG00000028411	0	0	1035	0	0	0
ENSMUSG00000028412	1839	1574	8377	0	1575	2587
ENSMUSG00000028414	0	0	0	0	468	0
ENSMUSG00000028416	0	138	559	0	276	869
ENSMUSG00000028419	125	297	2420	0	0	0
ENSMUSG00000028423	231	0	401	0	0	984
ENSMUSG00000028426	1357	14	660	0	0	0
ENSMUSG00000028430	0	0	333	158	0	85
ENSMUSG00000028431	2	97	1278	0	0	0
ENSMUSG00000028433	0	88	1720	679	745	256
ENSMUSG00000028436	0	0	48	0	0	519
ENSMUSG00000028437	139	709	0	0	0	0
ENSMUSG00000028438	0	0	0	222	0	0
ENSMUSG00000028439	237	467	1567	0	269	559
ENSMUSG00000028443	0	31	838	0	0	0
ENSMUSG00000028444	260	0	958	0	0	0
ENSMUSG00000028447	91	0	0	0	0	0
ENSMUSG00000028452	697	204	4767	561	0	171
ENSMUSG00000028454	0	0	466	0	0	0
ENSMUSG00000028455	0	63	0	0	0	311
ENSMUSG00000028456	0	0	49	0	0	0
ENSMUSG00000028465	0	154	3660	0	482	1372
ENSMUSG00000028466	0	0	577	0	0	0
ENSMUSG00000028467	0	0	0	0	0	137
ENSMUSG00000028468	46	0	0	0	0	0
ENSMUSG00000028476	0	53	0	0	0	0
ENSMUSG00000028478	1210	557	4623	1371	230	0
ENSMUSG00000028483	0	0	329	0	0	0
ENSMUSG00000028484	878	172	3834	411	1678	503
ENSMUSG00000028487	0	159	0	0	0	0
ENSMUSG00000028488	92	0	301	0	0	0
ENSMUSG00000028494	0	0	440	0	200	0
ENSMUSG00000028495	701	124	1909	133	102	392
ENSMUSG00000028496	0	0	1309	0	0	94
ENSMUSG00000028514	0	365	1462	0	0	347
ENSMUSG00000028517	265	494	1469	0	0	500
ENSMUSG00000028518	0	0	257	0	0	0
ENSMUSG00000028519	247	247	791	0	323	540
ENSMUSG00000028521	0	191	0	0	0	0
ENSMUSG00000028522	0	88	833	0	117	0
ENSMUSG00000028524	101	343	271	0	0	0
ENSMUSG00000028525	162	878	3851	0	681	1418
ENSMUSG00000028528	214	17	796	0	234	446
ENSMUSG00000028530	0	49	360	0	144	0
ENSMUSG00000028532	0	0	182	130	0	0
ENSMUSG00000028541	0	557	0	0	0	0
ENSMUSG00000028542	0	0	1198	0	0	0
ENSMUSG00000028545	608	0	0	0	0	0
ENSMUSG00000028546	0	0	0	0	94	0
ENSMUSG00000028549	0	0	323	0	0	0
ENSMUSG00000028550	0	2	1807	0	0	0
ENSMUSG00000028552	285	651	2736	0	1452	1745
ENSMUSG00000028556	0	1	580	268	0	0
ENSMUSG00000028557	0	0	637	749	0	0
ENSMUSG00000028559	265	81	615	0	0	0
ENSMUSG00000028560	0	0	336	0	0	94
ENSMUSG00000028563	0	0	126	0	0	0
ENSMUSG00000028565	26	228	900	514	0	0
ENSMUSG00000028567	0	0	2034	0	0	358
ENSMUSG00000028568	0	559	496	342	0	0
ENSMUSG00000028572	0	0	563	0	0	0
ENSMUSG00000028573	59	0	0	0	0	0
ENSMUSG00000028576	0	0	723	0	0	17
ENSMUSG00000028577	0	0	0	0	30	225
ENSMUSG00000028580	0	0	1219	984	1400	83
ENSMUSG00000028581	0	63	749	189	335	402
ENSMUSG00000028582	0	54	570	0	0	0
ENSMUSG00000028583	0	0	0	0	0	0
ENSMUSG00000028599	0	0	675	172	0	0
ENSMUSG00000028603	19	394	359	0	0	0
ENSMUSG00000028607	195	0	293	0	0	0
ENSMUSG00000028609	0	0	227	247	0	0
ENSMUSG00000028610	0	0	0	0	469	0
ENSMUSG00000028613	0	0	79	130	0	456
ENSMUSG00000028614	0	0	166	0	0	0
ENSMUSG00000028617	0	71	441	461	0	476
ENSMUSG00000028618	485	303	2560	352	183	352
ENSMUSG00000028622	94	0	0	0	0	0
ENSMUSG00000028629	0	0	491	0	0	0
ENSMUSG00000028630	480	109	0	0	0	0
ENSMUSG00000028633	66	0	0	244	0	0
ENSMUSG00000028634	6	0	487	0	658	439
ENSMUSG00000028637	395	0	26	0	0	0
ENSMUSG00000028639	585	825	5884	244	477	833
ENSMUSG00000028645	44	0	2118	184	15	121
ENSMUSG00000028646	0	41	914	0	601	0
ENSMUSG00000028647	0	0	72	0	0	0
ENSMUSG00000028648	126	147	382	2	955	170
ENSMUSG00000028649	1432	2817	19043	4758	2071	8230
ENSMUSG00000028653	0	61	0	0	0	1086
ENSMUSG00000028654	0	98	769	0	0	194
ENSMUSG00000028655	0	0	544	506	0	0
ENSMUSG00000028656	607	507	4296	0	286	1436
ENSMUSG00000028657	26	574	3045	0	0	1252
ENSMUSG00000028661	0	114	0	0	0	0
ENSMUSG00000028664	0	0	0	0	0	0
ENSMUSG00000028668	774	320	1197	0	552	288
ENSMUSG00000028669	32	0	0	0	0	0
ENSMUSG00000028672	0	171	192	0	0	0
ENSMUSG00000028673	0	141	173	0	0	0
ENSMUSG00000028675	0	0	2373	0	0	101
ENSMUSG00000028676	77	122	868	388	0	379
ENSMUSG00000028677	454	144	2427	1313	599	612
ENSMUSG00000028680	180	29	1357	0	0	978
ENSMUSG00000028683	0	2	44	0	394	0
ENSMUSG00000028684	0	0	0	0	386	0
ENSMUSG00000028688	0	169	0	0	0	0
ENSMUSG00000028691	153	194	2098	0	112	408
ENSMUSG00000028692	0	156	1652	953	1168	0
ENSMUSG00000028693	0	0	1071	295	532	0
ENSMUSG00000028696	0	29	0	0	0	0
ENSMUSG00000028698	276	689	8822	0	1915	680
ENSMUSG00000028700	0	43	0	167	72	622
ENSMUSG00000028703	0	0	458	0	0	0
ENSMUSG00000028706	0	0	66	0	0	0
ENSMUSG00000028710	47	0	0	0	297	0
ENSMUSG00000028717	238	0	815	0	0	0
ENSMUSG00000028741	0	0	503	0	0	8
ENSMUSG00000028743	189	0	0	0	0	0
ENSMUSG00000028744	0	0	169	0	0	154
ENSMUSG00000028745	18	196	553	65	549	152
ENSMUSG00000028756	134	153	705	123	14	57
ENSMUSG00000028757	44	0	398	0	0	489
ENSMUSG00000028759	432	811	2510	0	61	0
ENSMUSG00000028760	1035	395	1801	1315	1296	326
ENSMUSG00000028763	1794	0	2267	867	280	534
ENSMUSG00000028771	0	0	2	0	0	0
ENSMUSG00000028772	0	92	46	0	0	0
ENSMUSG00000028779	0	0	86	0	0	0
ENSMUSG00000028782	0	214	857	0	0	0
ENSMUSG00000028788	721	2	2720	9	465	1003
ENSMUSG00000028790	0	363	946	221	0	0
ENSMUSG00000028793	0	0	235	0	0	0
ENSMUSG00000028794	0	107	0	0	0	0
ENSMUSG00000028795	0	0	65	0	0	0
ENSMUSG00000028796	0	259	982	0	0	0
ENSMUSG00000028797	228	85	626	0	457	151
ENSMUSG00000028798	377	0	278	1994	0	0
ENSMUSG00000028799	0	0	0	0	0	0
ENSMUSG00000028800	0	35	1239	205	68	0
ENSMUSG00000028803	0	0	0	0	91	0
ENSMUSG00000028804	0	134	1718	0	0	0
ENSMUSG00000028809	775	1404	3737	0	567	243
ENSMUSG00000028811	23	282	512	0	235	336
ENSMUSG00000028820	183	618	6815	0	161	3311
ENSMUSG00000028821	0	0	927	0	0	0
ENSMUSG00000028822	0	0	2341	0	310	0
ENSMUSG00000028826	0	54	1085	0	0	331
ENSMUSG00000028830	0	0	2863	0	0	130
ENSMUSG00000028832	1219	9	1439	48	43	112
ENSMUSG00000028833	0	137	513	0	86	0
ENSMUSG00000028834	218	0	0	0	0	0
ENSMUSG00000028836	0	0	5	0	0	0
ENSMUSG00000028842	734	855	3924	0	2927	1730
ENSMUSG00000028843	0	0	298	0	179	0
ENSMUSG00000028847	22	0	0	0	0	0
ENSMUSG00000028849	1252	2361	12144	2317	1778	2692
ENSMUSG00000028851	0	0	2108	75	216	258
ENSMUSG00000028854	0	4	664	56	121	6
ENSMUSG00000028857	0	106	0	0	0	215
ENSMUSG00000028859	0	0	930	0	0	0
ENSMUSG00000028861	0	84	32	0	0	0
ENSMUSG00000028863	0	58	328	0	279	0
ENSMUSG00000028864	0	132	0	0	0	0
ENSMUSG00000028865	0	0	209	0	0	0
ENSMUSG00000028868	324	129	2125	189	526	390
ENSMUSG00000028869	0	41	0	0	0	0
ENSMUSG00000028876	0	132	0	0	0	0
ENSMUSG00000028878	0	0	157	303	0	0
ENSMUSG00000028879	653	0	1765	711	441	1057
ENSMUSG00000028882	0	0	443	0	0	0
ENSMUSG00000028886	0	0	70	0	0	0
ENSMUSG00000028890	4	9	931	1489	0	0
ENSMUSG00000028893	336	0	14	0	0	0
ENSMUSG00000028894	0	212	629	0	495	553
ENSMUSG00000028898	0	0	0	0	891	0
ENSMUSG00000028899	0	0	0	0	0	0
ENSMUSG00000028901	0	135	442	0	0	0
ENSMUSG00000028902	0	0	0	0	6	0
ENSMUSG00000028906	32	126	410	0	768	1115
ENSMUSG00000028909	0	0	384	0	0	0
ENSMUSG00000028911	0	30	0	776	0	416
ENSMUSG00000028917	0	155	883	0	0	0
ENSMUSG00000028919	0	0	129	0	0	0
ENSMUSG00000028920	0	0	0	0	0	206
ENSMUSG00000028923	406	387	1239	0	403	0
ENSMUSG00000028926	59	296	856	91	1419	133
ENSMUSG00000028927	46	0	4623	0	124	3
ENSMUSG00000028931	0	0	128	0	0	0
ENSMUSG00000028932	0	0	689	0	0	383
ENSMUSG00000028933	0	0	19	0	0	7
ENSMUSG00000028936	0	0	871	497	264	0
ENSMUSG00000028937	213	530	2907	396	349	0
ENSMUSG00000028945	6	0	1	0	34	0
ENSMUSG00000028948	0	0	1059	0	0	0
ENSMUSG00000028949	0	0	937	0	0	0
ENSMUSG00000028953	0	0	416	77	0	0
ENSMUSG00000028955	90	61	634	0	572	0
ENSMUSG00000028957	4	0	0	0	0	0
ENSMUSG00000028959	88	325	220	0	0	0
ENSMUSG00000028960	722	179	1042	0	182	570
ENSMUSG00000028961	0	0	273	0	0	0
ENSMUSG00000028962	17	220	945	2519	28	167
ENSMUSG00000028964	188	0	0	0	0	107
ENSMUSG00000028969	0	218	372	0	0	0
ENSMUSG00000028970	42	173	0	0	0	0
ENSMUSG00000028973	0	0	0	0	0	0
ENSMUSG00000028974	0	369	0	0	0	379
ENSMUSG00000028975	0	0	0	0	0	1307
ENSMUSG00000028980	380	0	0	391	0	0
ENSMUSG00000028986	300	0	770	0	0	0
ENSMUSG00000028988	440	199	1114	0	51	0
ENSMUSG00000028989	0	0	84	0	0	0
ENSMUSG00000028991	1036	405	833	0	0	1319
ENSMUSG00000028995	0	6	176	0	542	0
ENSMUSG00000028998	0	0	784	0	0	0
ENSMUSG00000028999	0	38	848	0	0	5
ENSMUSG00000029001	0	0	180	0	0	0
ENSMUSG00000029004	46	257	4072	0	103	310
ENSMUSG00000029009	0	0	0	0	63	0
ENSMUSG00000029012	0	0	264	0	0	0
ENSMUSG00000029016	0	227	1327	553	527	0
ENSMUSG00000029017	146	0	316	0	254	0
ENSMUSG00000029020	0	369	973	0	0	71
ENSMUSG00000029022	148	0	0	0	0	0
ENSMUSG00000029027	0	41	0	0	0	0
ENSMUSG00000029028	0	189	742	2	0	0
ENSMUSG00000029030	373	306	652	66	0	222
ENSMUSG00000029033	0	711	0	364	219	0
ENSMUSG00000029034	0	0	807	377	0	0
ENSMUSG00000029036	19	0	110	0	0	0
ENSMUSG00000029038	61	0	1215	0	0	0
ENSMUSG00000029048	0	0	457	0	0	504
ENSMUSG00000029049	0	0	410	0	0	0
ENSMUSG00000029050	664	0	2150	0	672	403
ENSMUSG00000029053	974	136	782	0	67	0
ENSMUSG00000029055	0	456	765	0	153	0
ENSMUSG00000029060	21	0	398	0	0	0
ENSMUSG00000029061	0	0	0	0	277	0
ENSMUSG00000029063	0	59	671	987	0	466
ENSMUSG00000029064	915	434	5417	0	1083	868
ENSMUSG00000029068	402	0	1282	0	0	0
ENSMUSG00000029071	14	0	211	0	0	0
ENSMUSG00000029072	0	0	0	179	0	0
ENSMUSG00000029076	692	222	2571	1148	0	734
ENSMUSG00000029086	0	130	609	0	2	0
ENSMUSG00000029088	0	11	0	0	0	0
ENSMUSG00000029089	0	93	538	0	0	0
ENSMUSG00000029093	0	118	0	0	0	0
ENSMUSG00000029094	111	0	645	398	2	0
ENSMUSG00000029095	546	355	1623	598	97	0
ENSMUSG00000029098	0	0	228	0	79	0
ENSMUSG00000029101	0	0	0	338	170	0
ENSMUSG00000029103	0	188	1290	119	0	375
ENSMUSG00000029104	404	90	1130	656	1660	537
ENSMUSG00000029106	692	1190	6303	231	1078	1294
ENSMUSG00000029108	303	711	1920	1769	381	354
ENSMUSG00000029110	0	37	2057	998	28	180
ENSMUSG00000029111	199	0	0	0	0	96
ENSMUSG00000029119	0	0	983	179	0	0
ENSMUSG00000029120	133	190	3573	2	402	434
ENSMUSG00000029121	0	0	370	0	0	0
ENSMUSG00000029125	0	0	56	0	0	0
ENSMUSG00000029126	0	22	0	0	127	0
ENSMUSG00000029127	0	0	0	0	17	93
ENSMUSG00000029128	84	0	0	0	0	0
ENSMUSG00000029130	3	137	311	0	0	0
ENSMUSG00000029131	4	252	309	0	2	51
ENSMUSG00000029135	0	0	54	0	0	0
ENSMUSG00000029136	0	3	0	0	0	0
ENSMUSG00000029141	706	0	0	0	0	227
ENSMUSG00000029146	0	0	0	0	0	164
ENSMUSG00000029147	142	79	0	0	106	0
ENSMUSG00000029148	0	0	757	30	209	0
ENSMUSG00000029149	0	0	0	0	0	0
ENSMUSG00000029152	11	156	506	13	25	0
ENSMUSG00000029153	0	0	486	0	0	0
ENSMUSG00000029154	0	0	0	0	0	22
ENSMUSG00000029156	0	0	837	0	0	0
ENSMUSG00000029165	0	8	174	0	0	0
ENSMUSG00000029166	99	0	77	0	0	55
ENSMUSG00000029167	0	0	66	0	0	0
ENSMUSG00000029168	0	0	1669	0	160	0
ENSMUSG00000029169	1	155	255	269	248	524
ENSMUSG00000029173	59	369	142	424	38	0
ENSMUSG00000029174	0	2	365	310	76	0
ENSMUSG00000029175	0	0	461	0	0	30
ENSMUSG00000029176	543	0	1479	710	0	104
ENSMUSG00000029178	312	0	566	859	0	678
ENSMUSG00000029186	0	148	0	0	0	0
ENSMUSG00000029189	0	0	179	0	31	210
ENSMUSG00000029190	684	107	3653	0	607	944
ENSMUSG00000029191	66	0	377	0	0	0
ENSMUSG00000029192	195	595	2633	0	63	0
ENSMUSG00000029198	0	0	0	0	585	0
ENSMUSG00000029199	0	0	0	0	0	13
ENSMUSG00000029202	732	271	2904	194	55	517
ENSMUSG00000029203	647	27	276	426	0	323
ENSMUSG00000029204	0	0	26	122	0	0
ENSMUSG00000029206	0	0	0	0	0	56
ENSMUSG00000029207	822	277	2051	259	367	0
ENSMUSG00000029208	117	0	236	0	0	686
ENSMUSG00000029209	0	0	362	0	0	0
ENSMUSG00000029212	0	0	1301	0	0	0
ENSMUSG00000029213	38	0	124	0	262	0
ENSMUSG00000029217	11	0	0	0	0	95
ENSMUSG00000029221	577	11	1674	0	573	745
ENSMUSG00000029223	96	0	112	0	33	0
ENSMUSG00000029227	7	4	106	179	334	879
ENSMUSG00000029231	209	248	1107	0	12	0
ENSMUSG00000029234	0	4	185	0	0	6
ENSMUSG00000029238	0	57	1701	1185	1006	577
ENSMUSG00000029245	0	0	555	0	0	0
ENSMUSG00000029246	0	0	1139	0	0	0
ENSMUSG00000029247	0	0	1560	0	0	0
ENSMUSG00000029249	0	0	1468	3	0	256
ENSMUSG00000029250	258	10	693	450	136	1224
ENSMUSG00000029253	0	0	516	0	0	0
ENSMUSG00000029263	0	0	133	0	0	99
ENSMUSG00000029265	105	0	0	0	0	0
ENSMUSG00000029267	0	0	328	0	0	0
ENSMUSG00000029270	0	0	0	0	479	0
ENSMUSG00000029279	0	0	545	207	0	0
ENSMUSG00000029283	0	0	982	0	65	0
ENSMUSG00000029287	325	0	0	157	0	0
ENSMUSG00000029290	0	158	2103	0	12	58
ENSMUSG00000029291	130	223	1831	572	843	312
ENSMUSG00000029304	0	3	17	0	0	0
ENSMUSG00000029309	614	83	4711	3597	148	378
ENSMUSG00000029310	0	213	799	9	420	0
ENSMUSG00000029312	81	0	0	0	0	0
ENSMUSG00000029313	0	0	100	0	0	0
ENSMUSG00000029319	188	0	0	974	0	0
ENSMUSG00000029326	2	0	2429	0	70	607
ENSMUSG00000029328	110	344	3146	641	309	996
ENSMUSG00000029330	510	0	71	0	0	0
ENSMUSG00000029343	0	0	612	0	0	0
ENSMUSG00000029345	66	124	243	0	0	0
ENSMUSG00000029361	0	0	158	0	0	0
ENSMUSG00000029364	0	288	403	0	0	0
ENSMUSG00000029366	0	0	2	64	171	0
ENSMUSG00000029368	366	614	0	381	0	0
ENSMUSG00000029381	0	2	0	60	355	0
ENSMUSG00000029385	0	0	0	0	347	0
ENSMUSG00000029387	2	95	89	0	0	0
ENSMUSG00000029389	17	0	1204	85	11	0
ENSMUSG00000029390	351	572	2892	33	379	329
ENSMUSG00000029392	0	0	181	128	0	0
ENSMUSG00000029394	90	175	852	176	171	0
ENSMUSG00000029397	4	0	594	0	0	14
ENSMUSG00000029402	0	0	230	0	559	0
ENSMUSG00000029403	434	0	0	2	107	0
ENSMUSG00000029405	0	655	3152	648	316	290
ENSMUSG00000029406	0	40	0	642	0	0
ENSMUSG00000029407	0	168	3315	2	0	0
ENSMUSG00000029408	0	0	26	0	330	0
ENSMUSG00000029415	0	0	1633	0	0	0
ENSMUSG00000029416	0	175	1636	0	0	0
ENSMUSG00000029419	22	0	531	0	197	78
ENSMUSG00000029420	0	0	120	0	0	408
ENSMUSG00000029422	725	292	2999	462	1279	714
ENSMUSG00000029426	388	1601	5333	1018	983	1924
ENSMUSG00000029428	29	420	818	0	0	261
ENSMUSG00000029430	0	139	412	0	238	0
ENSMUSG00000029431	0	0	44	0	0	0
ENSMUSG00000029432	0	0	0	2	0	496
ENSMUSG00000029433	252	0	203	0	352	0
ENSMUSG00000029434	0	165	401	22	1216	199
ENSMUSG00000029438	203	1011	841	0	59	0
ENSMUSG00000029439	239	92	874	0	0	443
ENSMUSG00000029440	16	11	688	0	146	0
ENSMUSG00000029446	0	0	233	0	0	0
ENSMUSG00000029447	759	891	1458	271	826	371
ENSMUSG00000029454	445	0	1690	0	0	147
ENSMUSG00000029458	32	531	1887	0	0	235
ENSMUSG00000029461	1024	1216	4190	0	2442	1348
ENSMUSG00000029462	30	15	384	0	2	74
ENSMUSG00000029464	0	0	753	0	12	0
ENSMUSG00000029465	0	197	900	137	0	0
ENSMUSG00000029466	0	0	29	0	0	0
ENSMUSG00000029467	329	994	7164	0	1390	1305
ENSMUSG00000029468	115	0	0	0	0	0
ENSMUSG00000029469	0	0	466	470	15	0
ENSMUSG00000029470	0	0	30	0	102	0
ENSMUSG00000029472	0	827	854	0	160	0
ENSMUSG00000029474	0	0	0	759	57	0
ENSMUSG00000029475	0	0	110	0	310	0
ENSMUSG00000029478	1772	2935	9428	1554	1244	3569
ENSMUSG00000029480	0	0	1563	0	233	0
ENSMUSG00000029482	309	59	2056	580	63	137
ENSMUSG00000029484	0	0	39	3	0	0
ENSMUSG00000029501	0	0	5	0	0	0
ENSMUSG00000029502	157	183	1304	0	0	257
ENSMUSG00000029504	0	0	162	0	0	0
ENSMUSG00000029505	612	270	3230	7	104	206
ENSMUSG00000029512	0	0	820	152	255	84
ENSMUSG00000029513	0	0	439	377	0	0
ENSMUSG00000029516	2	0	433	43	449	41
ENSMUSG00000029518	0	0	278	0	0	0
ENSMUSG00000029528	0	108	642	0	0	0
ENSMUSG00000029534	0	0	62	713	0	0
ENSMUSG00000029536	160	0	488	0	443	0
ENSMUSG00000029538	0	306	341	314	197	0
ENSMUSG00000029545	0	81	553	0	0	0
ENSMUSG00000029547	98	0	744	0	816	0
ENSMUSG00000029550	0	160	733	2	2	0
ENSMUSG00000029551	0	0	0	19	108	0
ENSMUSG00000029552	0	0	100	279	0	37
ENSMUSG00000029554	2	21	1722	200	58	7
ENSMUSG00000029559	0	0	0	0	118	0
ENSMUSG00000029563	0	0	32	0	0	0
ENSMUSG00000029569	0	0	732	0	0	0
ENSMUSG00000029570	2	0	0	0	0	591
ENSMUSG00000029571	56	256	2064	0	0	0
ENSMUSG00000029577	184	458	1500	394	28	0
ENSMUSG00000029578	153	109	363	0	1182	545
ENSMUSG00000029580	3869	3616	31991	5766	9199	7151
ENSMUSG00000029581	236	870	8474	103	1708	569
ENSMUSG00000029587	33	0	0	0	0	0
ENSMUSG00000029592	64	0	967	0	0	278
ENSMUSG00000029594	103	0	0	0	0	0
ENSMUSG00000029596	0	0	0	302	0	0
ENSMUSG00000029598	0	64	415	0	0	0
ENSMUSG00000029599	0	0	141	255	0	114
ENSMUSG00000029602	0	373	0	0	0	0
ENSMUSG00000029603	0	0	43	0	892	0
ENSMUSG00000029608	31	0	308	0	0	473
ENSMUSG00000029610	0	0	372	0	0	0
ENSMUSG00000029613	0	0	664	0	0	0
ENSMUSG00000029614	269	239	1506	3	26	166
ENSMUSG00000029616	92	0	895	0	294	0
ENSMUSG00000029617	0	81	0	0	116	0
ENSMUSG00000029621	289	50	1960	0	0	0
ENSMUSG00000029622	587	697	1446	361	871	427
ENSMUSG00000029623	177	309	323	0	1022	0
ENSMUSG00000029624	0	0	482	0	0	0
ENSMUSG00000029625	0	0	0	0	0	0
ENSMUSG00000029627	0	31	157	0	0	0
ENSMUSG00000029629	0	773	2873	0	833	444
ENSMUSG00000029632	143	0	826	0	0	0
ENSMUSG00000029633	0	48	333	0	22	0
ENSMUSG00000029634	0	172	409	0	0	0
ENSMUSG00000029635	0	15	284	605	0	2
ENSMUSG00000029636	0	0	876	82	342	0
ENSMUSG00000029638	0	88	271	0	374	5
