"Gene","ctl1","ctl2","ctl3","ctl4","ctl5","ctl6","ctl7","dta1","dta2","dta3","dta4","dta5","dta6","dta7","dta8","dta9","dta10","dta11","dta12","dta13","dta14","dta15","dta16","dta17","dta18","dta19","dta20","dta21","dta22","dta23","dta24","dta25","dta26","dta27","dta28","dta29","dta30","dta31","dta32","dta33","dta34","dta35","dta36","dta37","dta38","dta39","dta40","dta41","dta42","dta43","dta44","dta45","dta46"
"ENSMUSG00000050471","0","1","0","4","1","0","4","3","2","0","2","0","2","1","0","5","0","0","0","1","1","2","0","0","1","0","1","0","2","3","2","0","0","2","2","0","0","2","3","1","2","0","0","4","2","0","3","6","2","1","0","0","0"
"ENSMUSG00000050473","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000050493","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000050503","0","0","0","0","1","0","1","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","1","0","0","1","2","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","8","0","0","0","0","0"
"ENSMUSG00000050505","0","4","1","16","1","0","3","4","1","1","1","0","3","1","0","1","0","1","1","3","1","0","1","0","0","0","0","1","3","7","1","0","0","3","0","7","0","0","5","0","4","0","2","10","4","3","0","11","1","0","0","0","1"
"ENSMUSG00000050511","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000050520","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000050530","0","2","0","1","0","1","9","1","3","2","2","0","2","1","0","0","0","2","1","0","1","1","0","0","1","2","0","1","0","0","4","0","0","1","0","1","1","0","1","0","1","0","1","2","0","0","2","8","0","0","1","0","0"
"ENSMUSG00000050534","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"ENSMUSG00000050541","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000050545","0","2","0","0","0","0","3","3","0","1","1","0","2","0","0","1","0","3","1","0","1","2","0","0","0","0","0","4","0","0","7","0","0","1","2","3","2","1","0","2","1","0","1","0","2","0","6","4","0","0","1","0","0"
"ENSMUSG00000050549","0","0","0","1","1","1","0","0","1","0","0","0","2","0","0","0","0","1","3","0","0","1","0","0","1","0","0","0","1","1","1","0","1","2","2","2","3","0","0","0","0","0","0","1","2","0","1","2","0","0","0","1","0"
"ENSMUSG00000050552","2","1","0","9","0","0","8","0","3","1","0","0","2","0","0","5","1","0","3","1","0","1","0","0","0","1","1","0","3","2","7","0","0","1","2","7","5","1","6","0","0","0","2","5","6","3","9","13","1","0","0","0","0"
"ENSMUSG00000050553","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000050555","0","1","0","4","0","0","5","0","0","0","0","0","2","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","3","3","1","0","0","1","2","2","1","1","0","0","0","0","4","1","0","2","2","0","0","0","0","0"
"ENSMUSG00000050556","0","0","0","4","0","0","1","0","1","1","2","0","0","0","0","0","0","3","3","0","0","0","0","0","1","0","0","0","1","1","3","0","0","1","2","2","3","5","5","0","3","0","7","3","1","1","3","0","0","0","0","0","0"
"ENSMUSG00000050558","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000050565","2","4","2","32","2","2","19","5","15","7","12","0","5","3","3","9","1","8","7","3","2","1","0","1","0","3","0","1","9","20","28","0","0","4","3","15","11","18","19","3","9","3","8","16","22","4","25","26","1","0","2","4","2"
"ENSMUSG00000050567","0","0","0","2","1","1","6","0","0","2","0","0","1","0","0","0","0","1","1","0","0","1","0","0","1","1","2","0","0","3","4","0","0","0","1","1","0","3","1","0","0","0","1","4","1","1","3","7","0","0","1","0","0"
"ENSMUSG00000050578","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000050587","0","5","0","4","0","1","2","2","2","1","3","0","5","0","0","3","1","3","3","1","2","1","0","0","0","1","3","0","2","0","7","0","0","3","4","1","2","4","3","0","1","0","3","1","1","0","1","4","1","0","1","0","0"
"ENSMUSG00000050592","0","2","0","7","1","1","2","0","7","0","1","0","0","0","0","0","0","0","2","0","2","0","0","0","0","0","0","0","0","0","1","0","0","2","2","0","0","0","2","0","0","0","0","0","3","0","1","1","0","0","0","0","0"
"ENSMUSG00000050600","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000050605","0","1","1","4","1","0","4","0","3","1","1","0","0","0","0","3","1","1","2","0","1","0","0","0","0","1","1","0","0","2","3","0","0","2","1","2","1","1","3","1","0","1","0","1","2","0","3","5","0","0","1","2","0"
"ENSMUSG00000050608","3","10","1","36","1","2","30","11","16","9","9","0","21","5","1","22","3","5","12","1","4","3","2","1","2","1","0","2","14","12","20","0","1","13","7","21","24","14","36","4","1","2","8","14","31","8","48","42","3","0","1","2","1"
"ENSMUSG00000050612","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"ENSMUSG00000050619","0","1","0","3","0","0","5","0","4","0","0","1","0","1","0","2","0","1","1","0","1","2","0","0","0","0","1","2","0","3","2","0","0","0","0","1","3","1","4","0","0","0","1","0","4","3","2","4","0","0","0","0","0"
"ENSMUSG00000050623","0","0","0","0","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","0","0","1","0","0","0","0","0"
"ENSMUSG00000050627","0","1","0","5","0","0","22","1","3","5","3","0","4","2","0","4","0","1","1","0","1","0","0","0","1","0","1","1","2","4","3","0","0","4","1","1","3","7","8","0","2","1","6","8","3","1","6","19","0","2","0","0","1"
"ENSMUSG00000050628","0","0","0","3","2","1","15","1","2","1","3","0","3","2","0","0","2","2","1","0","1","0","1","1","0","0","3","0","3","7","7","0","1","1","2","2","11","9","5","0","0","1","2","2","2","0","3","19","0","0","0","0","3"
"ENSMUSG00000050635","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000050640","0","0","0","3","0","0","7","1","3","3","0","0","2","1","0","0","1","0","0","0","0","1","0","0","0","1","1","1","1","5","9","0","0","0","0","2","4","0","1","1","0","0","7","3","1","2","1","18","0","0","0","1","0"
"ENSMUSG00000050641","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000050645","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000050650","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000050663","0","0","2","0","0","0","11","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0","1","0","0","0","3","2","0","0","7","0","0","0","0","1","0","2","0","0","0","0","0","0","3","0","0","18","0","0","0","0","0"
"ENSMUSG00000050666","0","0","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"ENSMUSG00000050668","0","2","0","8","0","1","16","2","9","5","4","0","4","1","1","6","1","2","3","2","0","1","0","0","0","0","3","2","5","1","6","0","1","0","3","1","5","12","6","1","5","0","4","6","6","3","13","7","0","0","0","0","0"
"ENSMUSG00000050671","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"ENSMUSG00000050675","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000050677","0","0","0","3","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000050685","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000050697","0","0","0","6","1","0","7","3","1","2","1","0","0","1","0","3","0","3","1","0","0","1","0","0","0","0","0","2","3","2","4","0","0","0","1","0","4","2","2","0","1","0","0","0","2","2","3","6","0","0","0","0","0"
"ENSMUSG00000050700","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"ENSMUSG00000050711","5","27","6","76","2","0","27","11","9","22","26","1","17","9","8","29","0","21","31","12","1","4","4","2","7","14","7","5","22","71","41","3","3","20","12","26","14","45","11","7","8","0","10","24","21","10","60","57","7","6","3","3","6"
"ENSMUSG00000050714","0","1","0","2","0","0","4","1","1","0","1","0","0","0","0","2","1","0","2","0","0","0","0","0","0","2","1","2","0","1","4","0","0","0","1","1","0","1","0","0","4","0","0","0","0","1","1","5","0","0","1","0","0"
"ENSMUSG00000050721","0","2","0","1","0","0","13","2","3","3","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","1","2","6","1","2","8","1","0","0","0","2","0","0","0","0","0","0","1","0","2","0","0","2","0","0","0","0","1"
"ENSMUSG00000050730","0","0","0","4","0","1","1","1","0","0","1","0","1","0","0","2","0","1","1","0","0","3","0","0","1","2","0","0","0","5","2","0","0","0","0","0","1","2","3","0","3","0","3","3","2","1","6","7","0","0","1","0","0"
"ENSMUSG00000050732","0","0","0","0","0","0","12","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","2","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","2","0","0","0","0","0"
"ENSMUSG00000050737","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000050747","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000050751","0","8","3","37","5","4","51","10","31","22","11","0","16","4","1","23","3","18","15","6","3","8","1","1","3","10","5","2","23","26","41","2","0","19","15","16","24","42","29","8","11","3","14","23","30","10","67","73","1","2","9","1","4"
"ENSMUSG00000050756","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000050761","1","3","0","2","0","0","1","1","1","0","2","0","0","0","0","2","0","0","1","1","2","0","0","0","0","0","0","0","4","0","4","0","0","0","0","0","1","0","0","1","0","0","1","0","2","3","0","5","0","0","2","0","0"
"ENSMUSG00000050762","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000050766","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"ENSMUSG00000050777","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000050783","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000050786","1","1","0","3","1","0","5","1","2","0","0","0","2","0","3","2","0","1","1","4","1","0","1","0","0","0","0","0","0","0","6","0","0","3","2","2","0","3","3","1","2","0","2","2","3","3","9","3","0","1","0","0","1"
"ENSMUSG00000050796","0","3","0","8","1","0","3","0","1","4","4","0","1","0","0","6","0","7","3","1","1","0","1","0","0","1","1","1","1","5","7","0","1","0","5","3","3","7","10","0","0","0","4","6","2","1","7","10","1","0","0","0","1"
"ENSMUSG00000050808","0","1","0","6","0","0","0","0","0","0","2","0","2","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","1","0","0","0","3","0","0","0","0","0","1","0","3","1","0","0","0","0","2"
"ENSMUSG00000050810","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000050812","1","5","4","16","4","6","28","2","7","9","14","0","13","4","0","14","0","9","12","3","3","4","2","1","2","6","4","5","10","15","25","0","0","14","3","16","9","12","7","3","4","0","6","14","14","7","26","37","1","2","2","3","2"
"ENSMUSG00000050821","1","1","0","3","1","0","35","4","1","5","3","0","6","6","1","2","1","2","0","1","1","2","3","0","0","1","6","2","3","3","16","1","0","2","2","1","0","3","1","1","3","0","1","0","1","3","11","18","0","0","1","1","0"
"ENSMUSG00000050822","0","0","0","0","2","0","17","1","0","0","1","0","0","0","0","0","0","0","0","0","1","3","0","0","0","0","4","1","1","0","4","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","13","0","0","0","0","0"
"ENSMUSG00000050824","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000050830","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","30","0","0","0","0","0"
"ENSMUSG00000050840","0","0","0","0","0","0","6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"ENSMUSG00000050846","0","0","0","5","1","0","1","0","1","0","1","0","2","0","0","0","0","0","0","0","2","2","0","0","0","0","2","0","0","0","0","0","0","0","1","2","1","0","1","2","1","0","0","3","2","0","0","6","0","0","1","0","0"
"ENSMUSG00000050854","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000050855","0","0","0","1","1","0","3","0","1","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0"
"ENSMUSG00000050866","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000050870","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000050875","0","0","0","0","0","0","4","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","3","0","0","0","0","0","1","6","0","0","0","0","2","2","0","0","0","5","0","0","0","0","0"
"ENSMUSG00000050876","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"ENSMUSG00000050890","0","0","0","1","2","0","9","1","0","0","0","0","1","1","0","0","0","1","1","0","0","0","0","0","1","0","0","1","1","1","4","1","0","0","1","1","3","5","5","0","0","0","2","0","6","0","1","8","0","0","0","0","0"
"ENSMUSG00000050891","0","0","0","11","3","1","8","3","1","4","0","0","1","1","0","6","1","3","2","0","0","4","0","0","2","1","2","0","4","2","11","0","0","4","2","6","6","6","5","2","4","1","2","5","7","3","9","16","0","0","4","0","1"
"ENSMUSG00000050901","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000050908","0","1","0","7","0","1","2","0","8","1","5","0","3","1","0","4","0","3","0","1","2","1","0","0","0","0","0","1","0","8","8","0","0","1","1","2","1","3","2","0","5","0","2","1","2","2","8","5","1","1","0","0","0"
"ENSMUSG00000050910","1","8","0","29","4","2","27","6","11","8","10","0","8","3","1","15","1","14","12","2","4","1","3","3","5","1","5","0","13","13","36","0","1","13","10","16","18","3","36","6","6","1","7","10","27","12","14","28","1","4","5","1","1"
"ENSMUSG00000050912","0","6","0","5","0","2","0","1","5","2","5","1","0","4","0","12","1","1","6","2","1","1","0","0","0","4","1","0","3","7","6","0","0","2","5","2","4","0","2","0","0","1","0","5","3","2","10","4","0","0","1","0","0"
"ENSMUSG00000050914","0","0","0","1","0","0","6","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0"
"ENSMUSG00000050917","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000050919","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"ENSMUSG00000050921","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000050926","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"ENSMUSG00000050930","0","0","0","6","0","0","1","0","1","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2","0","1","1","0","0","0","1","0","0","1","1","0","0","1","1","1","2","0","1","0","0","0","0","0","0"
"ENSMUSG00000050931","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","2","0","0","0","1","0","0","0","0","1","0","0","0","0","0"
"ENSMUSG00000050933","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000050944","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"ENSMUSG00000050945","0","0","0","1","1","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","0","1","0","2","0","0","0","0","0","1","0","2","0","0","0","0","1","0","0","2","4","0","0","0","0","0"
"ENSMUSG00000050947","0","3","1","25","0","4","9","1","5","1","2","1","5","3","0","5","2","3","6","1","2","3","0","0","1","2","1","1","1","5","15","0","0","3","3","6","4","14","10","0","0","2","4","8","10","3","9","17","3","0","0","0","1"
"ENSMUSG00000050953","0","1","0","1","0","0","99","4","0","9","0","0","2","6","0","0","0","0","3","2","0","0","0","0","0","1","10","47","0","1","37","0","0","0","0","6","2","0","0","0","0","1","0","0","2","0","4","5","0","0","0","0","0"
"ENSMUSG00000050954","0","0","1","3","2","4","5","1","2","1","0","0","2","2","0","0","0","5","0","0","0","1","1","0","0","0","0","0","4","0","7","0","0","0","1","3","4","4","2","0","0","0","1","2","1","1","3","8","0","0","1","0","0"
"ENSMUSG00000050957","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000050961","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000050963","0","1","0","2","0","0","1","1","0","6","1","0","0","1","0","2","0","0","1","0","1","0","0","1","0","0","0","0","1","4","3","0","0","2","1","1","2","3","0","0","0","0","0","1","2","0","1","3","0","0","0","0","0"
"ENSMUSG00000050965","0","5","4","39","0","0","16","5","11","4","11","0","6","1","4","5","0","8","9","2","4","2","1","1","1","1","2","2","15","8","27","1","1","17","8","13","11","1","20","1","2","2","6","7","37","4","24","9","2","0","3","1","4"
"ENSMUSG00000050966","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000050967","0","0","0","1","0","0","1","1","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0"
"ENSMUSG00000050973","0","0","1","0","1","0","0","1","0","0","0","0","0","0","0","3","0","1","1","0","0","0","1","0","0","0","2","0","7","0","1","0","0","2","1","1","4","1","1","0","0","0","1","3","3","1","2","2","0","0","2","0","0"
"ENSMUSG00000050982","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000050989","0","0","0","5","0","0","21","1","0","2","0","0","1","1","0","0","1","0","0","1","0","1","0","0","1","0","3","2","0","1","7","0","0","0","1","1","1","0","3","0","1","2","1","0","1","0","1","18","0","0","0","1","2"
"ENSMUSG00000050994","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000050996","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000051007","1","0","0","2","0","0","4","1","2","0","2","0","1","0","1","4","0","1","1","0","0","1","0","0","1","2","1","0","3","2","3","0","1","3","1","3","1","1","3","0","2","0","0","5","5","1","5","6","0","0","0","0","1"
"ENSMUSG00000051022","0","9","1","48","3","1","28","6","13","20","21","0","9","5","4","16","0","11","8","4","5","4","0","1","1","4","9","3","22","34","37","1","0","7","7","13","7","21","21","6","3","3","5","7","27","3","18","33","0","1","7","1","0"
"ENSMUSG00000051029","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"ENSMUSG00000051034","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","1","0","0","2","0","0","0","0","0"
"ENSMUSG00000051037","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000051038","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSMUSG00000051041","0","0","0","1","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0"
"ENSMUSG00000051043","0","0","1","0","0","0","27","1","0","1","1","0","0","1","0","1","0","0","0","0","1","6","1","0","2","0","5","3","0","1","4","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","11","0","0","1","0","1"
"ENSMUSG00000051048","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
