"Gene_ID","Symbol","iDEP_baseMean","iDEP_log2FC","iDEP_adjPval","Loupe_Average","Loupe_log2FC","Loupe_Pval","log2FC_diff","abs_log2FC_diff"
"ENSMUSG00000000805","Car4","1.18878979","-0.667814415","NA","3.76751005264444","1.6574814529129982","0.00800489658478799","-2.325295867912998","2.325295867912998"
"ENSMUSG00000000823","Zfp512b","3.041631003","0.061869467","NA","3.1814529333441937","0.006723261890807297","1","0.0551462051091927","0.0551462051091927"
"ENSMUSG00000000826","Dnajc5","10.11574477","-0.380460107","0.429365375","12.893256624605417","-0.1926800377552751","1","-0.1877800692447249","0.1877800692447249"
"ENSMUSG00000000827","Tpd52l2","3.668507948","-0.509427328","NA","4.018677389487403","-0.15565945944904502","1","-0.353767868550955","0.353767868550955"
"ENSMUSG00000000838","Fmr1","3.010940107","-1.122811405","NA","4.102399835101723","0.167050089844472","0.836151698886945","-1.289861494844472","1.289861494844472"
"ENSMUSG00000000861","Bcl11a","6.110506562","-0.292996511","0.68639747","4.688456954401969","-0.9683953661822056","0.07802988875306233","0.6753988551822055","0.6753988551822055"
"ENSMUSG00000000881","Dlg3","2.707299339","-0.328168039","NA","3.516342715801477","0.12578142741230836","0.8985637660270458","-0.4539494664123084","0.4539494664123084"
"ENSMUSG00000000902","Smarcb1","3.505412345","-0.077038508","NA","4.269844726330366","-0.09573877177276646","1","0.018700263772766457","0.018700263772766457"
"ENSMUSG00000000915","Hip1r","3.6691686","0.269757903","NA","6.028016084231104","0.4404402804451002","0.3987458341316436","-0.17068237744510018","0.17068237744510018"
"ENSMUSG00000000934","Top1mt","0.500077741","0.591563942","NA","1.4232815754434551","0.7853774093640483","0.4280486147074476","-0.19381346736404836","0.19381346736404836"
"ENSMUSG00000000957","Mmp14","0.43047604","-1.025176539","NA","1.1721142386004924","0.7584103617637791","0.5726305889070393","-1.7835869007637792","1.7835869007637792"
"ENSMUSG00000000959","Oxa1l","2.791270847","-0.839349891","NA","3.432620270187156","-0.23009399939839148","1","-0.6092558916016085","0.6092558916016085"
"ENSMUSG00000000976","Heatr6","1.076749292","-0.084562505","NA","1.0046693473718507","0.18583158549845502","0.9917233389807908","-0.27039409049845503","0.27039409049845503"
"ENSMUSG00000001016","Ilf2","2.957674396","-1.042649807","NA","3.600065161415798","-0.2793445602316391","0.9619584615688989","-0.763305246768361","0.763305246768361"
"ENSMUSG00000001017","Chtop","5.834641158","-0.205862194","0.7637964","7.702464996517522","-0.09188291621256006","1","-0.11397927778743994","0.11397927778743994"
"ENSMUSG00000001018","Snapin","1.423662401","1.012088227","NA","2.176783585972343","0.30384449829829796","0.7572664910243397","0.708243728701702","0.708243728701702"
"ENSMUSG00000001034","Mapk7","0.790365425","0.008006525","NA","1.0883917929861715","0.6271658284855264","0.6155726533951719","-0.6191593034855264","0.6191593034855264"
"ENSMUSG00000001036","Epn2","1.90933878","-0.96488857","NA","4.939624291244932","1.4429085360358496","0.004315483346813093","-2.4077971060358494","2.4077971060358494"
"ENSMUSG00000001052","Sec24b","2.508923058","-1.048356101","NA","2.093061140358022","-0.4718872576580153","0.7874619125250184","-0.5764688433419847","0.5764688433419847"
"ENSMUSG00000001054","Rmnd5b","2.243498906","-0.865737468","NA","2.6791182596582686","-0.19719551887776765","1","-0.6685419491222323","0.6685419491222323"
"ENSMUSG00000001056","Nhp2","2.025842767","-0.755557859","NA","2.176783585972343","-0.5741649773230917","0.6857437385477827","-0.18139288167690837","0.18139288167690837"
"ENSMUSG00000001062","Vps9d1","1.27463962","-0.86186064","NA","1.4232815754434551","-0.24158963823622104","1","-0.6202710017637789","0.6202710017637789"
"ENSMUSG00000001065","Zfp276","0.421617958","-0.385397088","NA","1.2558366842148132","0.9858208578668516","0.3015987227454814","-1.3712179458668516","1.3712179458668516"
"ENSMUSG00000001082","Mfsd10","1.121581243","0.295399307","NA","1.4232815754434551","0.3635507444225655","0.8001897396800121","-0.06815143742256552","0.06815143742256552"
"ENSMUSG00000001089","Luzp1","2.63040316","-0.577450837","NA","4.018677389487403","0.16366684025003742","0.830351269422305","-0.7411176772500374","0.7411176772500374"
"ENSMUSG00000001098","Kctd10","1.033628021","-0.153907562","NA","1.4232815754434551","-0.10141198018796083","1","-0.05249558181203917","0.05249558181203917"
"ENSMUSG00000001100","Poldip2","2.282270309","-0.795826985","NA","2.5953958140439477","-0.43141419711623796","0.7933591951188119","-0.3644127878837621","0.3644127878837621"
"ENSMUSG00000001105","Ift20","3.357169716","-0.705040946","NA","3.097730487729873","-0.49616246532181885","0.8199535421179867","-0.20887848067818116","0.20887848067818116"
