"symbol","ensembl_ID","User_ID","baseMean","CTL.DTA_log2FC","CTL.DTA_adjPval","Processed.data.","search_label","ctl1","ctl2","ctl3","ctl4","ctl5","ctl6","ctl7","dta1","dta2","dta3","dta4","dta5","dta6","dta7","dta8","dta9","dta10","dta11","dta12","dta13","dta14","dta15","dta16","dta17","dta18","dta19","dta20","dta21","dta22","dta23","dta24","dta25","dta26","dta27","dta28","dta29","dta30","dta31","dta32","dta33","dta34","dta35","dta36","dta37","dta38","dta39","dta40","dta41","dta42","dta43","dta44","dta45","dta46","ctl1_iDEP","ctl2_iDEP","ctl3_iDEP","ctl4_iDEP","ctl5_iDEP","ctl6_iDEP","ctl7_iDEP","dta1_iDEP","dta2_iDEP","dta3_iDEP","dta4_iDEP","dta5_iDEP","dta6_iDEP","dta7_iDEP","dta8_iDEP","dta9_iDEP","dta10_iDEP","dta11_iDEP","dta12_iDEP","dta13_iDEP","dta14_iDEP","dta15_iDEP","dta16_iDEP","dta17_iDEP","dta18_iDEP","dta19_iDEP","dta20_iDEP","dta21_iDEP","dta22_iDEP","dta23_iDEP","dta24_iDEP","dta25_iDEP","dta26_iDEP","dta27_iDEP","dta28_iDEP","dta29_iDEP","dta30_iDEP","dta31_iDEP","dta32_iDEP","dta33_iDEP","dta34_iDEP","dta35_iDEP","dta36_iDEP","dta37_iDEP","dta38_iDEP","dta39_iDEP","dta40_iDEP","dta41_iDEP","dta42_iDEP","dta43_iDEP","dta44_iDEP","dta45_iDEP","dta46_iDEP","DTA.CTL_log2FC"
"Crmp1","ENSMUSG00000029121","ENSMUSG00000029121",34.450346,-1.045876367,0.066194277,NA,"Crmp1 | ENSMUSG00000029121",10,25,5,178,2,4,113,61,168,33,68,2,123,19,8,125,9,57,67,10,29,12,10,5,11,12,24,12,96,87,180,6,4,59,74,81,215,102,337,27,100,14,128,158,301,94,206,305,11,12,10,2,6,10,25,5,178,2,4,113,61,168,33,68,2,123,19,8,125,9,57,67,10,29,12,10,5,11,12,24,12,96,87,180,6,4,59,74,81,215,102,337,27,100,14,128,158,301,94,206,305,11,12,10,2,6,1.045876367
"Thsd7a","ENSMUSG00000032625","ENSMUSG00000032625",11.9404669,0.992736204,0.066194277,NA,"Thsd7a | ENSMUSG00000032625",4,20,12,103,13,4,17,8,24,30,38,2,18,7,4,28,0,19,29,13,6,2,5,5,9,9,4,0,12,49,55,0,5,34,15,42,37,27,24,5,13,2,23,44,21,17,93,37,3,1,8,2,8,4,20,12,103,13,4,17,8,24,30,38,2,18,7,4,28,0,19,29,13,6,2,5,5,9,9,4,0,12,49,55,0,5,34,15,42,37,27,24,5,13,2,23,44,21,17,93,37,3,1,8,2,8,-0.992736204
"Srgap2","ENSMUSG00000026425","ENSMUSG00000026425",15.56532442,1.065503694,0.069461546,NA,"Srgap2 | ENSMUSG00000026425",4,22,3,87,18,18,47,16,32,34,38,1,20,13,2,48,5,17,22,6,17,10,0,3,15,12,12,3,29,40,61,0,3,33,26,35,32,33,41,18,17,2,20,28,42,16,68,101,4,3,15,2,4,4,22,3,87,18,18,47,16,32,34,38,1,20,13,2,48,5,17,22,6,17,10,0,3,15,12,12,3,29,40,61,0,3,33,26,35,32,33,41,18,17,2,20,28,42,16,68,101,4,3,15,2,4,-1.065503694
"Peg3","ENSMUSG00000002265","ENSMUSG00000002265",9.610449334,1.281241299,0.07282398,NA,"Peg3 | ENSMUSG00000002265",0,5,2,42,25,7,57,5,32,26,21,2,10,2,5,27,4,11,9,4,6,1,1,0,4,12,6,5,19,9,34,1,1,14,12,28,20,29,25,10,6,2,10,10,29,26,35,44,1,2,8,2,3,0,5,2,42,25,7,57,5,32,26,21,2,10,2,5,27,4,11,9,4,6,1,1,0,4,12,6,5,19,9,34,1,1,14,12,28,20,29,25,10,6,2,10,10,29,26,35,44,1,2,8,2,3,-1.281241299
"Pdhx","ENSMUSG00000010914","ENSMUSG00000010914",5.853654351,-1.249217988,0.07282398,NA,"Pdhx | ENSMUSG00000010914",0,8,1,19,0,0,15,10,24,16,12,3,13,2,4,27,4,6,16,0,2,3,3,1,3,3,2,3,15,15,25,1,0,6,12,8,27,21,23,4,13,1,14,24,32,16,64,47,1,3,3,1,1,0,8,1,19,0,0,15,10,24,16,12,3,13,2,4,27,4,6,16,0,2,3,3,1,3,3,2,3,15,15,25,1,0,6,12,8,27,21,23,4,13,1,14,24,32,16,64,47,1,3,3,1,1,1.249217988
"Ttll5","ENSMUSG00000012609","ENSMUSG00000012609",11.79591677,1.325328985,0.07282398,NA,"Ttll5 | ENSMUSG00000012609",2,21,2,82,15,16,11,13,36,18,24,0,20,1,1,28,2,15,21,3,4,5,1,0,15,7,0,1,21,27,60,0,0,24,20,31,36,33,43,21,18,4,13,25,31,16,67,40,2,3,24,1,5,2,21,2,82,15,16,11,13,36,18,24,0,20,1,1,28,2,15,21,3,4,5,1,0,15,7,0,1,21,27,60,0,0,24,20,31,36,33,43,21,18,4,13,25,31,16,67,40,2,3,24,1,5,-1.325328985
"Srsf6","ENSMUSG00000016921","ENSMUSG00000016921",11.37252192,1.601037208,0.07282398,NA,"Srsf6 | ENSMUSG00000016921",0,2,2,51,14,24,77,7,13,17,20,1,14,5,2,15,0,12,10,2,11,8,1,0,10,7,5,5,18,25,37,0,1,13,16,14,19,29,24,15,9,4,8,33,30,17,32,111,2,1,17,0,3,0,2,2,51,14,24,77,7,13,17,20,1,14,5,2,15,0,12,10,2,11,8,1,0,10,7,5,5,18,25,37,0,1,13,16,14,19,29,24,15,9,4,8,33,30,17,32,111,2,1,17,0,3,-1.601037208
"Cox7c","ENSMUSG00000017778","ENSMUSG00000017778",13.20024107,-0.905338174,0.07282398,NA,"Cox7c | ENSMUSG00000017778",1,16,3,73,0,1,72,24,47,22,26,0,27,7,3,57,12,25,27,6,8,10,3,2,4,9,4,7,51,44,58,4,2,35,39,57,56,66,105,6,12,4,22,38,91,23,102,79,10,3,2,2,4,1,16,3,73,0,1,72,24,47,22,26,0,27,7,3,57,12,25,27,6,8,10,3,2,4,9,4,7,51,44,58,4,2,35,39,57,56,66,105,6,12,4,22,38,91,23,102,79,10,3,2,2,4,0.905338174
"Calm3","ENSMUSG00000019370","ENSMUSG00000019370",44.45119232,-0.611994082,0.07282398,NA,"Calm3 | ENSMUSG00000019370",20,70,6,217,7,2,245,58,183,68,87,13,98,34,14,176,15,66,111,22,17,12,6,10,9,25,38,17,147,137,246,7,8,94,99,143,170,214,272,16,60,14,97,171,293,77,328,425,30,14,9,14,17,20,70,6,217,7,2,245,58,183,68,87,13,98,34,14,176,15,66,111,22,17,12,6,10,9,25,38,17,147,137,246,7,8,94,99,143,170,214,272,16,60,14,97,171,293,77,328,425,30,14,9,14,17,0.611994082
"Usp15","ENSMUSG00000020124","ENSMUSG00000020124",6.557710088,1.028961933,0.07282398,NA,"Usp15 | ENSMUSG00000020124",0,12,3,32,11,7,21,13,23,8,12,0,14,2,1,15,1,13,18,1,9,4,0,2,3,6,6,1,15,17,24,1,0,14,6,12,13,11,17,6,4,1,9,18,24,11,32,39,1,2,3,1,3,0,12,3,32,11,7,21,13,23,8,12,0,14,2,1,15,1,13,18,1,9,4,0,2,3,6,6,1,15,17,24,1,0,14,6,12,13,11,17,6,4,1,9,18,24,11,32,39,1,2,3,1,3,-1.028961933
"Tspan13","ENSMUSG00000020577","ENSMUSG00000020577",20.85206091,0.668478065,0.07282398,NA,"Tspan13 | ENSMUSG00000020577",12,54,10,232,13,3,42,25,57,54,66,3,46,15,8,47,3,49,66,15,7,9,5,6,7,12,9,4,45,60,155,1,7,74,43,92,38,42,79,4,16,4,28,41,66,39,101,83,16,8,6,7,23,12,54,10,232,13,3,42,25,57,54,66,3,46,15,8,47,3,49,66,15,7,9,5,6,7,12,9,4,45,60,155,1,7,74,43,92,38,42,79,4,16,4,28,41,66,39,101,83,16,8,6,7,23,-0.668478065
"Clmn","ENSMUSG00000021097","ENSMUSG00000021097",15.89506619,1.385190566,0.07282398,NA,"Clmn | ENSMUSG00000021097",2,14,0,130,16,29,27,17,41,32,34,1,21,6,0,43,5,27,26,5,12,8,1,0,18,9,0,2,51,14,54,0,0,36,34,46,55,21,84,19,21,5,27,37,87,31,94,29,5,4,15,4,2,2,14,0,130,16,29,27,17,41,32,34,1,21,6,0,43,5,27,26,5,12,8,1,0,18,9,0,2,51,14,54,0,0,36,34,46,55,21,84,19,21,5,27,37,87,31,94,29,5,4,15,4,2,-1.385190566
"Ap2m1","ENSMUSG00000022841","ENSMUSG00000022841",12.58443216,-0.771905096,0.07282398,NA,"Ap2m1 | ENSMUSG00000022841",0,13,3,67,3,2,70,16,57,21,24,4,26,6,5,58,6,22,31,6,5,8,4,1,2,5,15,5,39,45,61,3,2,29,43,40,53,56,55,7,15,4,20,39,70,16,91,102,6,3,8,0,1,0,13,3,67,3,2,70,16,57,21,24,4,26,6,5,58,6,22,31,6,5,8,4,1,2,5,15,5,39,45,61,3,2,29,43,40,53,56,55,7,15,4,20,39,70,16,91,102,6,3,8,0,1,0.771905096
"Flnb","ENSMUSG00000025278","ENSMUSG00000025278",7.592972617,2.298903264,0.07282398,NA,"Flnb | ENSMUSG00000025278",0,0,0,31,20,18,18,0,12,8,13,0,8,0,0,6,2,6,4,0,4,7,0,0,13,7,4,1,10,9,19,0,0,6,9,9,4,11,19,20,3,0,9,16,16,14,10,29,0,0,12,0,0,0,0,0,31,20,18,18,0,12,8,13,0,8,0,0,6,2,6,4,0,4,7,0,0,13,7,4,1,10,9,19,0,0,6,9,9,4,11,19,20,3,0,9,16,16,14,10,29,0,0,12,0,0,-2.298903264
"Kifap3","ENSMUSG00000026585","ENSMUSG00000026585",16.67080107,0.655059745,0.07282398,NA,"Kifap3 | ENSMUSG00000026585",14,53,6,141,8,4,40,27,54,39,43,5,48,14,4,60,8,20,40,21,2,6,7,1,0,19,11,5,48,58,87,5,2,44,45,64,35,42,51,2,20,1,21,46,39,25,104,98,11,4,4,1,8,14,53,6,141,8,4,40,27,54,39,43,5,48,14,4,60,8,20,40,21,2,6,7,1,0,19,11,5,48,58,87,5,2,44,45,64,35,42,51,2,20,1,21,46,39,25,104,98,11,4,4,1,8,-0.655059745
"Slc20a1","ENSMUSG00000027397","ENSMUSG00000027397",43.23503137,1.256822086,0.07282398,NA,"Slc20a1 | ENSMUSG00000027397",11,38,11,282,50,53,62,38,120,87,153,6,43,11,14,96,3,130,149,27,25,21,16,6,30,41,2,1,84,80,179,1,1,97,99,111,66,100,123,34,37,9,32,116,94,51,144,191,11,19,69,7,18,11,38,11,282,50,53,62,38,120,87,153,6,43,11,14,96,3,130,149,27,25,21,16,6,30,41,2,1,84,80,179,1,1,97,99,111,66,100,123,34,37,9,32,116,94,51,144,191,11,19,69,7,18,-1.256822086
"Fubp1","ENSMUSG00000028034","ENSMUSG00000028034",7.74531072,1.430233518,0.07282398,NA,"Fubp1 | ENSMUSG00000028034",1,3,2,41,14,11,39,7,8,6,11,0,12,2,2,23,0,7,9,4,7,5,1,1,0,7,5,5,4,16,39,0,0,12,16,15,12,23,22,12,11,2,19,14,26,8,31,61,0,1,12,0,1,1,3,2,41,14,11,39,7,8,6,11,0,12,2,2,23,0,7,9,4,7,5,1,1,0,7,5,5,4,16,39,0,0,12,16,15,12,23,22,12,11,2,19,14,26,8,31,61,0,1,12,0,1,-1.430233518
"Astn2","ENSMUSG00000028373","ENSMUSG00000028373",42.16621982,0.899154634,0.07282398,NA,"Astn2 | ENSMUSG00000028373",12,71,10,199,41,37,129,46,98,81,104,5,73,28,16,94,10,84,102,42,27,39,19,11,19,40,20,13,78,132,179,7,7,58,50,90,76,76,98,39,20,4,43,73,86,74,215,271,8,9,25,10,18,12,71,10,199,41,37,129,46,98,81,104,5,73,28,16,94,10,84,102,42,27,39,19,11,19,40,20,13,78,132,179,7,7,58,50,90,76,76,98,39,20,4,43,73,86,74,215,271,8,9,25,10,18,-0.899154634
"Cds1","ENSMUSG00000029330","ENSMUSG00000029330",14.1858513,0.833901605,0.07282398,NA,"Cds1 | ENSMUSG00000029330",9,28,5,123,10,10,26,32,46,27,45,4,32,8,5,35,7,39,41,7,4,8,6,3,6,5,1,2,40,29,83,1,5,41,38,62,26,19,57,9,10,1,21,35,47,14,68,31,7,2,7,0,8,9,28,5,123,10,10,26,32,46,27,45,4,32,8,5,35,7,39,41,7,4,8,6,3,6,5,1,2,40,29,83,1,5,41,38,62,26,19,57,9,10,1,21,35,47,14,68,31,7,2,7,0,8,-0.833901605
"Ptms","ENSMUSG00000030122","ENSMUSG00000030122",57.18364632,-1.107140457,0.07282398,NA,"Ptms | ENSMUSG00000030122",17,59,7,275,1,5,582,59,107,100,54,2,123,34,12,148,18,78,86,33,36,34,5,10,13,34,60,35,243,181,263,17,10,95,87,139,228,488,221,20,130,33,217,215,252,40,670,718,33,3,5,11,18,17,59,7,275,1,5,582,59,107,100,54,2,123,34,12,148,18,78,86,33,36,34,5,10,13,34,60,35,243,181,263,17,10,95,87,139,228,488,221,20,130,33,217,215,252,40,670,718,33,3,5,11,18,1.107140457
"Tpm1","ENSMUSG00000032366","ENSMUSG00000032366",11.32923463,-1.111951934,0.07282398,NA,"Tpm1 | ENSMUSG00000032366",1,9,2,56,1,1,59,20,31,15,18,3,20,6,4,39,3,25,32,5,2,6,2,1,3,4,7,7,28,21,72,6,3,39,45,34,40,24,71,5,25,7,53,39,80,22,95,83,5,1,1,0,3,1,9,2,56,1,1,59,20,31,15,18,3,20,6,4,39,3,25,32,5,2,6,2,1,3,4,7,7,28,21,72,6,3,39,45,34,40,24,71,5,25,7,53,39,80,22,95,83,5,1,1,0,3,1.111951934
"Atp2c1","ENSMUSG00000032570","ENSMUSG00000032570",16.17402501,0.82643394,0.07282398,NA,"Atp2c1 | ENSMUSG00000032570",7,26,3,98,12,18,32,14,43,38,45,2,35,6,6,50,4,32,26,16,8,10,1,3,16,13,4,3,32,38,74,1,2,33,26,42,47,45,55,16,17,1,27,53,39,27,64,70,3,3,14,3,8,7,26,3,98,12,18,32,14,43,38,45,2,35,6,6,50,4,32,26,16,8,10,1,3,16,13,4,3,32,38,74,1,2,33,26,42,47,45,55,16,17,1,27,53,39,27,64,70,3,3,14,3,8,-0.82643394
"Tspoap1","ENSMUSG00000034156","ENSMUSG00000034156",19.28583841,2.264227715,0.07282398,NA,"Tspoap1 | ENSMUSG00000034156",0,2,0,45,54,43,84,9,13,26,27,0,15,10,0,12,2,15,14,1,17,20,2,1,15,22,4,2,20,31,40,2,0,18,14,20,25,52,52,36,30,0,25,63,31,31,56,104,0,0,28,0,0,0,2,0,45,54,43,84,9,13,26,27,0,15,10,0,12,2,15,14,1,17,20,2,1,15,22,4,2,20,31,40,2,0,18,14,20,25,52,52,36,30,0,25,63,31,31,56,104,0,0,28,0,0,-2.264227715
"Zdhhc14","ENSMUSG00000034265","ENSMUSG00000034265",19.92083932,1.115420777,0.07282398,NA,"Zdhhc14 | ENSMUSG00000034265",6,37,3,119,19,23,44,28,36,54,43,1,39,7,10,60,4,36,54,12,15,11,8,5,14,27,1,4,18,39,86,3,2,51,26,47,21,20,54,12,11,6,12,37,29,27,84,57,7,7,27,2,8,6,37,3,119,19,23,44,28,36,54,43,1,39,7,10,60,4,36,54,12,15,11,8,5,14,27,1,4,18,39,86,3,2,51,26,47,21,20,54,12,11,6,12,37,29,27,84,57,7,7,27,2,8,-1.115420777
"Sncb","ENSMUSG00000034891","ENSMUSG00000034891",31.18356062,-0.895325874,0.07282398,NA,"Sncb | ENSMUSG00000034891",9,32,6,167,4,1,190,60,150,54,68,4,124,12,8,108,6,35,83,29,14,9,6,6,8,14,26,15,101,63,166,6,3,50,84,87,171,89,208,7,60,21,95,103,186,58,228,322,29,4,5,6,7,9,32,6,167,4,1,190,60,150,54,68,4,124,12,8,108,6,35,83,29,14,9,6,6,8,14,26,15,101,63,166,6,3,50,84,87,171,89,208,7,60,21,95,103,186,58,228,322,29,4,5,6,7,0.895325874
"Neto2","ENSMUSG00000036902","ENSMUSG00000036902",6.379210866,-1.438618971,0.07282398,NA,"Neto2 | ENSMUSG00000036902",0,6,1,21,1,0,24,11,20,16,26,0,18,7,1,40,0,3,8,7,5,8,1,2,2,4,6,1,3,21,37,0,2,13,13,14,42,23,19,4,16,3,14,20,35,23,28,58,0,2,4,2,1,0,6,1,21,1,0,24,11,20,16,26,0,18,7,1,40,0,3,8,7,5,8,1,2,2,4,6,1,3,21,37,0,2,13,13,14,42,23,19,4,16,3,14,20,35,23,28,58,0,2,4,2,1,1.438618971
"Rsrp1","ENSMUSG00000037266","ENSMUSG00000037266",6.061546589,1.758088221,0.07282398,NA,"Rsrp1 | ENSMUSG00000037266",1,2,0,20,18,8,97,5,9,8,10,0,5,2,1,14,1,2,4,1,3,1,1,2,1,5,6,4,2,15,21,0,0,3,7,7,12,11,9,5,4,1,4,13,8,6,27,75,0,1,7,0,3,1,2,0,20,18,8,97,5,9,8,10,0,5,2,1,14,1,2,4,1,3,1,1,2,1,5,6,4,2,15,21,0,0,3,7,7,12,11,9,5,4,1,4,13,8,6,27,75,0,1,7,0,3,-1.758088221
"Shank1","ENSMUSG00000038738","ENSMUSG00000038738",10.66447713,1.35376947,0.07282398,NA,"Shank1 | ENSMUSG00000038738",0,12,1,42,14,19,37,8,25,16,17,1,9,4,0,21,1,19,11,2,6,4,1,0,7,12,2,2,27,18,32,2,0,14,12,19,35,31,48,19,14,2,35,30,71,26,39,55,4,2,11,1,0,0,12,1,42,14,19,37,8,25,16,17,1,9,4,0,21,1,19,11,2,6,4,1,0,7,12,2,2,27,18,32,2,0,14,12,19,35,31,48,19,14,2,35,30,71,26,39,55,4,2,11,1,0,-1.35376947
"Atp6v1g1","ENSMUSG00000039105","ENSMUSG00000039105",7.289035962,-1.099190178,0.07282398,NA,"Atp6v1g1 | ENSMUSG00000039105",0,9,0,34,0,1,49,12,14,13,16,1,23,4,4,30,4,12,23,6,4,5,2,0,1,6,5,8,20,18,31,0,1,11,9,27,21,45,32,3,10,1,14,22,32,16,62,62,10,2,2,2,2,0,9,0,34,0,1,49,12,14,13,16,1,23,4,4,30,4,12,23,6,4,5,2,0,1,6,5,8,20,18,31,0,1,11,9,27,21,45,32,3,10,1,14,22,32,16,62,62,10,2,2,2,2,1.099190178
"Srrm2","ENSMUSG00000039218","ENSMUSG00000039218",9.611676374,1.642522094,0.07282398,NA,"Srrm2 | ENSMUSG00000039218",1,3,0,48,21,15,38,9,20,15,16,0,5,2,0,14,2,5,8,0,7,9,2,1,4,10,4,6,9,18,39,2,1,13,18,15,15,30,32,13,16,0,9,24,34,16,45,69,0,0,14,0,1,1,3,0,48,21,15,38,9,20,15,16,0,5,2,0,14,2,5,8,0,7,9,2,1,4,10,4,6,9,18,39,2,1,13,18,15,15,30,32,13,16,0,9,24,34,16,45,69,0,0,14,0,1,-1.642522094
"Pde9a","ENSMUSG00000041119","ENSMUSG00000041119",24.29635381,1.446104781,0.07282398,NA,"Pde9a | ENSMUSG00000041119",5,16,5,154,9,51,44,21,95,45,55,1,28,17,4,38,9,37,48,11,17,15,3,1,17,37,3,4,34,18,94,1,0,46,35,79,17,20,77,24,22,5,7,53,64,37,39,92,6,4,49,7,8,5,16,5,154,9,51,44,21,95,45,55,1,28,17,4,38,9,37,48,11,17,15,3,1,17,37,3,4,34,18,94,1,0,46,35,79,17,20,77,24,22,5,7,53,64,37,39,92,6,4,49,7,8,-1.446104781
"Ptchd4","ENSMUSG00000042256","ENSMUSG00000042256",9.47674801,1.667294233,0.07282398,NA,"Ptchd4 | ENSMUSG00000042256",1,7,2,46,20,13,15,2,18,18,21,0,11,1,2,10,2,12,11,5,7,9,0,1,13,7,4,1,14,25,36,0,2,31,8,13,4,15,19,10,4,1,10,14,21,10,41,20,0,1,21,3,1,1,7,2,46,20,13,15,2,18,18,21,0,11,1,2,10,2,12,11,5,7,9,0,1,13,7,4,1,14,25,36,0,2,31,8,13,4,15,19,10,4,1,10,14,21,10,41,20,0,1,21,3,1,-1.667294233
"Tubb2b","ENSMUSG00000045136","ENSMUSG00000045136",13.32609021,-2.324256122,0.07282398,NA,"Tubb2b | ENSMUSG00000045136",2,9,1,16,0,0,162,15,25,19,7,2,26,5,4,28,8,2,5,3,14,5,1,1,3,13,15,28,7,32,71,1,5,10,4,9,50,10,22,1,57,14,54,43,66,21,26,339,1,0,0,2,3,2,9,1,16,0,0,162,15,25,19,7,2,26,5,4,28,8,2,5,3,14,5,1,1,3,13,15,28,7,32,71,1,5,10,4,9,50,10,22,1,57,14,54,43,66,21,26,339,1,0,0,2,3,2.324256122
"Cltb","ENSMUSG00000047547","ENSMUSG00000047547",19.11145384,-0.971007837,0.07282398,NA,"Cltb | ENSMUSG00000047547",4,17,0,85,6,3,185,24,75,44,38,3,61,5,3,75,6,32,38,12,12,10,4,1,2,13,20,9,46,60,88,6,3,22,48,53,80,129,102,5,30,9,31,66,115,31,202,172,9,3,5,3,7,4,17,0,85,6,3,185,24,75,44,38,3,61,5,3,75,6,32,38,12,12,10,4,1,2,13,20,9,46,60,88,6,3,22,48,53,80,129,102,5,30,9,31,66,115,31,202,172,9,3,5,3,7,0.971007837
"Marcksl1","ENSMUSG00000047945","ENSMUSG00000047945",8.88477568,-2.511073183,0.07282398,NA,"Marcksl1 | ENSMUSG00000047945",0,5,1,15,0,0,142,3,8,17,3,2,11,9,3,9,4,5,3,4,4,5,2,0,4,1,14,18,28,3,47,1,0,11,11,8,44,7,10,4,36,7,48,11,58,14,18,180,1,0,0,1,4,0,5,1,15,0,0,142,3,8,17,3,2,11,9,3,9,4,5,3,4,4,5,2,0,4,1,14,18,28,3,47,1,0,11,11,8,44,7,10,4,36,7,48,11,58,14,18,180,1,0,0,1,4,2.511073183
"Mllt11","ENSMUSG00000053192","ENSMUSG00000053192",16.51398876,-1.027537072,0.07282398,NA,"Mllt11 | ENSMUSG00000053192",2,12,3,115,2,0,105,34,71,33,34,0,58,9,2,70,10,31,47,10,3,12,1,3,4,6,13,11,63,46,83,5,1,26,34,50,77,98,108,8,31,8,29,83,125,25,154,166,6,4,1,1,3,2,12,3,115,2,0,105,34,71,33,34,0,58,9,2,70,10,31,47,10,3,12,1,3,4,6,13,11,63,46,83,5,1,26,34,50,77,98,108,8,31,8,29,83,125,25,154,166,6,4,1,1,3,1.027537072
"Marcks","ENSMUSG00000069662","ENSMUSG00000069662",16.97156172,-2.792029049,0.07282398,NA,"Marcks | ENSMUSG00000069662",1,3,1,28,0,1,375,11,6,37,5,1,23,20,5,25,1,2,8,6,16,15,2,1,5,13,44,50,6,29,78,2,4,8,5,19,9,109,11,2,9,17,13,3,21,1,38,363,3,0,0,2,13,1,3,1,28,0,1,375,11,6,37,5,1,23,20,5,25,1,2,8,6,16,15,2,1,5,13,44,50,6,29,78,2,4,8,5,19,9,109,11,2,9,17,13,3,21,1,38,363,3,0,0,2,13,2.792029049
"Chchd2","ENSMUSG00000070493","ENSMUSG00000070493",21.16702355,-0.871004693,0.07282398,NA,"Chchd2 | ENSMUSG00000070493",2,30,2,153,2,0,80,46,108,42,57,6,70,12,7,135,4,43,73,14,10,5,7,5,10,14,20,10,98,71,107,3,4,64,64,107,94,92,92,4,18,6,26,59,127,39,188,129,12,1,3,2,5,2,30,2,153,2,0,80,46,108,42,57,6,70,12,7,135,4,43,73,14,10,5,7,5,10,14,20,10,98,71,107,3,4,64,64,107,94,92,92,4,18,6,26,59,127,39,188,129,12,1,3,2,5,0.871004693
"Paxbp1","ENSMUSG00000022974","ENSMUSG00000022974",35.99184284,2.383452561,0.079319939,NA,"Paxbp1 | ENSMUSG00000022974",2,2,2,167,38,122,34,30,58,47,67,0,24,0,1,36,3,27,47,2,28,32,2,0,62,35,4,2,31,19,109,0,0,47,46,53,22,14,92,72,13,2,17,53,61,51,65,70,0,1,81,1,2,2,2,2,167,38,122,34,30,58,47,67,0,24,0,1,36,3,27,47,2,28,32,2,0,62,35,4,2,31,19,109,0,0,47,46,53,22,14,92,72,13,2,17,53,61,51,65,70,0,1,81,1,2,-2.383452561
"Tspan11","ENSMUSG00000030351","ENSMUSG00000030351",9.495861394,0.871427633,0.079833482,NA,"Tspan11 | ENSMUSG00000030351",9,22,4,97,6,3,15,19,26,11,27,3,19,8,3,18,1,20,19,7,6,5,9,2,3,6,0,1,23,2,50,2,1,22,27,25,33,37,36,8,10,1,11,22,47,12,51,23,4,3,5,0,3,9,22,4,97,6,3,15,19,26,11,27,3,19,8,3,18,1,20,19,7,6,5,9,2,3,6,0,1,23,2,50,2,1,22,27,25,33,37,36,8,10,1,11,22,47,12,51,23,4,3,5,0,3,-0.871427633
"Tmem200b","ENSMUSG00000070720","ENSMUSG00000070720",9.240539922,0.777319141,0.079833482,NA,"Tmem200b | ENSMUSG00000070720",6,28,3,78,8,5,10,15,29,28,21,2,14,4,5,27,2,25,19,4,3,3,0,1,2,8,0,0,18,43,59,0,1,29,27,28,21,35,37,9,15,3,18,19,34,17,61,43,4,2,8,1,4,6,28,3,78,8,5,10,15,29,28,21,2,14,4,5,27,2,25,19,4,3,3,0,1,2,8,0,0,18,43,59,0,1,29,27,28,21,35,37,9,15,3,18,19,34,17,61,43,4,2,8,1,4,-0.777319141
"Tubb4a","ENSMUSG00000062591","ENSMUSG00000062591",26.10637518,-1.134248286,0.08179584,NA,"Tubb4a | ENSMUSG00000062591",5,42,1,138,1,0,270,31,61,35,78,4,48,10,12,96,12,32,64,10,9,26,3,5,8,11,55,25,71,69,175,4,9,50,47,57,69,73,93,4,33,12,51,95,112,40,142,211,20,6,3,2,7,5,42,1,138,1,0,270,31,61,35,78,4,48,10,12,96,12,32,64,10,9,26,3,5,8,11,55,25,71,69,175,4,9,50,47,57,69,73,93,4,33,12,51,95,112,40,142,211,20,6,3,2,7,1.134248286
"Cacna1g","ENSMUSG00000020866","ENSMUSG00000020866",64.58626473,0.62637781,0.083128136,NA,"Cacna1g | ENSMUSG00000020866",22,115,22,402,51,35,121,84,228,132,164,10,123,61,15,186,21,110,118,40,38,29,18,20,33,47,8,6,112,181,278,11,20,166,140,127,169,251,243,59,89,7,101,209,200,127,313,274,25,25,48,8,22,22,115,22,402,51,35,121,84,228,132,164,10,123,61,15,186,21,110,118,40,38,29,18,20,33,47,8,6,112,181,278,11,20,166,140,127,169,251,243,59,89,7,101,209,200,127,313,274,25,25,48,8,22,-0.62637781
"Tm9sf3","ENSMUSG00000025016","ENSMUSG00000025016",7.953276401,0.617168605,0.083516922,NA,"Tm9sf3 | ENSMUSG00000025016",7,25,4,73,2,2,40,13,27,15,23,1,15,4,4,27,3,23,25,5,1,2,2,3,1,4,2,6,23,22,43,0,0,20,14,21,23,24,28,2,10,4,11,25,19,15,38,40,4,5,1,2,2,7,25,4,73,2,2,40,13,27,15,23,1,15,4,4,27,3,23,25,5,1,2,2,3,1,4,2,6,23,22,43,0,0,20,14,21,23,24,28,2,10,4,11,25,19,15,38,40,4,5,1,2,2,-0.617168605
"Jmjd1c","ENSMUSG00000037876","ENSMUSG00000037876",6.912164542,1.483004502,0.085471459,NA,"Jmjd1c | ENSMUSG00000037876",3,5,3,35,14,6,37,9,6,12,10,0,6,2,1,8,0,4,8,0,3,13,1,0,9,7,9,6,8,15,23,0,0,4,9,12,15,15,11,11,4,1,6,10,16,8,21,36,1,0,5,1,2,3,5,3,35,14,6,37,9,6,12,10,0,6,2,1,8,0,4,8,0,3,13,1,0,9,7,9,6,8,15,23,0,0,4,9,12,15,15,11,11,4,1,6,10,16,8,21,36,1,0,5,1,2,-1.483004502
