Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value
ENSMUSG00000028438,Kif24,0.04949110045873018,2.2392075706438437,0.00000000000000000000000000000000000000000008579842014557348,0.01047435594125116,-2.2392075706438437,0.00000000000000000000000000000000000000000008579842014557348
ENSMUSG00000028443,Nudt2,0.12637750871965975,-0.2962285280488306,0.08689818507480228,0.15520202343349887,0.2962285280488306,0.08689818507489872
ENSMUSG00000046312,Myorg,1.02877199754031,3.219039340942919,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000944165025381378,0.11046954066039556,-3.219039340942919,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000944165025381378
ENSMUSG00000028439,Fam219a,0.7314489264988923,-1.1226630094617847,0.000000000009858107198327505,1.592744530234573,1.1226630094617847,0.000000000009858107198330307
ENSMUSG00000061322,Dnaic1,0.0650710958050127,1.7425428360045285,0.000000000000000000000000000013469170969257598,0.019440404626962154,-1.7425428360045285,0.00000000000000000000000000001346917096926066
ENSMUSG00000028445,Enho,0.5138502554357568,-0.32841544568505554,0.05219045719760504,0.6452203259810715,0.32841544568505554,0.05219045719760504
ENSMUSG00000028444,Cntfr,0.9928627145860528,0.6799360288810857,0.000010592915408276316,0.619732726524027,-0.6799360288810857,0.000010592915408278084
ENSMUSG00000036114,Rpp25l,0.15684248103246498,0.1744587056703346,0.3161130029556048,0.13898772043644206,-0.1744587056703346,0.3161130029556048
ENSMUSG00000028447,Dctn3,0.46311391371329025,-0.7896026363365756,0.000001525265770689864,0.800562007493787,0.7896026363365756,0.0000015252657706898613
ENSMUSG00000066224,Arid3c,0.0015637913544595844,-1.5063942309751104,0.0000000479519955038301,0.004510955958698833,1.5063942309751104,0.0000000479519955038301
ENSMUSG00000036078,Sigmar1,0.4493293825147206,-0.5825785048618628,0.0004059173126105204,0.6729005572818179,0.5825785048618628,0.00040591731261063513
ENSMUSG00000036073,Galt,0.1074961760695181,-1.1767485353714489,0.0000000000015579632783413499,0.24306092106871358,1.1767485353714489,0.0000000000015579632783413499
ENSMUSG00000071005,Ccl19,0.05328474244825251,-0.8456228913254122,0.0000005148515536245108,0.09579147653472228,0.8456228913254122,0.0000005148515536245401
ENSMUSG00000094686,Ccl21a,0.0012162821645796769,-0.5984547839638772,0.26613714242051123,0.0018714182615035405,0.5984547839638772,0.26613714242051123
ENSMUSG00000078721,Fam205a1,0.013697653901099694,3.2684139653116198,0.000000000000000000000000000000000000000000000000000005357497341556428,0.0014105466000884895,-3.2684139653116198,0.000000000000000000000000000000000000000000000000000005357497341556428
ENSMUSG00000050141,Fam205c,0.00017375459493995383,-0.7844052093322649,0.24514899975362767,0.00033517939012003714,0.7844052093322649,0.24514899975362714
ENSMUSG00000036062,Phf24,0.15991214554307084,-2.723986956001886,0.00000000000000000000000000000000000000000000000000022928738493230927,1.056694924777182,2.723986956001886,0.0000000000000000000000000000000000000000000000000002292873849324005
ENSMUSG00000036052,Dnajb5,0.18551198919755738,-0.8924143480034528,0.00000006106733609274675,0.34439682334833815,0.8924143480034528,0.00000006106733609270162
ENSMUSG00000028452,Vcp,1.8293752528253038,-0.2731442467457452,0.10969911392428021,2.2106756675367047,0.2731442467457452,0.10969911392435507
ENSMUSG00000028453,Fancg,0.08227280070406813,0.3442560902831535,0.03719098774682937,0.06481531456446218,-0.3442560902831535,0.03719098774682937
ENSMUSG00000028455,Stoml2,0.214500047453373,-0.3554240821059258,0.03548909669245865,0.2744420914687021,0.3554240821059258,0.0354890966924728
ENSMUSG00000036002,Fam214b,0.372616728848731,-0.1916476376898617,0.2785126645848426,0.4255660989890738,0.1916476376898617,0.2785126645848426
ENSMUSG00000028456,Unc13b,0.13324081521978792,0.15590379563758372,0.3744545152556088,0.11960317904116659,-0.15590379563758372,0.37445451525559753
ENSMUSG00000028457,Atp8b5,0.013639735702786376,0.9689548230846103,0.0000000808742891601641,0.006968938152912439,-0.9689548230846103,0.0000000808742891601641
ENSMUSG00000035969,Rusc2,0.7369511553386575,-0.40597952503648654,0.01476911861524251,0.9764613582671982,0.40597952503648654,0.01476911861524251
ENSMUSG00000042788,Fam166b,0.030841440601841803,1.145746913351613,0.000000000018801995870298692,0.013937876305824878,-1.145746913351613,0.00000000001880199587030831
ENSMUSG00000028458,Tesk1,0.27525623748404354,-1.0783052630231897,0.00000000006914910740987797,0.581256925699831,1.0783052630231897,0.00000000006914910740987797
ENSMUSG00000028459,Cd72,0.0015348322553029254,1.9996286384907211,0.0000162287994168096,0.0003770768138850418,-1.9996286384907211,0.0000162287994168096
ENSMUSG00000028460,Sit1,0.00011583639662663588,-1.8739033601713668,0.0036413163645460543,0.0005167348931017239,1.8739033601713668,0.0036413163645460543
ENSMUSG00000028461,Ccdc107,0.3484648401520774,-0.7742464445277831,0.0000024098137533555383,0.5960048188651127,0.7742464445277831,0.000002409813753356223
