"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
6.47590268679074e-09,-0.804725142951843,0.129,0.245,0.000123424229307545,"0","Ptk2"
6.75934815133186e-09,0.586831302390538,0.683,0.53,0.000128826416416234,"0","Eno2"
1.59546156611614e-08,0.809927373133843,0.85,0.652,0.000304079019886075,"0","Chgb"
1.96198136140708e-08,-1.83578302532179,0.257,0.511,0.000373934027670575,"0","Ptn"
2.07818262231109e-08,0.650327774188328,0.612,0.475,0.00039608082598627,"0","Ablim1"
2.89834136608701e-08,0.627180832858144,0.834,0.682,0.000552394880962523,"0","Rims1"
3.41751536453192e-08,0.571333127361545,0.505,0.412,0.00065134425332614,"0","Trim62"
4.85232866152473e-08,0.874013577782729,0.621,0.424,0.000924805319599998,"0","Nptx1"
6.99978960127892e-08,-1.14104091505948,0.069,0.172,0.00133408990010775,"0","Atat1"
8.3761535230195e-08,0.981417363655633,0.226,0.149,0.00159641109995229,"0","Atp2b4"
8.67516477927197e-08,0.639457439231357,0.8,0.664,0.00165339965528144,"0","Bmp1"
9.82954378061864e-08,0.805182986646335,0.638,0.476,0.00187341274914811,"0","Syt1"
1.02269974605311e-07,0.70612476475148,0.874,0.713,0.00194916344600263,"0","Olfm1"
1.1613154828513e-07,-2.2896520024164,0.029,0.109,0.0022133511787663,"0","Dcc"
1.39506799299093e-07,0.885714356147318,0.642,0.445,0.00265886008784141,"0","Syt4"
1.65372994300801e-07,0.773635356493039,0.839,0.67,0.00315184389837896,"0","Ackr1"
2.02321748249787e-07,-1.39843954212879,0.168,0.35,0.00385605019989269,"0","Scrt2"
2.34826978430373e-07,0.553769746626186,0.751,0.608,0.00447556738190447,"0","Camk4"
2.95993979100228e-07,0.597315164624291,0.568,0.436,0.00564134924767125,"0","Crhr1"
4.15525220627109e-07,0.269264054889965,0.907,0.74,0.00791949517993207,"0","Atp1b1"
5.54466165932413e-07,-1.72847583808292,0.137,0.34,0.0105675706565059,"0","Cd9"
5.85440014809906e-07,0.779354937151398,0.639,0.44,0.011157901242262,"0","Gabrd"
6.24232906389416e-07,0.815725834727497,0.372,0.266,0.0118972549628759,"0","Rasgrf1"
6.53868540218504e-07,0.653507411625523,0.768,0.555,0.0124620805080245,"0","Rnf112"
6.68363864338436e-07,0.763545912615455,0.584,0.407,0.0127383468904262,"0","Epb41l4b"
8.01687190126702e-07,-1.33807867267834,0.068,0.173,0.0152793561566248,"0","Gdpd5"
8.33130892523465e-07,-1.60743586476867,0.295,0.497,0.0158786416806047,"0","Tubb2b"
8.69023902927957e-07,-1.90859177471007,0.197,0.423,0.0165627265659039,"0","Basp1"
1.0573322527535e-06,-1.00729662943743,0.115,0.233,0.0201516954052289,"0","Mex3d"
1.06754581990889e-06,-0.634780886794193,0.305,0.462,0.0203463557816436,"0","Bcl7a"
1.1623405857109e-06,-1.98307644237981,0.027,0.115,0.022153049223064,"0","Nsmf"
1.18369947629271e-06,0.78019398658552,0.346,0.242,0.0225601283186627,"0","Kcnh1"
1.25702726814785e-06,0.653989909435153,0.527,0.357,0.0239576827036298,"0","Kndc1"
1.28726332606311e-06,-2.38930853512951,0.036,0.126,0.0245339517314367,"0","Sfrp1"
1.35144740030839e-06,-2.15637210648822,0.057,0.227,0.0257572360024775,"0","Myo16"
1.4825938459019e-06,-1.40813596586544,0.152,0.334,0.0282567561090442,"0","Cd63"
1.642343703011e-06,-2.28568061335328,0.041,0.162,0.0313014286356866,"0","Adgrg1"
1.74535841124886e-06,-1.32762351413178,0.102,0.27,0.0332647859599921,"0","Fnbp1l"
1.80258222058586e-06,-1.87918423435576,0.038,0.13,0.034355414542146,"0","Igdcc4"
1.87468672858994e-06,0.629892960899403,0.792,0.662,0.0357296543601957,"0","Sez6l2"
2.27726550389884e-06,0.388762439409012,0.657,0.587,0.043402403238808,"0","Dgkd"
2.48075120271176e-06,0.415917896214639,0.818,0.75,0.0472806371724834,"0","Kcnc3"
2.57758447266884e-06,0.562211331778894,0.506,0.406,0.0491261824645954,"0","Kcnk10"
2.73267773966318e-06,-2.54834634208954,0.07,0.256,0.0520821050402406,"0","Sox11"
2.73953572860908e-06,0.473235502177681,0.743,0.596,0.0522128114515604,"0","Dnm1"
2.9152429707638e-06,-0.879360765481002,0.275,0.456,0.0555616157797872,"0","Dbn1"
2.93010250491597e-06,-1.45265470010301,0.208,0.401,0.0558448236411935,"0","Stmn1"
2.93661074192014e-06,0.379626190086868,0.657,0.59,0.055968864130256,"0","Lrp8"
3.01469936840629e-06,0.405400267281067,0.75,0.655,0.0574571552624556,"0","Mpp3"
3.43019528997742e-06,-0.440312841580784,0.507,0.618,0.0653760920316797,"0","Brsk2"
3.93679328044062e-06,-2.34677707645358,0.026,0.107,0.0750313431319178,"0","Nhlh1"
3.96207439509208e-06,-1.20510454279933,0.066,0.178,0.07551317589606,"0","Hdgfl3"
3.98320405469648e-06,0.675456325260949,0.436,0.311,0.0759158860784603,"0","Gabra1"
4.0346445711193e-06,-0.824820656745234,0.139,0.252,0.0768962908809628,"0","Trim67"
4.04394485553227e-06,0.741994785521491,0.37,0.264,0.0770735450015895,"0","Cacna1i"
4.94280293582571e-06,-1.32492554203994,0.123,0.285,0.0942048811539023,"0","Prdm8"
5.15518840432212e-06,0.441809638867947,0.573,0.464,0.0982527357979753,"0","Diras2"
5.77293605624293e-06,0.571730363553279,0.636,0.505,0.110026388295934,"0","Synpr"
6.64995860233471e-06,-2.68641613665184,0.031,0.144,0.126741561001897,"0","Zeb2"
6.95829604100667e-06,-1.81567593189654,0.057,0.204,0.132618164245546,"0","Pou3f3"
7.01339353216296e-06,0.494176464387055,0.739,0.64,0.133668267329494,"0","Asph"
7.90285881702845e-06,-1.52547867401847,0.05,0.147,0.150620586193745,"0","Pid1"
8.0891540913381e-06,0.776514590947155,0.579,0.43,0.154171187826813,"0","Tmem59l"
1.0257936193497e-05,0.792532167509445,0.575,0.417,0.195506005911859,"0","Scn2b"
1.09293395328287e-05,0.457950101952511,0.406,0.369,0.208302282156183,"0","Gabrb3"
1.26611233580176e-05,-2.45760313160167,0.159,0.341,0.241308350080458,"0","Igfbpl1"
1.2702008616338e-05,-1.13568989504561,0.179,0.322,0.242087582218786,"0","Rcor2"
1.31741082257636e-05,0.545211831824316,0.613,0.51,0.251085328674828,"0","Sv2b"
1.32583843772786e-05,-0.784617759393559,0.175,0.262,0.252691547846552,"0","Clmp"
1.44993525360876e-05,-1.56971068702718,0.21,0.426,0.276343159985293,"0","Marcksl1"
1.50384181975312e-05,0.594716753429769,0.38,0.315,0.286617212426746,"0","Camkk2"
1.74266506296996e-05,-1.97901541531234,0.05,0.178,0.332134534351445,"0","Gpc2"
1.80525699525981e-05,0.821393625880349,0.664,0.482,0.344063930726566,"0","Gabrb2"
2.15092769955604e-05,0.360832339388299,0.828,0.726,0.409945310258386,"0","Jph4"
2.1670723738717e-05,0.704919885581824,0.417,0.309,0.413022323736207,"0","Lurap1"
2.21326931080291e-05,-2.08446470716136,0.092,0.226,0.421826997945926,"0","Adgrb1"
2.23440075176725e-05,-0.731161197617246,0.175,0.275,0.42585443927932,"0","Agrn"
2.43543678560291e-05,0.562479760199341,0.755,0.643,0.464169896968059,"0","Adam22"
2.65005045291886e-05,0.556298652557365,0.848,0.657,0.505073115821806,"0","Ppfia4"
2.74054941637848e-05,0.862994847922144,0.677,0.476,0.522321313267574,"0","Scn2a"
2.94898974970941e-05,-1.29350501214578,0.205,0.401,0.562047956397117,"0","Plppr3"
3.0430457706603e-05,-0.864608445476024,0.085,0.173,0.579974093430147,"0","Smox"
3.19411186399951e-05,0.497708675110139,0.26,0.218,0.608765780159666,"0","Iqsec2"
3.65800229506676e-05,-0.57176047969844,0.49,0.624,0.697178657416774,"0","Srsf6"
3.85396753627998e-05,-0.678689597933211,0.054,0.101,0.734527672739601,"0","Plod2"
3.91419243279522e-05,-1.67443404756489,0.061,0.21,0.74600593576644,"0","Dpysl3"
4.31435334978908e-05,-2.06410007536394,0.042,0.163,0.822272604936301,"0","Plxnb1"
4.39316082527953e-05,-0.780947401852908,0.714,0.825,0.837292521690026,"0","Ptprs"
4.44023733626342e-05,-1.59049614048813,0.07,0.163,0.846264833918446,"0","Ptprz1"
4.64042670118319e-05,-0.999491465331262,0.133,0.26,0.884418924978503,"0","Plxna3"
4.6743251154859e-05,0.5974721901909,0.796,0.657,0.890879623760457,"0","Kcnk9"
4.83085876970577e-05,0.690590792078098,0.483,0.366,0.920713372918224,"0","Scn1b"
4.97355752006834e-05,-1.39745750409303,0.055,0.154,0.947910327749825,"0","Plekha6"
5.06131921750439e-05,-1.44070022702342,0.039,0.121,0.964636829664162,"0","Ctxn1"
5.22107185064e-05,0.669762604122319,0.567,0.404,0.995084084013477,"0","Etv1"
5.46215551027201e-05,-2.04920145503755,0.125,0.273,1,"0","Slc6a1"
5.65815542186766e-05,-0.477576119606878,0.335,0.466,1,"0","Evl"
5.67720053271898e-05,-2.48706760926031,0.039,0.131,1,"0","Kit"
5.89876797558601e-05,-0.991218536711495,0.06,0.132,1,"0","Sema4b"
5.95432334690811e-05,0.370626303433343,0.825,0.728,1,"0","Rbfox3"
6.44040354580164e-05,0.686144718887478,0.624,0.492,1,"0","Nptxr"
6.45662618162421e-05,0.486529648344951,0.549,0.454,1,"0","Eps8"
6.62217634584838e-05,0.467134715692773,0.439,0.374,1,"0","Dusp5"
6.72881073287052e-05,0.66089382029706,0.448,0.322,1,"0","Vsnl1"
6.93383764076612e-05,-1.27782431299737,0.115,0.272,1,"0","Afap1"
7.10748103441582e-05,-1.75131898956045,0.046,0.151,1,"0","Egfr"
7.12106659584201e-05,-1.22285747088237,0.111,0.248,1,"0","Nkd1"
7.49707231560443e-05,-0.469585925824868,0.129,0.208,1,"0","Zfp704"
7.49781450148879e-05,0.259491218922854,0.835,0.632,1,"0","mt-Cytb"
7.61644148335899e-05,-1.18512997005468,0.144,0.302,1,"0","Tmsb10"
7.77740554834686e-05,-1.86092278279331,0.086,0.241,1,"0","Insm1"
7.92023303081449e-05,0.51126120789219,0.676,0.594,1,"0","Nptn"
8.10747447810073e-05,0.423564200947992,0.726,0.582,1,"0","Eef1a2"
8.19552680927755e-05,-0.571353215689488,0.058,0.102,1,"0","Trp53inp1"
8.22348843034772e-05,-0.726887418329352,0.14,0.241,1,"0","Hipk2"
8.69511770017733e-05,-2.567855034346,0.026,0.125,1,"0","Rassf4"
8.7541180992681e-05,-0.323572065861506,0.282,0.395,1,"0","Eif4g2"
9.11846336558579e-05,0.298928870828804,0.889,0.672,1,"0","mt-Co3"
9.21363661512889e-05,-0.722521376863664,0.09,0.169,1,"0","Cxadr"
9.6725049975235e-05,-1.08721765474958,0.097,0.225,1,"0","Clip2"
9.97452876860835e-05,-0.949013317225493,0.048,0.114,1,"0","Dach1"
0.000106261725470769,0.496163409022779,0.412,0.338,1,"0","Cadps2"
0.000108622385483587,0.261792551997603,0.95,0.776,1,"0","mt-Co2"
0.000112915070087742,0.504201898663484,0.508,0.41,1,"0","Gas7"
0.000116140041060484,-1.31950668983349,0.063,0.175,1,"0","Cotl1"
0.000118646164337069,-2.95646019319995,0.021,0.124,1,"0","Ntn1"
0.000120615850722708,0.720764261074501,0.503,0.366,1,"0","Mical2"
0.000121087365838972,-0.505824300063728,0.078,0.138,1,"0","Prxl2a"
0.000124595908088802,-1.71921303549904,0.057,0.161,1,"0","Gria3"
0.000125183942970881,0.254913610509453,0.968,0.944,1,"0","App"
0.000127439731022261,0.532058484260192,0.424,0.319,1,"0","Calb2"
0.000127783763641109,-1.34694071383711,0.089,0.244,1,"0","Ccdc88a"
0.000128361739417754,-2.10609917868397,0.042,0.137,1,"0","Gad1"
0.000131649363218731,-1.88654419269427,0.07,0.214,1,"0","Luzp2"
0.00013494707892948,0.48742069284913,0.721,0.612,1,"0","Stxbp5l"
0.000136416772061931,-2.0510564228869,0.035,0.108,1,"0","Tril"
0.000137806824375783,0.594304899930539,0.527,0.434,1,"0","Slc8a1"
0.000145507995518274,-0.443174544905306,0.11,0.175,1,"0","Brd9"
0.000146314989804719,0.398748073602162,0.528,0.469,1,"0","Clip1"
0.000150705050577605,0.955152657869581,0.333,0.217,1,"0","Olfm3"
0.000155659833568262,0.271008552982436,0.896,0.693,1,"0","mt-Atp6"
0.000164843152037017,0.747010946909436,0.529,0.399,1,"0","Kcnd2"
0.000177288809190456,-1.1713865342606,0.05,0.125,1,"0","Rnf165"
0.000178936137481708,0.263306572738405,0.773,0.717,1,"0","Cd47"
0.000179680081742194,0.309994639378202,0.706,0.653,1,"0","Snrpn"
0.000181872465622134,-1.0302872566886,0.062,0.145,1,"0","Cdk14"
0.000185928009104661,0.594414381676983,0.501,0.388,1,"0","Slc12a5"
0.000190622378049431,-0.533543031532128,0.144,0.221,1,"0","Ptbp1"
0.00020483076770289,-1.03480412937422,0.079,0.174,1,"0","Klf12"
0.00020641550286548,0.780416174958102,0.165,0.129,1,"0","Tmem56"
0.000210120090716192,0.943257252807618,0.119,0.075,1,"0","Car9"
0.000214403861917054,0.423447336003812,0.686,0.607,1,"0","Tmem145"
0.000228673437074748,0.522567361335794,0.671,0.573,1,"0","Pclo"
0.000232194297973536,-1.13512397117548,0.361,0.52,1,"0","Tmsb4x"
0.000245862923751023,0.519260229991572,0.685,0.598,1,"0","Abhd16a"
0.00025719942941989,0.648504004125724,0.569,0.452,1,"0","Frrs1l"
0.000259703380371374,-1.1467791812168,0.136,0.292,1,"0","Dcx"
0.000261707768063029,-1.49687043591271,0.042,0.123,1,"0","Plppr1"
0.000265125399990552,0.497425724818369,0.641,0.54,1,"0","Ndrg3"
0.000279184717924352,0.629071729988413,0.426,0.312,1,"0","Speg"
0.000281316013434729,-1.18612432881748,0.045,0.106,1,"0","Utp14b"
0.000285499283162429,-0.70762368909833,0.092,0.168,1,"0","Ppp2r2b"
0.00029956697334119,-1.30955571693232,0.078,0.171,1,"0","Cog7"
0.000305877898387565,-1.82731233687725,0.032,0.102,1,"0","Slc32a1"
0.000310975702508886,-0.986969086884932,0.041,0.102,1,"0","Rsu1"
0.000312724553476443,0.433367481868392,0.526,0.462,1,"0","Pcdh9"
0.000318035794221187,-0.979865974988494,0.117,0.234,1,"0","Cyp51"
0.000328245094449751,-0.47326641227311,0.185,0.284,1,"0","Plcg1"
0.000338150101157813,0.395813049338587,0.791,0.701,1,"0","Cacna1e"
0.00034289910496751,0.539370655284591,0.664,0.583,1,"0","Tmem181a"
0.00035705859143325,-2.34612976277896,0.055,0.171,1,"0","Ccnd2"
0.000360374199257839,-0.589610394725998,0.099,0.175,1,"0","Aff3"
0.00037810098992579,-0.485866184419709,0.133,0.221,1,"0","Ubxn1"
0.000380770699775569,-1.44999874073212,0.053,0.108,1,"0","Selenop"
0.000382292378680047,-0.464340339520481,0.236,0.354,1,"0","Cfl1"
0.000394040732675095,-0.399428672696606,0.143,0.212,1,"0","Zkscan3"
0.000394499022159188,-1.90291456460305,0.038,0.135,1,"0","Nnat"
0.000414077941387704,0.472928750657156,0.418,0.366,1,"0","Pcca"
0.000421215615043629,0.661127274408464,0.52,0.385,1,"0","Plch2"
0.000440969313686015,0.686420450232532,0.449,0.335,1,"0","Igfbp5"
0.00046504685896196,0.327984315667512,0.644,0.601,1,"0","Ppp3ca"
0.000480332956615111,0.686448102969205,0.445,0.342,1,"0","Lrrtm3"
0.000487905315615994,-0.282055479726407,0.21,0.279,1,"0","Rnf215"
0.000490479532612685,-0.499438879549543,0.061,0.11,1,"0","Rtn2"
0.000492722830197609,-1.63955561486773,0.031,0.101,1,"0","Ptprm"
0.000523884040312745,0.497992541511728,0.628,0.535,1,"0","Negr1"
0.000552852937930371,-1.10623879563023,0.238,0.371,1,"0","Qk"
0.00055898140933411,-2.02651382222288,0.044,0.154,1,"0","Slc24a3"
0.000562557325920164,-2.49813661841982,0.081,0.175,1,"0","Bcan"
0.000569751554102248,0.337262847808068,0.832,0.709,1,"0","Atp1a3"
0.000583391776369861,-0.312353419180606,0.141,0.215,1,"0","Cmip"
0.000586882535325386,0.539310472453062,0.775,0.672,1,"0","Erc1"
0.000589057670459587,0.448113011113202,0.534,0.453,1,"0","Smarcd3"
0.000612572296531036,-0.850909778809158,0.125,0.249,1,"0","Hnrnpa1"
0.00063712382979701,-0.901928905367366,0.113,0.215,1,"0","Arhgap33"
0.000637822871723548,-0.613912716272923,0.284,0.403,1,"0","Celf3"
0.000642568822485328,0.252902425597077,0.518,0.491,1,"0","Stmn3"
0.000674259228472744,-0.505015831594861,0.066,0.114,1,"0","Znrf2"
0.000674880706535573,-0.276381083591863,0.298,0.401,1,"0","Trir"
0.000719980656387305,-0.922060741782782,0.051,0.105,1,"0","Cxcl14"
0.000732662842154003,-0.831442307312902,0.07,0.149,1,"0","Fdft1"
0.000737172910720814,0.28622329715131,0.608,0.571,1,"0","Stx1b"
0.000779944900619578,-0.341753776369028,0.387,0.504,1,"0","Soga3"
0.000805052910307727,-0.648434019617456,0.168,0.276,1,"0","Nasp"
0.000808853255535204,0.426757643311188,0.332,0.28,1,"0","Slc4a10"
0.000825045272955865,0.352582410780056,0.666,0.59,1,"0","Ryr2"
0.000829025551670378,0.338286472937393,0.553,0.506,1,"0","Agap2"
0.000841548326496761,0.343686171189472,0.699,0.65,1,"0","Scg5"
0.000903582425033271,-1.59960585887236,0.055,0.143,1,"0","Cttnbp2"
0.000925291742602956,0.78855485280576,0.212,0.154,1,"0","Csmd3"
0.000934746745737965,-0.273070191096969,0.321,0.432,1,"0","Dctn2"
0.000977561976551641,-0.518787148372074,0.097,0.157,1,"0","Plod3"
0.000980727512360454,-0.284059308109953,0.103,0.164,1,"0","Psma4"
0.000981424434193116,-0.478103312769621,0.064,0.122,1,"0","Btf3"
0.000988898248459746,-0.586054873876926,0.169,0.278,1,"0","Grin2b"
0.00103115775688803,-0.361120608472666,0.09,0.133,1,"0","Abcb10"
0.00106440930960175,-0.39304776710802,0.254,0.364,1,"0","Ehmt2"
0.00106528604710843,-0.603341121291999,0.061,0.114,1,"0","Kcna6"
0.00109331717391162,-1.54948204709177,0.086,0.207,1,"0","Barhl1"
0.00110344088581292,0.544611687128126,0.593,0.486,1,"0","Selenom"
0.00114353228759493,0.365734217261954,0.429,0.37,1,"0","Rph3a"
0.00116792514498878,-0.294877508232676,0.099,0.149,1,"0","Mier1"
0.00117339348023371,-0.287509010943858,0.104,0.162,1,"0","Maea"
0.00117561151357821,0.631618857434299,0.757,0.591,1,"0","Igsf9b"
0.00118426936214404,-0.42668866396436,0.089,0.142,1,"0","Sae1"
0.00120696234925272,0.455895515662705,0.695,0.582,1,"0","Car10"
0.00121444094658199,-0.61294147297207,0.165,0.284,1,"0","Akt1"
0.00122153666934161,-0.347405871680286,0.068,0.109,1,"0","Vezf1"
0.00122930150332303,0.552360926706467,0.379,0.315,1,"0","Kctd8"
0.00123020990732196,0.535281958039456,0.669,0.55,1,"0","Atp2b2"
0.00123494676904116,0.303668253487704,0.456,0.421,1,"0","Pacsin1"
0.0012363838370844,0.561219094501731,0.28,0.229,1,"0","Tiam1"
0.00126409199676611,0.544999695157094,0.436,0.366,1,"0","Dpp6"
0.00126820293282553,-0.391038785880369,0.134,0.195,1,"0","Ptpn12"
0.00130355981259223,0.443960693806659,0.537,0.488,1,"0","Gls"
0.00132478038630895,-1.3275212694061,0.103,0.254,1,"0","Frmd4a"
0.00132612907516217,-1.39508027683424,0.031,0.101,1,"0","Spns2"
0.00132990367470905,-0.256730411726184,0.195,0.247,1,"0","Kcnq2"
0.00134446658524689,0.410327959979636,0.625,0.587,1,"0","Grina"
0.00136086531588665,-0.72109798089668,0.055,0.113,1,"0","Mapkapk2"
0.00138548879123551,0.664012756131007,0.399,0.298,1,"0","Prune2"
0.00138985889403767,-0.417319466951177,0.272,0.382,1,"0","Gnb1"
0.00139712410710372,-0.260149150959412,0.072,0.109,1,"0","Riok2"
0.00143156186135416,-0.645577921259902,0.162,0.266,1,"0","Rrbp1"
0.00143292195765445,-0.293261228949161,0.068,0.109,1,"0","Ostc"
0.00144539550922408,-0.500913178921644,0.084,0.152,1,"0","Kctd5"
0.00145214892102354,-0.504835131705126,0.116,0.204,1,"0","Tkt"
0.00153178598589804,-0.375752089267117,0.087,0.139,1,"0","Tsg101"
0.00154627864398675,-0.90574556118617,0.164,0.29,1,"0","Vps37b"
0.00157347095007309,-1.49720959168869,0.054,0.126,1,"0","Mdga1"
0.00157772738995989,0.739138521362413,0.562,0.418,1,"0","Gprc5b"
0.0015849551689511,-0.279796678413371,0.114,0.18,1,"0","Nucks1"
0.00160191994698056,0.561665820181543,0.57,0.433,1,"0","Kcnt1"
0.00160517696909654,-0.284950867468578,0.193,0.271,1,"0","Slc35b2"
0.0016119689608167,-0.321628538107668,0.125,0.18,1,"0","Tssc4"
0.00162063345422179,-0.417439063375989,0.113,0.173,1,"0","Bahcc1"
0.00166207906590589,0.909063042153564,0.13,0.089,1,"0","Svep1"
0.00167527831817679,-2.44337784885913,0.043,0.107,1,"0","Emid1"
0.00170862713383798,0.51652198819077,0.476,0.391,1,"0","Ppip5k1"
0.00171630665006878,-0.290418665825417,0.171,0.251,1,"0","Fam168b"
0.00172349744241341,-0.910130210681877,0.13,0.23,1,"0","Dhcr24"
0.00173362559959822,-0.280419480421407,0.148,0.205,1,"0","Kmt5c"
0.00173529747572051,-0.469978592986474,0.426,0.552,1,"0","Ppib"
0.00177045000646746,-0.654736493622297,0.07,0.129,1,"0","Camk2g"
0.0017706463483795,0.320116850846807,0.592,0.547,1,"0","Itm2c"
0.00178191430732115,-0.329987410018559,0.185,0.278,1,"0","Pafah1b2"
0.00178368777964385,0.816426583703769,0.371,0.247,1,"0","Gprc5c"
0.00179883134501507,-0.520419050492127,0.395,0.528,1,"0","Nfia"
0.00181384138525588,-0.431656097068485,0.191,0.29,1,"0","Mbd3"
0.0018169794430052,0.356750934909536,0.644,0.61,1,"0","Atp6v0a1"
0.00183206999641327,0.622529315557233,0.267,0.225,1,"0","Extl2"
0.00183268972032919,-0.779477379737325,0.151,0.27,1,"0","Dock7"
0.00185599760332477,-1.0285366136561,0.065,0.151,1,"0","Odc1"
0.00188215867650715,-0.473057720047354,0.101,0.17,1,"0","Caprin1"
0.00191820428056389,-0.723511725226584,0.108,0.187,1,"0","Sun2"
0.00193278946733675,0.852673685669012,0.297,0.206,1,"0","Kcnj12"
0.00193865633741221,-0.402669034698533,0.253,0.357,1,"0","Ube2e3"
0.00197872326350217,-0.429009788952434,0.083,0.135,1,"0","Pogk"
0.00200899860086691,-1.9809208827672,0.158,0.245,1,"0","Sparcl1"
0.0020295986766234,-0.792077494271819,0.257,0.417,1,"0","Sema6a"
0.00205544722745453,-0.287485245749433,0.088,0.132,1,"0","Hpf1"
0.00206915465288118,0.426535253428853,0.349,0.31,1,"0","Gabrg2"
0.00208739972195392,0.47886550154398,0.554,0.471,1,"0","Cadm1"
0.00212766949480679,-1.55455969517327,0.045,0.148,1,"0","Nt5dc2"
0.00215285009695697,-0.855880757451866,0.116,0.226,1,"0","Neo1"
0.00217787991346657,-1.27485955281425,0.041,0.119,1,"0","Klf3"
0.00220438000488781,-1.24481376427517,0.052,0.133,1,"0","Pik3c2b"
0.0022240910786739,-0.70020826610006,0.138,0.249,1,"0","Enah"
0.0022502438950057,0.480046096699925,0.564,0.46,1,"0","Ank1"
0.00225233066466183,0.605264188092701,0.497,0.363,1,"0","Phyhip"
0.00230648279030842,0.378623653326837,0.333,0.284,1,"0","Slc9a5"
0.00231032576807405,0.364454686364611,0.518,0.472,1,"0","Slc25a22"
0.0023180602540654,-0.431762469904062,0.099,0.174,1,"0","Fau"
0.00246380315650738,0.268549334694588,0.816,0.607,1,"0","mt-Nd1"
0.00249134152270804,-1.07633455078039,0.061,0.154,1,"0","Maged2"
0.0024979255775819,0.655494938206346,0.457,0.353,1,"0","Fbxw7"
0.00254050763937762,-0.637490508465205,0.1,0.177,1,"0","Smarcc1"
0.00255654684699415,-0.368870206786282,0.356,0.465,1,"0","Arhgef2"
0.00269370908983337,-0.725583249101183,0.092,0.147,1,"0","Adamts2"
0.00270554632796653,-0.644285563865732,0.05,0.1,1,"0","Cttnbp2nl"
0.00271156429376008,-0.544649700392294,0.095,0.155,1,"0","Enox1"
0.00271376175732276,-0.822444500975158,0.058,0.121,1,"0","Pfkfb3"
0.00271520026940638,0.573933970402061,0.611,0.494,1,"0","Sel1l3"
0.00271577508716784,-0.480307575188622,0.39,0.523,1,"0","Nav1"
0.00273234688319152,-0.296876635210095,0.073,0.112,1,"0","Med22"
0.00276574933926352,0.49170662729503,0.463,0.386,1,"0","Shisa8"
0.00277730561823064,0.414634343755758,0.57,0.503,1,"0","Cntnap1"
0.0027825876215504,-0.688926749167563,0.084,0.163,1,"0","Ndst1"
0.00278370135973952,-1.28446004224384,0.068,0.184,1,"0","Bhlhe22"
0.00279940700398625,-0.355096314535979,0.149,0.23,1,"0","Nudc"
0.00282899223444481,0.56927164565418,0.135,0.111,1,"0","Galnt9"
0.00283145208357122,-0.337674277556543,0.178,0.263,1,"0","Cenpb"
0.00284010978391041,-0.947874526106297,0.199,0.361,1,"0","Rhob"
0.0028826279769668,-0.301301002809458,0.125,0.174,1,"0","Tchp"
0.00289452808743738,-1.40555572105376,0.096,0.236,1,"0","Fads2"
