Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value
ENSMUSG00000061024,Rrs1,0.1662993438087314,-0.7617409867698179,0.0031490076023806195,0.33981558399193057,1.067401465569266,0.00009206654556733233,0.06507996059275517,-1.543939487675341,0.0954172610092781
ENSMUSG00000025911,Adhfe1,0.0019976730351163566,-1.8020426071847764,0.00000000002934833476391097,0.00855182294920929,2.1307483979147603,0.00000000000010190730931554048,0.0009761994088913276,-1.3519348909573505,0.27676307015987245
ENSMUSG00000067879,Vxn,0.01757674816314183,-2.5427026849087233,0.000000000000000000000000000031723698524521125,0.126975036174808,2.8769360577506404,0.0000000000000000000000000000000015260898278920005,0.010412793694840827,-1.6267947321879346,0.09154026607958643
ENSMUSG00000025912,Mybl1,0.012450774645950902,-0.08268594855507594,0.797064321475069,0.014889722190755262,0.28909176567510286,0.39584601247188783,0.006670695960757405,-0.9048806537954572,0.4918058643208046
ENSMUSG00000045210,Vcpip1,0.07294974760527334,0.14838803010120794,0.7149226974175544,0.0683277630561189,-0.08016872888573623,0.9332163071421856,0.05629416591273322,-0.3574507204586199,0.9835422470369917
ENSMUSG00000025915,Sgk3,0.012117829140098176,-1.982202123588797,0.00000000000000002188075296248732,0.044929628184932055,1.6797439261763607,0.0000000001478385022333905,0.05889736433644343,1.8269232352549691,0.000060036730262960466
ENSMUSG00000046101,Mcmdc2,0.007789537564012737,1.244920871785812,0.000286936925827543,0.003820103652438668,-0.9616868609390687,0.017134539876661192,0.0011388993103732155,-2.4776512928821246,0.013305090366701135
ENSMUSG00000099032,Tcf24,0.000048554552936855885,-2.8895054484351146,0.00020922271702988407,0.0004775129565548335,3.290925422805511,0.00003984246297863544,0,0.5175951771472409,1
ENSMUSG00000025916,Ppp1r42,0.00041618188231590757,-1.3280019205379467,0.0046339278948006974,0.0012154875257759396,1.5866639937120102,0.0011420488234829417,0.00032539980296377585,-0.12524823965441634,1
ENSMUSG00000025917,Cops5,0.19366330257100234,-0.0859862712539079,0.8182593001944783,0.2165304206632281,0.17016930566063504,0.6611881732462844,0.16432690049670678,-0.25910459526323315,0.950826094615396
ENSMUSG00000056763,Cspp1,0.4009843072466717,0.8090721053075822,0.006894214517492047,0.24648350611984948,-0.6663897515400785,0.06151956512259365,0.16269990148188793,-1.2214473609600556,0.13441289489631814
ENSMUSG00000067851,Arfgef1,0.27363265125800396,0.7005125897120594,0.020758149549625054,0.16001025071464692,-0.7577310382038418,0.03083747225981798,0.19963277911827648,-0.36898724522085313,0.835056464095045
ENSMUSG00000042501,Cpa6,0.0009988365175581783,1.29040364157982,0.016376388222020793,0.0003906924189994092,-1.1717813278646485,0.062404121898703716,0.00032539980296377585,-0.9163013493829197,0.6573070885810087
ENSMUSG00000048960,Prex2,0.026552404091754904,-3.534933215264399,0.000000000000000000000000000000000000000000000000000000000000030122832147370012,0.314724448638413,3.0885391512244063,0.000000000000000000000000000000000000000014655173019048708,0.2819589292681118,2.0898708258858916,0.0000017110734907749178
ENSMUSG00000016918,Sulf1,0.003995346070232713,-3.348861297263782,0.00000000000000000000000000000000000000000000000013012440815906204,0.047230372430150803,3.389609697664917,0.0000000000000000000000000000000000000000000004702516636456383,0.01643269004967068,0.7366415706036973,0.22138889825320468
ENSMUSG00000025938,Slco5a1,0.020684239551100606,1.4435894482711475,0.000006541990679529381,0.005773565747435714,-1.8124406844337475,0.0000012209399618128902,0.014317591330406138,-0.36422339650444524,0.9835422470369917
ENSMUSG00000042414,Prdm14,0.00006936364705265127,1.154888670923338,0.5603708618482214,0,-0.7534686965529431,0.8041074383085117,0,1.306091071953528,1
ENSMUSG00000005886,Ncoa2,0.15861385171529765,0.3898215933291427,0.22851800454433607,0.12528203569247723,-0.3199140440030299,0.4272921762257267,0.1051041363572996,-0.5493643098248469,0.7910548110740228
ENSMUSG00000025935,Tram1,0.14814687737505258,-0.9014116599542656,0.00033350468504877675,0.22516906414999283,0.48140704826462644,0.13357867068663984,0.4698773154796923,1.565670310136548,0.0010774083614002
ENSMUSG00000025937,Lactb2,0.0498447167720352,-0.2983066490445472,0.3211347322460859,0.06641771122989956,0.42416535611467987,0.2033903299411792,0.041976574582327085,-0.30728501595072455,1
ENSMUSG00000067813,Xkr9,0.00003468182352632563,-1.7195804469928024,0.23571706742540366,0.0001302308063331364,2.121000421363199,0.17452503322491167,0,1.595597689148514,1
ENSMUSG00000025932,Eya1,0.006790701046454559,-3.077850388943885,0.00000000000000000000000000000000000000000027915807548874643,0.07023781488233823,3.3500419047003662,0.00000000000000000000000000000000000000000000023249029258739515,0.009111194482985724,-0.7447730106923132,0.6261456347143364
ENSMUSG00000025930,Msc,0.0020184821292321517,-1.6145642759171466,0.000000006928339862453866,0.005165821984547744,1.1493291444216922,0.0003929868449644835,0.009924693990395164,2.0367244172960186,0.00007789152681548505
ENSMUSG00000032769,Trpa1,0.000027745458821060507,-1.9826148528265968,0.17164637984557876,0.0001302308063331364,2.3840348271969933,0.12178147106511415,0,1.7655226905908261,1
ENSMUSG00000092083,Kcnb2,0.062344045970922954,2.0946923457783955,0.00000000004697459767239323,0.016582722673086036,-1.8536662667636898,0.0000002711640780864016,0.006996095763721181,-2.969032984691059,0.0007923554596253339
ENSMUSG00000025925,Terf1,0.1252430011182671,0.7324398459965038,0.015597375914570796,0.0676331987556755,-0.8782282076934997,0.011302439466857743,0.10429063684989015,-0.16771753725132843,1
ENSMUSG00000032719,Sbspon,0.00439765522313809,0.06355532860632884,0.9958480829797743,0.0015627696759976369,-1.578439161527518,0.00021627615614242186,0.013992191527442362,1.818297230239371,0.00034249658715024495
ENSMUSG00000025921,Rdh10,0.0776526028754431,-1.0479884150041796,0.00002137003817465529,0.1756379474746233,1.1578279701318013,0.00001790028516022359,0.10396523704692638,0.19168618546179017,0.7684199588857342
ENSMUSG00000025920,Stau2,0.1968124121471927,1.2122472681523209,0.000045344734799488276,0.09454756539785703,-1.0120924625902887,0.0031249776129324285,0.04880997044456638,-1.8998840574680749,0.030644535369668612
ENSMUSG00000025939,Ube2w,0.18396626471304167,0.8806383945254161,0.00321739889291866,0.10322961915339945,-0.8017717403544107,0.021754058595386108,0.0873698470957738,-0.9818467385079308,0.3846812477225599
ENSMUSG00000079658,Eloc,0.045863243431213015,0.1565258028169385,0.6978219173362497,0.041673858026603644,-0.12816442880319467,0.8279689428790352,0.0390479763556531,-0.20823718655118917,1
ENSMUSG00000025940,Tmem70,0.07004341079376725,0.4218426298130651,0.19209716584533149,0.051658219845477436,-0.42508409807927494,0.2705753939762078,0.05450446699643245,-0.3047899614194507,1
ENSMUSG00000025779,Ly96,0.00741497386992842,-1.6420273027076346,0.000000000011038094387256102,0.018840056649527065,1.1143825425986913,0.00007513840143379595,0.03921067625713499,2.129797076187783,0.0000012471536378984277
ENSMUSG00000042686,Jph1,0.18317551913664146,1.8793801178259817,0.0000000006520818365070472,0.05543491322913839,-1.672635534660683,0.000001103865182738805,0.028472482759330387,-2.531914702320969,0.0032254529578291647
ENSMUSG00000025777,Gdap1,0.11020496243725234,2.0457182429637704,0.00000000007580948139990732,0.030691060025842477,-1.7886045589423563,0.0000005035894511791234,0.011551693005214043,-3.0831002498385125,0.00044260167816998787
ENSMUSG00000067780,Pi15,0.0002150273058632189,-4.812337587912655,0.00000000000000000000000000000000000000000000000018114362253696987,0.0059037965537688504,3.5372084643499795,0.00000000000000000000000000030638579829338475,0.007321495566684957,2.8967672238690794,0.000000024673905255467366
ENSMUSG00000025776,Crispld1,0.001428891129284616,-3.669047712973809,0.00000000000000000000000000000000000000000000056107651172159224,0.012328516332870246,2.031058296050401,0.000000000004165831218100082,0.040349575567508206,3.7859454083442134,0.000000000000000000001112838840440395
ENSMUSG00000025774,Crisp4,0.000020809094115795378,-0.3045429477139585,1,0,0.7059629220843551,1,0,2.765522690590826,1
ENSMUSG00000073735,Defb18,0.000006936364705265127,-2.3045429477139567,0.4273364550561123,0.000043410268777712136,2.7059629220843533,0.3882788664913013,0,3.18056018986967,1
ENSMUSG00000067773,Defb41,0.000055490917642121014,0.8653820537283536,0.5045735666467488,0,-0.4639620793579571,0.7647878818716766,0,1.595597689148514,1
ENSMUSG00000042596,Tfap2d,0.000020809094115795378,-0.3045429477139585,1,0,0.7059629220843551,1,0,2.765522690590826,1
ENSMUSG00000025927,Tfap2b,0.05399959923048901,2.079091861378087,0.00000000008560639312375857,0.014846311921977549,-1.8041870637112183,0.0000006323589701850689,0.004880997044456638,-3.2689656857944644,0.00031198835003350004
ENSMUSG00000043760,Pkhd1,0.0001595363882210979,0.6954570522860415,0.5703063275261725,0.00008682053755542427,-0.29403707791564493,0.9050856008501359,0,0.06508297244973349,1
ENSMUSG00000025929,Il17a,0.000006936364705265127,-2.889505448435113,0.13572681509782514,0.00008682053755542427,3.2909254228055094,0.10801859331858371,0,2.765522690590826,1
ENSMUSG00000041872,Il17f,0.0004716727999580286,1.8039815090642097,0.024146907644802484,0.0001302308063331364,-1.402561534693815,0.12010928916817287,0,-1.404402310851486,0.6624211867710393
ENSMUSG00000041859,Mcm3,0.005937528187706948,-1.8234863989716388,0.00000000000005379362685252553,0.014542440040533565,0.9498037626848372,0.001256837478003054,0.045230572611964844,2.670475481957852,0.0000000000627034739763223
