Feature,Normalized.Dispersion
ENSMUSG00000025927,3.9246016668985026
ENSMUSG00000043760,-0.12032332756586993
ENSMUSG00000025929,-0.5559697859358075
ENSMUSG00000041872,-0.4518938620384307
ENSMUSG00000041859,1.5964883939106185
ENSMUSG00000025931,4.9338523464077015
ENSMUSG00000041809,2.9038108663129707
ENSMUSG00000041779,0.5850430189306465
ENSMUSG00000025933,-0.9430539275924659
ENSMUSG00000025934,-1.0393807655476126
ENSMUSG00000067750,NaN
ENSMUSG00000041722,NaN
ENSMUSG00000085079,NaN
ENSMUSG00000028033,1.2850517595175792
ENSMUSG00000041670,1.022916274331077
ENSMUSG00000026158,0.6000544281895219
ENSMUSG00000026155,-1.2416186037980768
ENSMUSG00000026154,0.6087702789395292
ENSMUSG00000026153,0.2714287942687663
ENSMUSG00000026147,1.030695348892497
ENSMUSG00000026141,8.123830150010916
ENSMUSG00000073725,-1.181624028424541
ENSMUSG00000033569,-0.12250028053089156
ENSMUSG00000048874,-0.9810081234078148
ENSMUSG00000050217,-0.704660577987338
ENSMUSG00000026063,3.386721212467595
ENSMUSG00000026058,7.320612663430633
ENSMUSG00000026134,0.33963641171376957
ENSMUSG00000004768,-1.5128732390611006
ENSMUSG00000042215,-1.0720172409762943
ENSMUSG00000042197,-0.8476606535776013
ENSMUSG00000042182,1.4933742346567547
ENSMUSG00000026131,-1.24901855611603
ENSMUSG00000042111,-0.07402478519834921
ENSMUSG00000026127,-0.43882367194740085
ENSMUSG00000026126,4.001339994663458
ENSMUSG00000026125,10.182275630749025
ENSMUSG00000026124,-0.06859168821931191
ENSMUSG00000037529,-0.7177475204559294
ENSMUSG00000045174,-1.467420450386393
ENSMUSG00000037509,1.5624805648263407
ENSMUSG00000118272,3.6185235994992917
ENSMUSG00000037503,-0.5850331023772362
ENSMUSG00000026123,-0.03484667089243416
ENSMUSG00000045216,0.10543864752516183
ENSMUSG00000037470,-0.6750040672710648
ENSMUSG00000047180,3.4423518352655247
ENSMUSG00000037447,1.1098141657958525
ENSMUSG00000010453,-0.628615836924648
ENSMUSG00000037432,7.700553532517279
ENSMUSG00000001143,0.8154673250665446
ENSMUSG00000037408,-0.21160706541134675
ENSMUSG00000001138,0.04753775820241332
ENSMUSG00000067653,3.08068303367171
ENSMUSG00000079610,2.8800995197011
ENSMUSG00000026121,4.217323725134829
ENSMUSG00000046337,-0.49695453757393243
ENSMUSG00000061518,-0.7063012653667959
ENSMUSG00000037351,-1.1309984536765703
ENSMUSG00000026117,-0.3618551946337251
ENSMUSG00000026116,-0.9179263469454959
ENSMUSG00000050122,0.8461244579577059
ENSMUSG00000026114,0.6496184692608625
ENSMUSG00000026113,0.9799893815801587
ENSMUSG00000026112,-0.8140449330610705
ENSMUSG00000026111,-1.1428385436877369
ENSMUSG00000026110,3.236622843564862
ENSMUSG00000060771,0.39555455698806574
ENSMUSG00000037216,-1.013093723884216
ENSMUSG00000026088,0.2695912361482729
ENSMUSG00000061584,0.2061843534826051
ENSMUSG00000026085,-0.8502092245708627
ENSMUSG00000058407,-1.3339880155844606
ENSMUSG00000026083,-1.7353000332894346
ENSMUSG00000026082,-0.5661371847382295
ENSMUSG00000037138,-0.3247521989918196
ENSMUSG00000048814,-0.31071070487796476
ENSMUSG00000026080,1.5453311346078225
ENSMUSG00000067604,1.1513121116904965
ENSMUSG00000026078,-1.2843846606927454
ENSMUSG00000026077,2.148234225835426
ENSMUSG00000003134,3.4570755849724266
ENSMUSG00000003135,-0.8318699434809195
ENSMUSG00000048234,-0.234069554020884
ENSMUSG00000050967,0.0969127304499015
ENSMUSG00000057173,-0.47248754452320313
ENSMUSG00000026074,0.5516787002298753
ENSMUSG00000026073,-0.9199676936642467
ENSMUSG00000026072,2.9741697135125995
ENSMUSG00000070942,0.7359613354159018
ENSMUSG00000026069,2.281872202825221
ENSMUSG00000026070,22.015630164970403
ENSMUSG00000026068,15.11086862510479
ENSMUSG00000026065,2.3046804360878723
ENSMUSG00000026062,2.9116513902431995
ENSMUSG00000041945,-1.0059304435473395
ENSMUSG00000079588,-0.3446790286499517
ENSMUSG00000045515,2.7221105318480108
ENSMUSG00000041907,-1.0618592012466912
ENSMUSG00000070939,0.536401606740462
ENSMUSG00000010290,-1.4066792983661358
ENSMUSG00000008136,1.3045482085971836
ENSMUSG00000066877,-0.42384505318866794
ENSMUSG00000026051,103.7915715207368
ENSMUSG00000057363,-1.6200357292137006
ENSMUSG00000041763,-0.9086884715143704
ENSMUSG00000047343,1.2501278157198303
ENSMUSG00000026049,-1.0634455783097272
ENSMUSG00000026047,0.07927216776838049
ENSMUSG00000041684,-1.7836835605974812
ENSMUSG00000026048,0.5657184586963648
ENSMUSG00000046828,0.5513757618482567
ENSMUSG00000056870,1.728327285141566
ENSMUSG00000026043,322.6681961609673
ENSMUSG00000026042,6.36035718067296
ENSMUSG00000025995,-1.2091229076400176
ENSMUSG00000025993,28.097162792633437
ENSMUSG00000041144,-0.751551234074549
ENSMUSG00000025986,10.210675944266258
ENSMUSG00000026109,6.204988401385329
ENSMUSG00000045954,2.0863732101846173
ENSMUSG00000026107,-0.15036295283446852
ENSMUSG00000018417,14.533793134823249
ENSMUSG00000062939,-0.9788392024152545
ENSMUSG00000026104,1.4198581487209643
ENSMUSG00000026103,-0.6158161369700372
ENSMUSG00000002881,1.621434438186536
ENSMUSG00000043015,-0.5728767623222891
ENSMUSG00000041439,-1.2989298975249595
ENSMUSG00000026102,-0.0074489791799518925
ENSMUSG00000041426,-0.058982073631515634
ENSMUSG00000026100,0.7649889460126248
ENSMUSG00000026098,0.7300089865693856
ENSMUSG00000026097,0.43635783736320066
ENSMUSG00000026096,-0.745647376990055
ENSMUSG00000026095,-0.5607237434607332
ENSMUSG00000096141,3.298632598901341
ENSMUSG00000026094,0.8028540837502074
ENSMUSG00000042807,1.403264484999175
ENSMUSG00000025983,-0.44480600426335976
ENSMUSG00000041303,-1.876195489017945
ENSMUSG00000073678,0.08640441481352128
ENSMUSG00000052331,2.1221067540846295
ENSMUSG00000025982,-0.9934484274403289
ENSMUSG00000025981,-0.8648700839251731
ENSMUSG00000025980,-1.5741007625473538
ENSMUSG00000073676,-1.6769805490639214
ENSMUSG00000025979,-1.2161314094039892
ENSMUSG00000025978,4.651879416779394
ENSMUSG00000046994,-0.911196109763178
ENSMUSG00000025977,-0.3312310149443151
ENSMUSG00000038349,0.1862686264757031
ENSMUSG00000038331,1.1060901894032256
ENSMUSG00000048495,-0.3392764142310017
ENSMUSG00000025971,-1.4722392597229395
ENSMUSG00000038305,1.5443528461901679
ENSMUSG00000054770,0.018445077331366737
ENSMUSG00000026039,-0.24627882594048958
ENSMUSG00000063558,3.550179428797136
ENSMUSG00000064294,8.891434595653445
ENSMUSG00000038242,3.57566847908602
ENSMUSG00000079554,6.140039012672179
ENSMUSG00000051223,-0.9235678246909617
ENSMUSG00000026034,-0.5448855803455315
ENSMUSG00000026035,-0.710692048371643
ENSMUSG00000026036,-0.8453463667447496
ENSMUSG00000026037,-0.42387145548232963
ENSMUSG00000038174,-1.5545100634634972
ENSMUSG00000026032,-1.3463685995846613
ENSMUSG00000047528,0.27979405036618415
ENSMUSG00000026031,3.0427573454591226
ENSMUSG00000026029,5.034939946110714
ENSMUSG00000026028,6.526173512103051
ENSMUSG00000026027,-1.1122127677410931
ENSMUSG00000072295,2.052796111763815
ENSMUSG00000038079,-0.2293087881649154
ENSMUSG00000079550,-0.13610528041825387
ENSMUSG00000026024,-1.3478651713508556
ENSMUSG00000026023,-1.1335679787533748
ENSMUSG00000041075,2.598049584159408
ENSMUSG00000026021,-1.2427824455280665
ENSMUSG00000026020,-0.7168037440542077
ENSMUSG00000067336,-0.46416947051889995
ENSMUSG00000041040,-0.6848312558329761
ENSMUSG00000026018,-1.565238371860249
ENSMUSG00000026019,-1.291542216668085
ENSMUSG00000026017,-0.7504354549494106
ENSMUSG00000073664,-0.44273205283557165
ENSMUSG00000049439,2.8571632679474988
ENSMUSG00000026782,-0.9088423049060972
ENSMUSG00000026014,0.9125185796894818
ENSMUSG00000026012,1.922344055943277
ENSMUSG00000026011,1.5662051669185346
ENSMUSG00000026009,3.155992739013944
ENSMUSG00000052062,3.536091541821071
ENSMUSG00000025969,9.27429312173064
ENSMUSG00000040865,0.32240595022315716
ENSMUSG00000025968,-1.4357848283142947
ENSMUSG00000025967,-1.5073168874958462
ENSMUSG00000046856,-1.617707395522352
ENSMUSG00000027520,-0.2513035659577641
ENSMUSG00000025964,0.4738033213614184
ENSMUSG00000069085,2.4311835259632097
ENSMUSG00000025963,-0.4282586402216155
ENSMUSG00000025962,-0.38618707475707187
ENSMUSG00000025959,1.0768029792115983
ENSMUSG00000025958,1.0854348869996133
ENSMUSG00000025956,-0.5741856712419506
ENSMUSG00000070871,3.1584998849176418
ENSMUSG00000045005,-0.9707474600312627
ENSMUSG00000051344,-0.7841445551151928
ENSMUSG00000025955,-0.909715777571624
ENSMUSG00000025952,0.37222672405977436
ENSMUSG00000073658,17.29426608078816
ENSMUSG00000044429,-1.1080704244635562
ENSMUSG00000025950,3.454937056469313
ENSMUSG00000025949,-0.551942289120434
ENSMUSG00000025946,1.0864152962959919
ENSMUSG00000015222,-0.21497173533603456
ENSMUSG00000055567,0.8482681545582129
ENSMUSG00000026005,-0.045559024130814814
ENSMUSG00000026004,1.922398392796447
ENSMUSG00000026003,2.606135473809691
ENSMUSG00000061816,0.5798466846301625
ENSMUSG00000026000,-0.8885445820822044
ENSMUSG00000025991,-0.8566843077373766
ENSMUSG00000062209,1.7466227988341398
ENSMUSG00000025997,0.6037150755120376
ENSMUSG00000053153,2.197643375168555
ENSMUSG00000045648,0.5745298739829536
ENSMUSG00000026196,0.5176656585680421
ENSMUSG00000050296,-1.1962180642074296
ENSMUSG00000026192,-1.5271919318486982
ENSMUSG00000026193,55.06557249606762
ENSMUSG00000039395,-1.2117250451541437
ENSMUSG00000026189,-0.7557913960289194
ENSMUSG00000026188,-1.3525883288544094
ENSMUSG00000026187,-0.4137842516459686
ENSMUSG00000039372,0.5304511797492968
ENSMUSG00000039354,-1.1613916680232002
ENSMUSG00000039342,0.367972265647956
ENSMUSG00000039323,38.56766643390288
ENSMUSG00000026185,130.55258214531167
ENSMUSG00000026182,0.019786260030369176
ENSMUSG00000055322,5.992577982087128
ENSMUSG00000061815,0.4637470157447404
ENSMUSG00000026180,5.173957055702607
ENSMUSG00000048480,0.7618820245720147
ENSMUSG00000006304,-1.1892266875916722
ENSMUSG00000064272,-0.15424769914838266
ENSMUSG00000006299,-1.3875115859271459
ENSMUSG00000026179,-0.4212174745420267
ENSMUSG00000006301,6.432013082477255
ENSMUSG00000073650,0.3368546089475298
ENSMUSG00000026177,12.311844090337937
ENSMUSG00000026176,2.2471960678300964
ENSMUSG00000026175,-0.6252247462548061
ENSMUSG00000033364,0.11511972134642141
ENSMUSG00000026174,-1.504143050021735
ENSMUSG00000026173,8.22885064764916
ENSMUSG00000026135,-1.05240772689039
ENSMUSG00000026172,0.2267525644872134
ENSMUSG00000026171,-0.21906066104862434
ENSMUSG00000033276,1.420195682846856
ENSMUSG00000033257,-0.282240333762329
ENSMUSG00000026170,10.08558127952609
ENSMUSG00000006542,0.7347519931249145
ENSMUSG00000033227,12.149577238530526
ENSMUSG00000026167,0.2258966110226472
ENSMUSG00000090071,0.6266459655950077
ENSMUSG00000055197,1.9885349557382923
ENSMUSG00000006546,3.9093911667769192
ENSMUSG00000047021,12.243652971761522
ENSMUSG00000006538,0.14278780673165462
ENSMUSG00000026162,-0.9614178525853128
ENSMUSG00000026205,0.538930824567253
ENSMUSG00000033159,0.9405897250401725
ENSMUSG00000049339,-1.045565884041193
ENSMUSG00000026197,-0.7849089351438866
ENSMUSG00000026198,-1.515330405543607
ENSMUSG00000033124,-1.9842829342870159
ENSMUSG00000026199,-0.11289558201138704
ENSMUSG00000026200,2.4664804053770397
ENSMUSG00000026201,0.22194935726390802
ENSMUSG00000026202,1.5639606629853537
ENSMUSG00000026203,0.6739774208481853
ENSMUSG00000026204,0.822562167369274
ENSMUSG00000033061,1.1894131000729409
ENSMUSG00000026209,-0.8888474674154843
ENSMUSG00000026208,1.6047064564372964
ENSMUSG00000026207,1.866049842129847
ENSMUSG00000033021,-0.06927277429045109
ENSMUSG00000033007,6.013329296102476
ENSMUSG00000032997,-0.5308607272931438
ENSMUSG00000026211,2.366886628168682
ENSMUSG00000051703,-1.7758585848371018
ENSMUSG00000032968,1.7105673506578443
ENSMUSG00000026213,-0.4462566352540616
ENSMUSG00000006576,0.10052455810929191
ENSMUSG00000026235,1.9624974072111914
ENSMUSG00000004872,6.533931607962695
ENSMUSG00000032908,2.018667849191745
ENSMUSG00000026245,-0.9711469212726187
ENSMUSG00000090486,-0.4095539703546794
ENSMUSG00000012187,-1.561038864864762
ENSMUSG00000032883,1.352866572639826
ENSMUSG00000079470,5.56160855186591
ENSMUSG00000047330,-0.6005447565110031
ENSMUSG00000050711,6.323844775682418
ENSMUSG00000054702,-1.0631965370155254
ENSMUSG00000073643,-0.1251943359179025
ENSMUSG00000026249,2.762923061262735
ENSMUSG00000043230,0.04306605723120231
ENSMUSG00000004364,-1.538474985419317
ENSMUSG00000038608,6.730025778686115
ENSMUSG00000054976,7.482155914802638
ENSMUSG00000055980,2.265995673609365
ENSMUSG00000026142,0.5625176392359513
ENSMUSG00000067158,3.6118949328130103
ENSMUSG00000079465,1.532880912741219
ENSMUSG00000026150,-1.4102825302392155
ENSMUSG00000026149,-3.958258441981667
ENSMUSG00000026159,-0.5601196282141407
ENSMUSG00000038496,1.206993289269959
ENSMUSG00000100190,2.8848138233836735
ENSMUSG00000101315,1.2909994838409702
ENSMUSG00000026166,-0.4072281009920678
ENSMUSG00000053161,12.671077231460641
ENSMUSG00000026163,3.7923641430546255
ENSMUSG00000045658,4.137365275439314
ENSMUSG00000036766,1.043648361150503
ENSMUSG00000026219,-1.0745579639637246
ENSMUSG00000073633,-0.5581365688094285
ENSMUSG00000026220,-0.03718802831512783
ENSMUSG00000070034,1.2949832697962542
ENSMUSG00000070031,0.11093407615362098
ENSMUSG00000026222,0.5831200673367891
ENSMUSG00000036707,-0.6001620978864886
ENSMUSG00000026223,0.5308072847729401
ENSMUSG00000049608,0.3047513641390961
ENSMUSG00000026226,1.1430181549740699
ENSMUSG00000026229,-1.707016835450626
ENSMUSG00000026228,0.9217005552500362
ENSMUSG00000062590,0.192181366640809
ENSMUSG00000079445,0.19926517485621648
ENSMUSG00000026234,-1.6813431427788346
ENSMUSG00000026237,1.7844304928228416
ENSMUSG00000036574,-0.9116667987232172
ENSMUSG00000026238,-0.15113250134375647
ENSMUSG00000026239,-0.8962681769798896
ENSMUSG00000026240,-0.752136390417628
ENSMUSG00000026241,27.51602237870155
ENSMUSG00000053333,-0.5513089988473276
ENSMUSG00000026246,NaN
ENSMUSG00000079440,0.23391465286582938
ENSMUSG00000036500,0.40887556816076
ENSMUSG00000026247,37.603213327769915
ENSMUSG00000036480,9.202001472197967
ENSMUSG00000026251,5.066196381584907
ENSMUSG00000026253,-0.2490115866009794
ENSMUSG00000026254,-1.2460503180573708
ENSMUSG00000026255,5.353364502638169
ENSMUSG00000048000,-1.448676967434899
ENSMUSG00000079436,6.203320754668059
ENSMUSG00000026258,-0.10831365731691221
ENSMUSG00000026259,5.641552921262839
ENSMUSG00000079434,-1.0592809485268222
ENSMUSG00000026288,46.714724524989414
ENSMUSG00000026289,-1.0125234742034372
ENSMUSG00000070738,1.0032666964594492
ENSMUSG00000005501,1.3417547148534168
ENSMUSG00000090165,0.4933356508674393
ENSMUSG00000090175,-0.7453916615398649
ENSMUSG00000089675,7.026156983411396
ENSMUSG00000090124,1.5661229237688354
ENSMUSG00000081984,-1.6172419511824654
ENSMUSG00000089960,-0.9071544309665246
ENSMUSG00000044783,2.9185470458350196
ENSMUSG00000036251,2.6818395532191697
ENSMUSG00000026295,-1.115546622133488
ENSMUSG00000062310,0.7013357147926579
ENSMUSG00000049866,-0.31379429058233155
ENSMUSG00000036206,11.85392159616891
ENSMUSG00000055013,1.272882489325421
ENSMUSG00000034486,0.3953184188330328
ENSMUSG00000067081,-1.3781607266015405
ENSMUSG00000026301,4.215661095244072
ENSMUSG00000044337,2.0109123655504537
ENSMUSG00000034432,-1.6617595720548102
ENSMUSG00000048126,19.49010416016816
ENSMUSG00000026303,0.5037227076147341
ENSMUSG00000090550,95.99247596748305
ENSMUSG00000026304,-0.07866474968202476
ENSMUSG00000026305,1.0909489317639225
ENSMUSG00000070732,0.3970695356415113
ENSMUSG00000034353,8.607598320409114
ENSMUSG00000034343,-1.0534145503846797
ENSMUSG00000026307,-1.2537478654382477
ENSMUSG00000049515,0.07009657795533011
ENSMUSG00000026308,0.2996683096517901
ENSMUSG00000047443,-0.24732569984489544
ENSMUSG00000026309,0.34159581362323704
ENSMUSG00000067071,0.7773568514366689
ENSMUSG00000055866,3.8995436902961345
ENSMUSG00000034292,-0.6432462799551228
ENSMUSG00000026311,-1.4532522907422554
ENSMUSG00000007805,-0.7418746256404367
ENSMUSG00000026313,0.05572519371263039
ENSMUSG00000026260,-0.9851831142471701
ENSMUSG00000067064,NaN
ENSMUSG00000062497,-3.0993911792080175
ENSMUSG00000063583,1.180067128087901
ENSMUSG00000061616,-0.03418664295913414
ENSMUSG00000073616,-0.17521702172839357
ENSMUSG00000044055,2.4791386285051296
ENSMUSG00000034220,-0.3334029226617123
ENSMUSG00000047067,-0.8822942541572829
ENSMUSG00000026269,-0.3922178753085037
ENSMUSG00000026270,-0.5772081422813136
ENSMUSG00000026271,-0.024829485652506422
ENSMUSG00000045091,1.230051414139035
ENSMUSG00000014602,-1.3398504162672604
ENSMUSG00000026272,-1.144243378592949
ENSMUSG00000034159,-0.5358251101537346
ENSMUSG00000084989,17.564250655274297
ENSMUSG00000047793,38.24063624448239
ENSMUSG00000026273,-0.6436870874117758
ENSMUSG00000026274,-1.0594195224467218
ENSMUSG00000026275,-0.7989797134112673
ENSMUSG00000034107,0.8612591435513047
ENSMUSG00000034088,-1.6963439864198595
ENSMUSG00000026276,0.28942034296782115
ENSMUSG00000034066,-0.4271860307076297
ENSMUSG00000026277,-1.42824409612506
ENSMUSG00000026278,4.830936472545112
ENSMUSG00000026279,-1.1110696905468582
ENSMUSG00000026280,-0.8892484108776344
ENSMUSG00000026281,0.6889083984351642
ENSMUSG00000026283,-0.17887052819252697
ENSMUSG00000073609,0.683936357760442
ENSMUSG00000094651,2.048418446559066
ENSMUSG00000093805,1.9188450902481258
ENSMUSG00000073608,NaN
ENSMUSG00000034000,26.50633978115169
ENSMUSG00000026285,6.032160856408219
ENSMUSG00000051185,-1.4288751322724775
ENSMUSG00000040710,7.243570838195938
ENSMUSG00000040693,-1.5323896983690206
ENSMUSG00000026331,-0.6984840606190262
ENSMUSG00000044768,-0.7549014452430678
ENSMUSG00000040648,0.700873306475759
ENSMUSG00000026333,1.0196011471227107
ENSMUSG00000026335,2.209728879752101
ENSMUSG00000026336,-0.317599948392946
ENSMUSG00000067028,1.0763920709517623
ENSMUSG00000050840,4.763077700796873
ENSMUSG00000047496,-0.6383168038599533
ENSMUSG00000056536,-0.05121051589334223
ENSMUSG00000026319,-0.015874925707559842
ENSMUSG00000026321,6.515201439866838
ENSMUSG00000038866,-0.05138866791332623
ENSMUSG00000044340,1.8139464263084817
ENSMUSG00000057329,4.920451096013142
ENSMUSG00000009905,-1.2040539323670927
ENSMUSG00000009907,-0.7973133359234844
ENSMUSG00000067006,3.14573553278245
ENSMUSG00000059956,1.8745293384632344
ENSMUSG00000048775,NaN
ENSMUSG00000044594,NaN
ENSMUSG00000058017,NaN
ENSMUSG00000073602,-2.38433992662723
ENSMUSG00000073601,-0.3349311766194783
ENSMUSG00000026327,1.4647498938893924
ENSMUSG00000067001,-0.6871246583554775
ENSMUSG00000062345,-0.5424586479992198
ENSMUSG00000026315,2.066819221122659
ENSMUSG00000026312,3.5399205635723985
ENSMUSG00000047216,12.246645836381171
ENSMUSG00000038702,-0.7068735730958637
ENSMUSG00000070695,2.3523950440712147
ENSMUSG00000026374,-1.4381614523817654
ENSMUSG00000026377,-1.2952479204565395
ENSMUSG00000064302,-0.6291155742665785
ENSMUSG00000026380,-0.13458422626223668
ENSMUSG00000048402,1.5072138084195184
ENSMUSG00000037035,3.10066804769276
ENSMUSG00000004451,1.934434991813938
ENSMUSG00000098923,-0.3227732485264636
ENSMUSG00000026383,1.0122063995284962
ENSMUSG00000026384,0.9157627402696514
ENSMUSG00000036975,-0.7346365038136075
ENSMUSG00000036962,1.518503240474247
ENSMUSG00000026387,2.4569682888011357
ENSMUSG00000050777,1.9370359626613352
ENSMUSG00000026385,7.0895626809768295
ENSMUSG00000026389,1.054020363025218
ENSMUSG00000036907,21.184040686146577
ENSMUSG00000026390,2.0423519344282655
ENSMUSG00000058665,-0.7220107394177018
ENSMUSG00000003721,-1.3337454377560911
ENSMUSG00000026339,0.8025986308853019
ENSMUSG00000050534,7.556389058515533
ENSMUSG00000001674,-1.0889655429592284
ENSMUSG00000036815,1.9930237100797346
ENSMUSG00000026341,-1.8444923382997516
ENSMUSG00000026342,-1.3295464031750552
ENSMUSG00000026343,2.284220300055212
ENSMUSG00000026344,6.66026963707018
ENSMUSG00000049690,11.198786431236396
ENSMUSG00000036155,0.2721035509310303
ENSMUSG00000026347,7.722746015549533
ENSMUSG00000026348,0.3837750270344406
ENSMUSG00000026349,-0.2958291412449038
ENSMUSG00000051590,1.2206347971140028
ENSMUSG00000036104,-1.3947565036136755
ENSMUSG00000036086,-0.3059072294211952
ENSMUSG00000056211,0.7329192834383205
ENSMUSG00000026353,-1.1335440613448935
ENSMUSG00000026354,-0.44250390282185836
ENSMUSG00000026355,2.1342573760218015
ENSMUSG00000026356,0.3163598262342963
ENSMUSG00000045382,7.668110456092906
ENSMUSG00000042581,5.130233256533229
ENSMUSG00000026401,0.6795202082203464
ENSMUSG00000026399,0.09183409034339314
ENSMUSG00000042554,NaN
ENSMUSG00000026405,-1.0756406379128962
ENSMUSG00000026409,0.40317870255814586
ENSMUSG00000046404,0.3458820444859756
ENSMUSG00000042510,-0.035392431699846266
ENSMUSG00000026415,-0.40972583656346095
ENSMUSG00000026417,3.8520638778243685
ENSMUSG00000042474,39.92597976653086
ENSMUSG00000026420,-1.2118067818337068
ENSMUSG00000026416,-0.25274651307016444
ENSMUSG00000016524,-1.6726673463063386
ENSMUSG00000016529,-0.33727315731768165
ENSMUSG00000016528,0.5040336449650037
ENSMUSG00000016526,-0.7391233143435348
ENSMUSG00000026427,0.0045010863422999215
ENSMUSG00000026430,-0.8352727412820772
ENSMUSG00000042349,0.608030432444134
ENSMUSG00000026425,4.819740569014298
ENSMUSG00000055184,-0.391382879909896
ENSMUSG00000026432,-1.1363687425155127
ENSMUSG00000004552,9.191958614439978
ENSMUSG00000052688,1.1645137887190666
ENSMUSG00000042268,-0.6328945179098734
ENSMUSG00000042251,0.27723749227469824
ENSMUSG00000013275,6.466218375147852
ENSMUSG00000026433,0.4797231189766467
ENSMUSG00000026434,-1.5664087307608767
ENSMUSG00000026435,9.54710379942146
ENSMUSG00000026436,1.622188959851916
ENSMUSG00000059149,-1.3059361443649975
ENSMUSG00000026437,15.86389664855199
ENSMUSG00000042115,1.1357655240565183
ENSMUSG00000009772,-0.9378383618214985
ENSMUSG00000042066,1.1853340573563493
ENSMUSG00000042046,-0.4754466291127755
ENSMUSG00000026439,0.7742700036036134
ENSMUSG00000048174,-0.35643249094164303
ENSMUSG00000053024,3.98888820655996
ENSMUSG00000026442,7.295243439380717
ENSMUSG00000026443,0.7156827965013871
ENSMUSG00000054387,-0.025644606055025367
ENSMUSG00000026447,2.7706225695240323
ENSMUSG00000046062,0.5769370166383975
ENSMUSG00000041757,0.37396507381823796
ENSMUSG00000070645,4.90773511784293
ENSMUSG00000070644,-0.1441639649170676
ENSMUSG00000070643,6.34648402417913
ENSMUSG00000090553,-1.069568400173021
ENSMUSG00000051998,-0.9858764462320728
ENSMUSG00000026463,5.363465986608373
ENSMUSG00000010311,2.6429319765159627
ENSMUSG00000041577,10.454037290335535
ENSMUSG00000041559,59.380838902032764
ENSMUSG00000020423,0.4640932924516618
ENSMUSG00000026450,-0.2188325490497576
ENSMUSG00000064246,1.193478149594435
ENSMUSG00000042451,0.5116062581462448
ENSMUSG00000042429,1.1943164966234612
ENSMUSG00000026459,0.013437725730781322
ENSMUSG00000026458,1.496506709523529
ENSMUSG00000042305,-0.45475273522155935
ENSMUSG00000026456,3.070361270119132
ENSMUSG00000026457,-0.38044814248360836
ENSMUSG00000026455,-0.6575350726730613
ENSMUSG00000042229,-1.5293879148931393
ENSMUSG00000046367,-0.21556119467747753
ENSMUSG00000042207,-0.4706928675016754
ENSMUSG00000026452,5.308951506737272
ENSMUSG00000073557,-0.4857304021513107
ENSMUSG00000026429,0.8448372566908389
ENSMUSG00000042793,6.435109084961081
ENSMUSG00000031506,-0.21264318557298
ENSMUSG00000026426,-1.0258548065974675
ENSMUSG00000026424,3.88835586688871
ENSMUSG00000003051,-0.2709350550092766
ENSMUSG00000041926,-0.06036793948131913
ENSMUSG00000062580,-0.33564975138774317
ENSMUSG00000048096,5.344679317309906
ENSMUSG00000041889,1.6640303604315814
ENSMUSG00000041879,-0.9486684154400664
ENSMUSG00000009418,-0.7158484815050664
ENSMUSG00000026421,5.202005319072874
ENSMUSG00000041801,1.3340874950609094
ENSMUSG00000026418,54.91673786654333
