Feature
1,ENSMUSG00000043569
2,ENSMUSG00000074445
3,ENSMUSG00000023041
4,ENSMUSG00000061296
5,ENSMUSG00000021907
6,ENSMUSG00000043932
7,ENSMUSG00000043050
8,ENSMUSG00000075144
9,ENSMUSG00000062342
10,ENSMUSG00000046282
11,ENSMUSG00000049799
12,ENSMUSG00000022501
13,ENSMUSG00000045475
14,ENSMUSG00000027912
15,ENSMUSG00000049152
16,ENSMUSG00000042124
17,ENSMUSG00000075610
18,ENSMUSG00000037790
19,ENSMUSG00000021336
20,ENSMUSG00000058523
21,ENSMUSG00000031233
22,ENSMUSG00000019932
23,ENSMUSG00000047441
24,ENSMUSG00000063305
25,ENSMUSG00000100016
26,ENSMUSG00000076475
27,ENSMUSG00000075543
28,ENSMUSG00000096099
29,ENSMUSG00000075222
30,ENSMUSG00000062064
31,ENSMUSG00000063120
32,ENSMUSG00000046697
33,ENSMUSG00000074680
34,ENSMUSG00000038805
35,ENSMUSG00000049548
36,ENSMUSG00000029272
37,ENSMUSG00000044903
38,ENSMUSG00000091468
39,ENSMUSG00000022931
40,ENSMUSG00000111259
41,ENSMUSG00000093920
42,ENSMUSG00000032310
43,ENSMUSG00000039215
44,ENSMUSG00000079635
45,ENSMUSG00000024653
46,ENSMUSG00000020168
47,ENSMUSG00000071716
48,ENSMUSG00000074155
49,ENSMUSG00000050654
50,ENSMUSG00000061937
51,ENSMUSG00000050239
52,ENSMUSG00000062369
53,ENSMUSG00000075075
54,ENSMUSG00000042250
55,ENSMUSG00000026542
56,ENSMUSG00000107711
57,ENSMUSG00000025774
58,ENSMUSG00000049528
59,ENSMUSG00000047025
60,ENSMUSG00000068815
61,ENSMUSG00000046095
62,ENSMUSG00000038071
63,ENSMUSG00000048031
64,ENSMUSG00000004542
65,ENSMUSG00000063177
66,ENSMUSG00000029280
67,ENSMUSG00000026937
68,ENSMUSG00000037202
69,ENSMUSG00000091013
70,ENSMUSG00000021095
71,ENSMUSG00000061361
72,ENSMUSG00000061376
73,ENSMUSG00000063903
74,ENSMUSG00000057163
75,ENSMUSG00000068219
76,ENSMUSG00000066061
77,ENSMUSG00000058028
78,ENSMUSG00000038997
79,ENSMUSG00000060311
80,ENSMUSG00000068536
81,ENSMUSG00000017316
82,ENSMUSG00000059473
83,ENSMUSG00000048378
84,ENSMUSG00000095574
85,ENSMUSG00000063157
86,ENSMUSG00000006200
87,ENSMUSG00000044294
88,ENSMUSG00000052508
89,ENSMUSG00000047104
90,ENSMUSG00000046932
91,ENSMUSG00000029680
92,ENSMUSG00000094805
93,ENSMUSG00000073916
94,ENSMUSG00000032937
95,ENSMUSG00000054763
96,ENSMUSG00000050114
97,ENSMUSG00000053719
98,ENSMUSG00000095079
99,ENSMUSG00000051680
100,ENSMUSG00000027528
101,ENSMUSG00000060170
102,ENSMUSG00000049011
103,ENSMUSG00000026983
104,ENSMUSG00000028591
105,ENSMUSG00000059077
106,ENSMUSG00000033850
107,ENSMUSG00000071494
108,ENSMUSG00000039337
109,ENSMUSG00000078763
110,ENSMUSG00000051900
111,ENSMUSG00000075094
112,ENSMUSG00000035420
113,ENSMUSG00000095625
114,ENSMUSG00000031220
115,ENSMUSG00000064044
116,ENSMUSG00000026149
117,ENSMUSG00000063221
118,ENSMUSG00000023333
119,ENSMUSG00000062037
120,ENSMUSG00000101026
121,ENSMUSG00000054141
122,ENSMUSG00000006570
123,ENSMUSG00000034690
124,ENSMUSG00000029829
125,ENSMUSG00000027480
126,ENSMUSG00000092120
127,ENSMUSG00000027927
128,ENSMUSG00000029369
129,ENSMUSG00000096436
130,ENSMUSG00000059687
131,ENSMUSG00000067524
132,ENSMUSG00000045225
133,ENSMUSG00000030357
134,ENSMUSG00000023176
135,ENSMUSG00000069296
136,ENSMUSG00000078255
137,ENSMUSG00000094063
138,ENSMUSG00000062497
139,ENSMUSG00000022149
140,ENSMUSG00000057346
141,ENSMUSG00000042459
142,ENSMUSG00000029909
143,ENSMUSG00000009596
144,ENSMUSG00000036744
